,Isotope,Decay Energy (keV),Half-life (seconds)
1479,187Au,2669.4,1.0000000000000001e-07
1480,187Hg,54.0,144.0
1481,187Hg,161.57,3.3000000000000004e-08
1482,187Tl,334.0,15.6
1483,187Tl,2582.5,6.9e-07
1484,187Pb,33.0,18.3
1485,187Bi,112.0,0.00037
1486,187Bi,252.0,3.2e-06
1487,188W,1929.3,1.0950000000000001e-07
1488,188Re,172.069,1115.4
1489,188Re,182.743,2.0300000000000003e-08
1490,188Re,230.91,2.14e-08
1491,188Os,1771.0,1.4000000000000001e-08
1492,188Hg,2724.3,1.34e-07
1493,188Pb,2578.2,8.200000000000001e-07
1494,188Pb,2704.9,2.7e-08
1495,188Pb,2713.0,9.9e-08
1496,188Pb,4783.6,4.3999999999999997e-07
1497,188Bi,65.0,4.9999999999999996e-06
1498,189Os,30.812,20916.0
1499,189Ir,94.34,1.1400000000000001e-08
1500,189Ir,372.17,0.013300000000000001
1501,189Ir,2333.2,0.0037
1502,189Pt,172.8,4.64e-07
1503,189Pt,191.5,0.000143
1504,189Au,9.92,3.0000000000000004e-08
1505,189Au,247.23,275.4
1506,189Au,325.11,1.9e-07
1507,189Au,2554.7,2.42e-07
1508,189Hg,100.0,516.0
1509,189Tl,281.0,84.0
1510,189Pb,40.0,50.0
1511,189Pb,2474.5,2.2199999999999998e-05
1512,189Bi,184.0,0.005
1513,189Bi,357.6,0.00088
1514,190W,1742.0,1.11e-07
1515,190W,1839.0,0.000108
1516,190W,2394.5,6e-05
1517,190Re,204.0,11520.0
1518,190Os,1705.4,591.5999999999999
1519,190Ir,26.1,4032.0000000000005
1520,190Ir,36.154,2e-06
1521,190Ir,317.56,9.000000000000001e-08
1522,190Ir,376.4,11113.2
1523,190Pt,2297.4,4.8000000000000006e-08
1524,190Hg,2620.7,2.3e-08
1525,190Tl,89.0,222.0
1526,190Pb,2614.8,1.5000000000000002e-07
1527,190Pb,2658.2,7.2e-06
1528,190Pb,4516.8,1.4000000000000001e-08
1529,191Os,74.382,47160.0
1530,191Os,2640.0,6.1e-08
1531,191Ir,171.29,4.899
1532,191Ir,2101.1,5.8
1533,191Pt,100.663,1e-06
1534,191Pt,149.035,9.499999999999999e-05
1535,191Au,11.1,1.55e-08
1536,191Au,266.2,0.92
1537,191Au,540.4,1e-08
1538,191Au,2489.6,4.02e-07
1539,191Hg,128.0,3048.0
1540,191Bi,241.0,0.125
1541,191Bi,429.7,5.47e-07
1542,191Po,40.0,0.093
1543,191At,55.0,0.0021000000000000003
1544,192Re,267.0,61.0
1545,192Os,2015.4,5.9
1546,192Os,4113.8,1.8999999999999998e-07
1547,192Os,4580.3,2.9500000000000003e-07
1548,192Ir,56.72,87.0
1549,192Ir,66.83,1.5000000000000002e-08
1550,192Ir,104.776,1.74e-08
1551,192Ir,118.7824,1.5000000000000002e-08
1552,192Ir,168.14,7600176000.0
1553,192Pt,2172.37,2.72e-07
1554,192Au,135.41,0.029
1555,192Au,431.6,0.16
1556,192Hg,2535.5,1.11e-08
1557,192Tl,138.0,648.0
1558,192Tl,388.0,2.96e-07
1559,192Pb,2581.1,1.66e-07
1560,192Pb,2624.0,1.09e-06
1561,192Pb,2743.5,7.559999999999999e-07
1562,192Bi,147.0,39.6
1563,192Po,2294.6,5.8e-07
1564,193Os,315.9,1.1e-07
1565,193Ir,80.239,909792.0
1566,193Ir,2277.4,0.0001248
1567,193Pt,149.78,374112.0
1568,193Au,290.19,3.9
1569,193Au,1946.9,1.04e-08
1570,193Au,2486.5,1.5000000000000002e-07
1571,193Hg,140.76,42480.0
1572,193Tl,373.0,126.6
1573,193Bi,308.0,3.2
1574,193Bi,605.5,1.53e-07
1575,193Po,95.0,0.245
1576,193At,5.0,0.021
1577,193At,39.0,0.027
1578,194Re,285.0,25.0
1579,194Re,833.0,100.0
1580,194Ir,147.072,0.03185
1581,194Au,107.4,0.6
1582,194Au,475.8,0.42
1583,194Tl,260.0,1967.9999999999998
1584,194Pb,2407.1,1.7e-08
1585,194Pb,2437.4,1.7e-08
1586,194Pb,2580.8,1.7200000000000002e-08
1587,194Pb,2628.1,3.7e-07
1588,194Pb,2933.0,1.33e-07
1589,194Bi,184.0,115.0
1590,194Po,2525.2,1.4999999999999999e-05
1591,195Os,454.0,540.0
1592,195Os,1464.7,2.6e-08
1593,195Ir,100.0,13212.0
1594,195Ir,2354.0,4.4e-06
1595,195Pt,259.077,346464.0
1596,195Au,318.58,30.5
1597,195Au,2418.2,6.900000000000001e-08
1598,195Au,2460.84,1.6e-05
1599,195Hg,176.07,149760.0
1600,195Tl,482.63,3.6
1601,195Pb,202.9,900.0
1602,195Pb,1759.0,9.999999999999999e-06
1603,195Pb,2901.7,9.5e-08
1604,195Bi,401.0,87.0
1605,195Bi,886.7,3.2e-08
1606,195Bi,2194.3,8e-08
1607,195Bi,2395.5,7.5e-07
1608,195At,33.0,0.14300000000000002
1609,196Ir,410.0,5040.0
1610,196Au,84.656,8.1
1611,196Au,595.66,34560.0
1612,196Tl,394.2,5076.0
1613,196Tl,738.1,2.1300000000000002e-08
1614,196Pb,1797.51,1.4e-07
1615,196Pb,2307.84,5.2e-08
1616,196Pb,2621.9,5.0000000000000004e-08
1617,196Pb,2694.6,2.7e-07
1618,196Pb,3192.67,7.200000000000001e-08
1619,196Bi,169.0,0.6
1620,196Bi,271.0,240.0
1621,196Po,2493.9,8.56e-07
1622,196At,157.9,1.1e-05
1623,197Ir,115.0,534.0
1624,197Pt,53.088,1.658e-08
1625,197Pt,399.59,5724.599999999999
1626,197Au,409.15,7.73
1627,197Au,2532.5,1.5000000000000002e-07
1628,197Hg,298.93,85680.0
1629,197Tl,608.22,0.54
1630,197Tl,2529.7,1.8000000000000002e-08
1631,197Pb,319.31,2574.0
1632,197Pb,1914.1,1.1499999999999998e-06
1633,197Pb,3168.9,5.5e-08
1634,197Bi,532.0,302.4
1635,197Bi,1600.95,1.53e-08
1636,197Bi,2064.7,3.6700000000000004e-08
1637,197Bi,2088.6,1.93e-08
1638,197Bi,2129.3,2.04e-07
1639,197Bi,2357.4,5.3000000000000005e-08
1640,197Bi,2929.5,2.09e-07
1641,197Po,204.0,32.0
1642,197At,52.0,2.0
1643,197At,310.7,1.3e-06
1644,197Rn,194.0,0.025
1645,198Ir,116.4,7.7e-08
1646,198Pt,3017.0,3.6000000000000005e-08
1647,198Au,312.22,1.24e-07
1648,198Au,811.7,196300.8
1649,198Tl,543.6,6732.0
1650,198Tl,687.2,1.5000000000000002e-07
1651,198Tl,742.4,0.032100000000000004
1652,198Tl,934.2,1.2300000000000001e-08
1653,198Pb,1823.5,5.04e-08
1654,198Pb,2141.4,4.1900000000000005e-06
1655,198Pb,2231.4,1.37e-07
1656,198Pb,2820.5,2.1200000000000002e-07
1657,198Bi,280.0,696.0
1658,198Bi,530.0,7.7
1659,198Po,1853.63,2.9e-08
1660,198Po,2565.92,2.0000000000000002e-07
1661,198At,287.0,1.21
1662,199Pt,424.0,13.6
1663,199Au,548.9405,0.00044
1664,199Hg,532.48,2560.2000000000003
1665,199Tl,748.87,0.028399999999999998
1666,199Bi,667.0,1482.0
1667,199Bi,1647.5,3.41e-08
1668,199Po,310.0,250.2
1669,199At,244.0,0.273
1670,199At,572.9,7e-08
1671,199At,2293.4,8e-07
1672,200Au,962.0,67320.0
1673,200Tl,753.6,0.034
1674,200Tl,762.0,3.3e-07
1675,200Pb,2153.8,4.510000000000001e-08
1676,200Pb,2183.3,4.4800000000000004e-07
1677,200Pb,3005.8,1.9900000000000002e-07
1678,200Pb,5075.9,7.200000000000001e-08
1679,200Pb,6948.3,5.8e-08
1680,200Bi,428.2,0.4
1681,200Po,1773.6,6.1e-08
1682,200Po,2596.1,1.0000000000000001e-07
1683,200At,112.0,47.0
1684,200At,344.0,7.3
1685,201Au,594.0,0.00034
1686,201Hg,1.5648,8.100000000000001e-08
1687,201Hg,766.22,9.4e-05
1688,201Tl,919.16,0.0020099999999999996
1689,201Tl,2747.0,9.499999999999999e-08
1690,201Pb,629.1,60.8
1691,201Pb,2719.6,6.300000000000001e-08
1692,201Bi,846.35,3450.0
1693,201Po,424.1,537.6
1694,201At,459.2,0.045
1695,201At,749.0,1.59e-08
1696,201At,2319.0,3.39e-06
1697,201Fr,130.0,0.008
1698,202Pt,1788.5,0.00014099999999999998
1699,202Tl,950.19,0.0005909999999999999
1700,202Pb,2169.85,12744.0
1701,202Pb,2208.44,6.54e-08
1702,202Pb,3237.7,2.42e-08
1703,202At,190.0,182.0
1704,202At,580.0,0.46
1705,202Fr,281.0,0.29
1706,203Au,641.0,0.00014
1707,203Hg,932.1,2.1899999999999997e-05
1708,203Hg,8281.0,1.46e-07
1709,203Pb,126.5,7.500000000000001e-08
1710,203Pb,825.2,6.21
1711,203Pb,1922.1,4.2000000000000006e-08
1712,203Pb,2949.2,0.48
1713,203Bi,1098.12,0.305
1714,203Bi,1990.6,9.000000000000001e-08
1715,203Bi,2041.5,1.9400000000000002e-07
1716,203Bi,3032.2,2.24e-08
1717,203Po,641.68,45.0
1718,203Po,2158.5,2.0000000000000002e-07
1719,203Po,2792.4,1.2000000000000002e-08
1720,203Rn,362.0,26.9
1721,203Fr,356.9,0.043000000000000003
1722,203Fr,426.0,3.7e-07
1723,203Ra,260.0,0.0242
1724,204Pt,1995.0,5.5e-06
1725,204Tl,145.89,1.8700000000000002e-08
1726,204Tl,1103.9,6.17e-05
1727,204Tl,2319.07,2.6e-06
1728,204Tl,4391.62,4.2e-07
1729,204Tl,6239.4,9.000000000000001e-08
1730,204Pb,1274.13,2.65e-07
1731,204Pb,2185.88,4015.8
1732,204Pb,2264.42,4.5e-07
1733,204Bi,805.5,0.013000000000000001
1734,204Bi,2833.4,0.00107
1735,204Po,1639.03,1.55e-07
1736,204Po,2227.33,1.56e-08
1737,204Po,3564.1,1.15e-08
1738,204At,587.3,0.108
1739,204Rn,2461.9,3.34e-08
1740,204Rn,3035.3,1.4000000000000001e-08
1741,204Fr,41.0,2.3
1742,204Fr,316.0,0.00165
1743,205Au,907.0,6.0
1744,205Au,2849.7,1.6300000000000002e-07
1745,205Hg,1556.4,0.00109
1746,205Hg,3315.8,5.8899999999999995e-06
1747,205Tl,3290.6,2.6e-06
1748,205Tl,4835.6,2.3500000000000003e-07
1749,205Pb,2.329,2.42e-05
1750,205Pb,1013.85,0.00555
1751,205Pb,3195.7,2.1700000000000002e-07
1752,205Pb,5161.7,6.300000000000001e-08
1753,205Bi,1497.17,7.9e-06
1754,205Bi,2064.7,1.0000000000000001e-07
1755,205Bi,2139.0,2.2e-07
1756,205Po,143.166,3.1e-07
1757,205Po,880.31,0.0006450000000000001
1758,205Po,1461.21,0.0574
1759,205Po,3087.2,1.1500000000000001e-07
1760,205At,2062.62,6.66e-08
1761,205At,2339.65,7.76e-06
1762,205Rn,657.1,10.0
1763,205Fr,544.0,8e-08
1764,205Fr,609.0,0.00115
1765,206Hg,2102.4,2.09e-06
1766,206Hg,3723.4,1.07e-07
1767,206Tl,1405.47,7.800000000000001e-08
1768,206Tl,1621.7,1.01e-08
1769,206Tl,2643.1,224.4
1770,206Pb,2200.16,0.000125
1771,206Pb,4027.3,2.02e-07
1772,206Bi,59.897,7.699999999999999e-06
1773,206Bi,1044.8,0.0008900000000000001
1774,206Bi,3147.1,1.56e-08
1775,206Bi,9233.3,1.55e-07
1776,206Bi,10170.5,2e-06
1777,206Po,1585.9,2.32e-07
1778,206Po,2262.09,1.05e-06
1779,206Rn,1924.7,1.9e-08
1780,206Rn,2475.55,6.5e-08
1781,206Rn,4129.8,1.1000000000000001e-08
1782,206Fr,730.0,0.7
1783,206Ac,240.0,0.033
1784,207Tl,1348.18,1.33
1785,207Pb,1633.356,0.806
1786,207Bi,2101.61,0.00018199999999999998
1787,207Bi,3887.4,1.27e-08
1788,207Po,68.557,2.0500000000000002e-07
1789,207Po,1115.076,4.9e-05
1790,207Po,1383.16,2.79
1791,207Po,2379.7,4.3e-08
1792,207At,2117.3,1.08e-07
1793,207Rn,899.1,0.00018449999999999999
1794,207Ra,554.0,0.059000000000000004
1795,208Pb,4895.23,5e-07
1796,208Bi,1571.1,0.0025800000000000003
1797,208Po,1528.22,3.5000000000000004e-07
1798,208At,1090.5,4.78e-08
1799,208At,2276.4,1.5e-06
1800,208Rn,1828.3,4.870000000000001e-07
1801,208Rn,2618.1,1.1800000000000001e-08
1802,208Rn,4066.4,1.8300000000000002e-08
1803,208Fr,826.3,4.32e-07
1804,208Fr,1209.0,3.3000000000000004e-08
1805,208Ra,2147.4,2.7e-07
1806,208Ac,506.0,0.025
1807,209Bi,2442.86,1e-08
1808,209Bi,2986.79,1.8000000000000002e-08
1809,209Po,1417.59,2.47e-08
1810,209Po,1472.5,9.300000000000001e-08
1811,209Po,4265.6,1.1900000000000001e-07
1812,209At,1427.66,2.55e-08
1813,209At,2429.25,8.9e-07
1814,209Rn,1173.98,1.34e-05
1815,209Rn,3157.48,1.3900000000000002e-08
1816,209Rn,3636.78,3e-06
1817,209Rn,4833.7,1e-08
1818,209Fr,826.1,4.4600000000000005e-07
1819,209Fr,2130.5,3.33e-08
1820,209Fr,3415.9,6.2e-08
1821,209Fr,4659.8,4.2e-07
1822,209Ra,882.4,0.000117
1823,210Hg,663.0,2.1e-06
1824,210Pb,1195.0,4.9e-08
1825,210Pb,1278.0,2.01e-07
1826,210Bi,271.31,95869440000000.0
1827,210Bi,433.48,5.7500000000000005e-08
1828,210Bi,439.24,3.8e-08
1829,210Bi,3469.2,1.11e-08
1830,210Po,1473.357,4.2600000000000004e-08
1831,210Po,1556.97,9.89e-08
1832,210Po,2849.17,1.9600000000000003e-08
1833,210Po,4371.96,5.4400000000000004e-08
1834,210Po,5057.65,2.63e-07
1835,210At,1363.2,2.4800000000000004e-08
1836,210At,1688.7,1.55e-08
1837,210At,2549.6,4.82e-07
1838,210At,4027.7,5.66e-06
1839,210At,6959.3,9.8e-08
1840,210At,7847.3,3.6000000000000005e-08
1841,210Fr,729.1,4.1e-08
1842,210Ra,2050.9,2.1e-06
1843,211Pb,1193.1,4.2000000000000006e-08
1844,211Bi,1227.2,7e-08
1845,211Bi,1257.0,1.4e-06
1846,211Po,1064.8,1.4000000000000001e-08
1847,211Po,1462.0,25.2
1848,211Po,2135.0,2.43e-07
1849,211Po,4872.0,2.8e-06
1850,211At,1270.09,1.21e-08
1851,211At,1416.27,3.51e-08
1852,211At,2640.7,5.08e-08
1853,211At,4814.5,4.23e-06
1854,211At,6567.2,5.06e-08
1855,211At,7517.4,2.4300000000000003e-08
1856,211Fr,2423.16,1.46e-07
1857,211Fr,4657.3,1.23e-07
1858,211Ra,1198.1,9.4e-06
1859,212Pb,1335.0,6e-06
1860,212Bi,239.0,1500.0
1861,212Bi,1478.0,420.0
1862,212Po,1476.43,1.4700000000000001e-08
1863,212Po,2922.0,45.1
1864,212At,223.0,0.119
1865,212At,275.5,3.2e-08
1866,212At,885.4,1.8700000000000002e-08
1867,212At,1604.5,3.54e-08
1868,212At,2250.0,4.2000000000000006e-08
1869,212At,4771.6,0.00015199999999999998
1870,212Rn,1639.8,1.1800000000000001e-07
1871,212Rn,1694.0,9.1e-07
1872,212Rn,4066.8,2.89e-08
1873,212Rn,6174.0,1.04e-07
1874,212Rn,7141.8,1.8000000000000002e-08
1875,212Rn,7878.1,1.4000000000000001e-08
1876,212Rn,8579.0,1.54e-07
1877,212Rn,10619.3,2e-08
1878,212Rn,12211.1,1.7300000000000003e-08
1879,212Fr,1551.4,3.1899999999999996e-05
1880,212Fr,2492.2,6.040000000000001e-07
1881,212Fr,5854.7,3.1200000000000004e-07
1882,212Fr,8533.4,2.36e-05
1883,212Ra,1958.4,7.099999999999999e-06
1884,212Ra,2613.4,4.8e-07
1885,213Rn,896.1,2.6e-08
1886,213Rn,1664.0,2.9e-08
1887,213Fr,1411.01,1.8000000000000002e-08
1888,213Fr,1590.41,5.05e-07
1889,213Fr,2537.62,2.3800000000000001e-07
1890,213Fr,4992.7,1.3e-08
1891,213Fr,8094.8,3.1e-06
1892,213Ra,1770.0,0.0022
1893,213Th,1180.0,1.4e-06
1894,214Pb,1420.0,6.2e-06
1895,214At,59.0,2.65e-07
1896,214At,232.0,7.6e-07
1897,214Rn,3490.1,4.4000000000000004e-08
1898,214Rn,4595.4,2.4500000000000004e-07
1899,214Fr,122.0,0.00335
1900,214Fr,638.0,1.0300000000000001e-07
1901,214Fr,1661.0,1.1000000000000001e-08
1902,214Fr,1732.0,1e-08
1903,214Ra,1639.3,3.51e-08
1904,214Ra,1819.7,1.1800000000000001e-07
1905,214Ra,1865.2,6.73e-05
1906,214Ra,2683.2,2.9500000000000003e-07
1907,214Ra,3478.4,2.79e-07
1908,214Ra,4146.8,2.2500000000000002e-07
1909,214Ra,6577.0,1.28e-07
1910,214Th,2181.0,1.24e-06
1911,215Fr,3068.9,1.46e-08
1912,215Fr,3462.3,2.29e-08
1913,215Ra,773.0,6.72e-08
1914,215Ra,1821.2,2.5000000000000002e-08
1915,215Ra,1877.8,7.29e-06
1916,215Ra,2246.9,1.3899999999999998e-06
1917,215Ac,1621.0,3.0000000000000004e-08
1918,215Ac,1796.0,1.85e-07
1919,216Pb,1514.0,4e-07
1920,216Bi,24.0,396.0
1921,216Fr,133.3,7.1e-08
1922,216Fr,219.0,8.5e-07
1923,216Ac,48.0,0.000441
1924,216Th,2040.0,0.000134
1925,216Th,2646.8,5.8e-07
1926,216Th,3681.4,7.4e-07
1927,216U,2240.0,0.00074
1928,217Ac,2013.0,7.4e-07
1929,217Th,673.8,1.41e-07
1930,218Fr,86.0,0.022
1931,218U,2105.0,0.0005600000000000001
1932,219Rn,4.47,1.5400000000000002e-08
1933,227Ac,27.37,3.83e-08
1934,229Ra,142.67,1.7230000000000003e-08
1935,229Pa,11.6,4.2e-07
1936,231Ra,66.21,5.3e-05
1937,231Ac,116.0,1.4300000000000002e-08
1938,231Pa,84.2148,4.510000000000001e-08
1939,233Th,1850.0,5.0000000000000004e-08
1940,233Pa,86.468,3.57e-08
1941,234U,1421.257,3.35e-05
1942,235U,0.0765,1560.0
1943,235U,2500.0,0.0036000000000000003
1944,235Pu,3000.0,2.5000000000000002e-08
1945,236U,1052.5,1.0000000000000001e-07
1946,236U,2750.0,1.2000000000000002e-07
1947,236Pu,1185.45,1.2e-06
1948,236Pu,4000.0,3.4e-08
1949,237U,274.0,1.55e-07
1950,237Np,59.54092,6.72e-08
1951,237Np,945.2,7.1e-07
1952,237Np,2800.0,4.5000000000000006e-08
1953,237Pu,145.543,0.18
1954,237Pu,2600.0,9.700000000000001e-08
1955,237Pu,2900.0,1.1e-06
1956,238U,2557.9,2.8e-07
1957,238Np,2300.0,1.1200000000000001e-07
1958,239U,133.7991,7.799999999999999e-07
1959,239Pu,391.584,1.9300000000000002e-07
1960,239Pu,3100.0,7.499999999999999e-06
1961,239Am,2500.0,1.6300000000000002e-07
1962,240Pu,1308.74,1.65e-07
1963,240Am,3000.0,0.00094
1964,241Pu,161.6852,8.799999999999999e-07
1965,242Am,48.6,4446576000.0
1966,242Am,2200.0,0.014
1967,243Pu,383.64,3.3e-07
1968,243Pu,1700.0,4.6e-08
1969,243Am,2300.0,5.5e-06
1970,243Cm,87.4,1.08e-06
1971,243Cm,1900.0,4.2000000000000006e-08
1972,244Am,88.6,1560.0
1973,244Cm,1040.188,0.034
1974,245Pu,264.5,3.3e-07
1975,245Pu,2000.0,9.000000000000001e-08
1976,245Am,2400.0,6.4e-07
1977,245Cm,355.92,2.9e-07
1978,245Cm,2100.0,1.32e-08
1979,247Cm,227.38,2.63e-05
1980,247Cm,404.9,1.006e-07
1981,247Fm,45.0,5.1
1982,249Cm,48.76,2.3e-05
1983,249Cm,375.23,1.9e-08
1984,249Bk,8.777,0.0003
1985,249Cf,144.98,4.4999999999999996e-05
1986,250Bk,35.59,2.9e-05
1987,250Bk,83.88,0.000213
1988,250Bk,97.48,3.8e-08
1989,250Bk,175.13,4.2000000000000006e-08
1990,250Fm,1199.2,1.92
1991,251Bk,35.5,5.8e-05
1992,251Cf,106.309,3.8e-08
1993,251Cf,370.47,1.3e-06
1994,251Fm,200.0,2.11e-05
1995,251Fm,391.8,2.2000000000000002e-08
1996,251No,106.0,1.02
1997,252No,1253.1,0.109
1998,253No,167.5,3.11e-05
1999,254Es,84.2,141480.0
2000,254No,1297.1,0.263
2001,254No,2930.2,0.000184
2002,255Lr,38.0,2.54
2003,256Fm,1425.5,0.07
2004,257Rf,73.0,4.4
2005,257Rf,1083.2,0.000106
2006,261Rf,227.0,2.6
