,Isotope,Decay Energy (keV),Half-life (seconds)
1478,183Re,1907.21,0.0010400000000000001
1479,183Os,170.73,35640.0
1480,183Os,5067.68,2.7e-08
1481,183Os,5167.61,2.4000000000000003e-08
1482,183Pt,34.5,43.0
1483,183Pt,195.68,1.5000000000000002e-07
1484,183Au,73.1,1e-06
1485,183Hg,204.0,0.00029
1486,183Tl,628.7,5.33e-08
1487,183Tl,976.8,1.48e-06
1488,183Pb,97.0,0.41500000000000004
1489,184Hf,1272.2,48.0
1490,184Hf,2477.0,720.0
1491,184W,1284.997,8.33e-06
1492,184Re,188.0463,15314400.0
1493,184Os,2366.81,2.3600000000000003e-08
1494,184Os,4756.71,4.8000000000000006e-08
1495,184Ir,225.65,0.00047
1496,184Ir,328.4,3.5000000000000004e-07
1497,184Ir,432.49,1e-08
1498,184Pt,1842.6,0.00098
1499,184Au,68.46,46.8
1500,184Au,228.4,6.900000000000001e-08
1501,185Ta,175.5,1.1800000000000001e-08
1502,185Ta,406.0,9e-07
1503,185Ta,1273.4,0.011800000000000001
1504,185W,197.383,100.19999999999999
1505,185W,243.62,1.93e-08
1506,185Re,368.3,3.3000000000000004e-08
1507,185Re,2123.8,1.21e-07
1508,185Os,102.37,3e-06
1509,185Os,275.53,7.799999999999999e-07
1510,185Os,5007.1,1.8000000000000002e-08
1511,185Ir,646.6,2.15e-08
1512,185Pt,103.41,1980.0
1513,185Pt,200.89,7.280000000000001e-07
1514,185Au,220.1,2.6e-08
1515,185Hg,103.7,21.6
1516,185Tl,454.8,1.93
1517,186Hf,2968.0,20.0
1518,186Ta,336.0,92.4
1519,186Ta,347.9,17.0
1520,186W,1517.2,1.8e-05
1521,186W*,3542.8,7.5
1522,186Re,99.361,2.55e-08
1523,186Re,148.2,6307200000000.0
1524,186Re,314.009,2.4100000000000004e-08
1525,186Re,324.4,1.7300000000000003e-08
1526,186Au,227.77,1.1e-07
1527,186Hg,2217.3,8.2e-05
1528,187Ta,1778.1,7.3
1529,187Ta,1793.0,22.0
1530,187Ta,2933.0,300.0
1531,187W,410.06,1.38e-06
1532,187Re,206.2473,5.553e-07
1533,187Re,1681.8,3.54e-07
1534,187Os,100.45,1.1200000000000001e-07
1535,187Os,257.1,0.00023099999999999998
1536,187Ir,106.478,1.15e-08
1537,187Ir,186.16,0.0303
1538,187Ir,433.75,1.52e-07
1539,187Ir,2487.7,1.8e-06
1540,187Pt,57.11,1.8000000000000002e-08
1541,187Pt,174.38,0.00031099999999999997
1542,187Au,120.33,2.3
1543,187Au,223.9,4.8000000000000006e-08
1544,187Au,2431.3,2.4000000000000003e-08
1545,187Au,2669.4,1.0000000000000001e-07
1546,187Hg,54.0,144.0
1547,187Hg,161.57,3.3000000000000004e-08
1548,187Tl,334.0,15.6
1549,187Tl,2582.5,6.9e-07
1550,187Pb,33.0,18.0
1551,187Pb,307.9,5.15e-06
1552,187Bi,112.0,0.00037
1553,187Bi,252.0,3.2e-06
1554,188W,1929.3,1.0950000000000001e-07
1555,188Re,172.0848,1115.4
1556,188Re,182.7594,2.0300000000000003e-08
1557,188Re,230.9213,2.12e-08
1558,188Os,1771.0,1.4000000000000001e-08
1559,188Os,2144.2,1.2300000000000001e-08
1560,188Hg,2724.3,1.34e-07
1561,188Pb,2577.2,8.200000000000001e-07
1562,188Pb,2701.6,2.7e-08
1563,188Pb,2709.8,9.9e-08
1564,188Pb,4783.4,4.3999999999999997e-07
1565,188Bi,65.0,4.9999999999999996e-06
1566,189Re,1692.9,5.1e-08
1567,189Re,1770.9,0.000223
1568,189Os,30.812,20916.0
1569,189Ir,94.34,1.1400000000000001e-08
1570,189Ir,372.17,0.013300000000000001
1571,189Ir,2333.8,0.0037
1572,189Pt,172.8,4.64e-07
1573,189Pt,191.5,0.000143
1574,189Au,9.94,3.0000000000000004e-08
1575,189Au,247.25,275.4
1576,189Au,325.12,1.9e-07
1577,189Au,2554.8,2.42e-07
1578,189Hg,80.0,516.0
1579,189Tl,281.0,84.0
1580,189Pb,40.0,50.0
1581,189Pb,2474.5,2.2199999999999998e-05
1582,189Bi,184.0,0.005
1583,189Bi,357.6,8.8e-07
1584,190W,1742.0,1.11e-07
1585,190W,1839.0,0.000166
1586,190W,2394.5,6e-05
1587,190Re,204.0,11520.0
1588,190Os,1705.4,591.5999999999999
1589,190Ir,26.1,4032.0000000000005
1590,190Ir,36.154,2e-06
1591,190Ir,376.4,11113.2
1592,190Pt,2297.45,4.8000000000000006e-08
1593,190Hg,2620.7,2.3e-08
1594,190Tl,83.0,216.0
1595,190Tl,151.3,3.4e-08
1596,190Pb,2614.8,1.5000000000000002e-07
1597,190Pb,2658.2,7.2e-06
1598,190Pb,4516.8,1.4000000000000001e-08
1599,190Bi,121.5,1.7500000000000002e-07
1600,190Bi,191.0,6.2
1601,190Bi,465.0,1e-06
1602,191Re,1507.6,7e-08
1603,191Re,1601.5,5.06e-05
1604,191Re,1678.6,3.33e-08
1605,191Os,74.382,47160.0
1606,191Os,2640.0,6.1e-08
1607,191Ir,171.29,4.899
1608,191Ir,2101.1,5.8
1609,191Pt,100.663,1e-06
1610,191Pt,149.035,9.499999999999999e-05
1611,191Au,11.1,1.55e-08
1612,191Au,266.2,0.92
1613,191Au,540.4,1e-08
1614,191Au,2489.6,4.02e-07
1615,191Hg,128.0,3048.0
1616,191Pb,55.0,130.8
1617,191Bi,240.0,0.125
1618,191Bi,429.7,5.620000000000001e-07
1619,191Po,40.0,0.093
1620,191At,55.0,0.0021000000000000003
1621,192Re,267.0,61.0
1622,192Os,2015.4,5.9
1623,192Os,4113.8,1.8999999999999998e-07
1624,192Os,4580.3,2.0500000000000002e-07
1625,192Ir,56.72,87.0
1626,192Ir,66.83,1.5000000000000002e-08
1627,192Ir,104.776,1.74e-08
1628,192Ir,118.7824,1.5000000000000002e-08
1629,192Ir,168.14,7600176000.0
1630,192Pt,2172.37,2.72e-07
1631,192Au,135.41,0.029
1632,192Au,431.6,0.16
1633,192Hg,2535.5,1.11e-08
1634,192Tl,138.0,648.0
1635,192Tl,388.0,2.96e-07
1636,192Pb,2581.1,1.66e-07
1637,192Pb,2624.0,1.09e-06
1638,192Pb,2743.5,7.559999999999999e-07
1639,192Bi,147.0,39.6
1640,192Po,2294.6,5.8e-07
1641,193Os,315.6,1.21e-07
1642,193Ir,80.239,909792.0
1643,193Ir,2277.4,0.0001248
1644,193Pt,149.78,374112.0
1645,193Au,290.2,3.9
1646,193Au,1947.1,1.04e-08
1647,193Au,2486.7,1.5000000000000002e-07
1648,193Hg,140.76,42480.0
1649,193Tl,373.0,126.6
1650,193Pb,95.0,348.0
1651,193Bi,308.0,3.2
1652,193Bi,605.53,1.53e-07
1653,193Bi,2349.6,8.499999999999999e-05
1654,193Bi,2405.1,3.02e-06
1655,193Po,95.0,0.244
1656,193At,5.0,0.021
1657,193At,39.0,0.027
1658,194Re,285.0,25.0
1659,194Re,833.0,100.0
1660,194Ir,147.072,0.03185
1661,194Au,107.4,0.6
1662,194Au,475.8,0.42
1663,194Tl,260.0,1967.9999999999998
1664,194Pb,2407.46,1.7e-08
1665,194Pb,2437.53,1.7e-08
1666,194Pb,2581.18,1.7200000000000002e-08
1667,194Pb,2628.33,3.7e-07
1668,194Pb,2933.21,1.33e-07
1669,194Bi,145.0,125.0
1670,194Bi,161.0,115.0
1671,194Po,2313.6,1.29e-05
1672,195Os,454.0,540.0
1673,195Os,1464.7,2.6e-08
1674,195Ir,100.0,13212.0
1675,195Ir,2354.0,4.4e-06
1676,195Pt,259.077,346464.0
1677,195Au,318.58,30.5
1678,195Hg,176.07,149760.0
1679,195Tl,482.63,3.6
1680,195Pb,202.9,900.0
1681,195Pb,1759.0,9.999999999999999e-06
1682,195Pb,2901.7,9.5e-08
1683,195Bi,401.0,87.0
1684,195Bi,886.7,3.2e-08
1685,195Bi,2194.3,8e-08
1686,195Bi,2380.1,6.14e-07
1687,195Bi,2615.9,1.49e-06
1688,195Bi,3335.0,1.6e-06
1689,195Po,150.0,1.92
1690,195At,33.0,0.14300000000000002
1691,196Ir,410.0,5040.0
1692,196Au,84.656,8.1
1693,196Au,595.66,34578.0
1694,196Tl,394.2,5076.0
1695,196Tl,738.1,2.1300000000000002e-08
1696,196Pb,1797.51,1.4e-07
1697,196Pb,2307.84,5.2e-08
1698,196Pb,2621.9,5.0000000000000004e-08
1699,196Pb,2694.6,2.7e-07
1700,196Pb,3192.67,7.200000000000001e-08
1701,196Bi,169.0,0.6
1702,196Bi,271.0,240.0
1703,196Po,2493.9,8.56e-07
1704,196At,157.9,1.1e-05
1705,197Ir,115.0,534.0
1706,197Pt,53.088,1.658e-08
1707,197Pt,399.59,5724.599999999999
1708,197Au,409.15,7.73
1709,197Au,2532.5,1.5000000000000002e-07
1710,197Hg,298.93,85752.0
1711,197Tl,608.22,0.54
1712,197Tl,2529.7,1.8000000000000002e-08
1713,197Pb,319.31,2574.0
1714,197Pb,1914.1,1.1499999999999998e-06
1715,197Pb,3168.9,5.5e-08
1716,197Bi,1600.95,1.53e-08
1717,197Bi,2064.7,3.6700000000000004e-08
1718,197Bi,2088.6,1.93e-08
1719,197Bi,2357.4,5.3000000000000005e-08
1720,197Bi,2929.5,2.09e-07
1721,197Po,199.0,30.5
1722,197At,52.0,2.0
1723,197At,310.7,1.3e-06
1724,197Rn,194.0,0.025
1725,198Ir,116.4,7.500000000000001e-08
1726,198Pt,3017.0,3.6000000000000005e-08
1727,198Au,312.22,1.24e-07
1728,198Au,811.7,196300.8
1729,198Tl,543.6,6732.0
1730,198Tl,686.8,1.5000000000000002e-07
1731,198Tl,742.4,0.032100000000000004
1732,198Tl,934.5,1.2300000000000001e-08
1733,198Pb,1823.5,5.04e-08
1734,198Pb,2141.4,4.1900000000000005e-06
1735,198Pb,2231.4,1.37e-07
1736,198Pb,2821.7,2.1200000000000002e-07
1737,198Po,1853.63,2.9e-08
1738,198Po,2565.92,2.0000000000000002e-07
1739,198At,266.0,1.23
1740,199Pt,424.0,13.5
1741,199Au,548.9405,0.00044
1742,199Hg,532.48,2560.2000000000003
1743,199Tl,748.87,0.028399999999999998
1744,199Bi,667.0,1482.0
1745,199Bi,1647.5,3.41e-08
1746,199Po,310.0,250.2
1747,199At,244.0,0.273
1748,199At,572.9,7e-08
1749,199At,2293.4,8e-07
1750,199Rn,222.0,0.31
1751,200Au,962.0,67320.0
1752,200Tl,753.6,0.034
1753,200Tl,762.0,3.9e-07
1754,200Tl,6007.0,5.7e-08
1755,200Pb,2153.8,4.520000000000001e-08
1756,200Pb,3005.8,1.9900000000000002e-07
1757,200Pb,5075.9,7.200000000000001e-08
1758,200Pb,6948.3,5.8e-08
1759,200Bi,428.2,0.4
1760,200Po,1773.6,6.1e-08
1761,200Po,2596.1,1.0000000000000001e-07
1762,200At,112.0,47.0
1763,200At,344.0,7.3
1764,201Au,594.0,0.00034
1765,201Hg,1.5648,8.100000000000001e-08
1766,201Hg,766.22,9.4e-05
1767,201Tl,919.4,0.0021200000000000004
1768,201Tl,2747.0,9.499999999999999e-08
1769,201Pb,629.1,60.8
1770,201Pb,2719.6,6.300000000000001e-08
1771,201Bi,846.35,3450.0
1772,201Po,423.4,537.6
1773,201At,459.2,0.045
1774,201At,749.0,1.59e-08
1775,201At,2319.0,3.39e-06
1776,201Rn,248.0,3.8
1777,201Fr,130.0,0.037
1778,201Fr,289.5,7.200000000000001e-07
1779,201Ra,260.0,0.0016
1780,202Pt,1788.5,0.00014099999999999998
1781,202Hg,2059.0,1.04e-08
1782,202Tl,950.19,0.0005909999999999999
1783,202Tl,4148.0,0.000215
1784,202Pb,2169.85,12744.0
1785,202Pb,2208.44,6.54e-08
1786,202Pb,3237.7,2.4100000000000004e-08
1787,202Fr,258.0,0.29
1788,203Au,641.0,0.00014
1789,203Hg,932.1,2.1899999999999997e-05
1790,203Hg,8281.0,1.46e-07
1791,203Tl,3265.6,6.9e-06
1792,203Pb,126.5,7.500000000000001e-08
1793,203Pb,825.11,6.21
1794,203Pb,1921.99,4.2000000000000006e-08
1795,203Pb,2949.12,0.48
1796,203Bi,1098.21,0.305
1797,203Bi,1990.6,9.000000000000001e-08
1798,203Bi,2041.5,1.9400000000000002e-07
1799,203Bi,3032.2,2.24e-08
1800,203Po,641.64,45.0
1801,203Po,2158.3,2.0000000000000002e-07
1802,203Po,2789.1,1.2000000000000002e-08
1803,203At,683.4,0.0035
1804,203At,2044.2,1.3900000000000002e-08
1805,203At,2330.0,9.77e-06
1806,203Rn,362.0,26.9
1807,203Fr,356.9,0.043000000000000003
1808,203Fr,426.0,3.7e-07
1809,203Ra,246.0,0.0242
1810,204Pt,1995.0,5.5e-06
1811,204Hg,4388.71,2.14e-08
1812,204Tl,145.89,1.8700000000000002e-08
1813,204Tl,1103.9,6.17e-05
1814,204Tl,2319.07,2.6e-06
1815,204Tl,4391.62,4.2e-07
1816,204Tl,6239.4,9.000000000000001e-08
1817,204Pb,1274.13,2.65e-07
1818,204Pb,2185.88,4015.8
1819,204Pb,2264.42,4.5e-07
1820,204Pb,8349.0,0.00022
1821,204Bi,805.5,0.013000000000000001
1822,204Bi,2833.4,0.00107
1823,204Po,1639.03,1.5700000000000002e-07
1824,204Po,2227.33,1.56e-08
1825,204Po,3564.1,1.15e-08
1826,204At,587.3,0.108
1827,204At,4016.8,3.6000000000000005e-08
1828,204Rn,2461.9,3.34e-08
1829,204Rn,3035.3,1.4000000000000001e-08
1830,204Fr,41.0,2.3
1831,204Fr,316.0,0.00165
1832,205Au,907.0,6.0
1833,205Au,2849.7,1.6300000000000002e-07
1834,205Hg,1556.4,0.00109
1835,205Hg,3315.8,5.8899999999999995e-06
1836,205Tl,3290.6,2.6e-06
1837,205Tl,4835.6,2.3500000000000003e-07
1838,205Pb,2.329,2.42e-05
1839,205Pb,1013.85,0.00555
1840,205Pb,3195.8,2.1700000000000002e-07
1841,205Pb,5161.9,6.300000000000001e-08
1842,205Bi,1497.17,7.9e-06
1843,205Bi,2064.7,1.0000000000000001e-07
1844,205Bi,2139.0,2.2e-07
1845,205Po,143.166,3.1e-07
1846,205Po,880.31,0.0006450000000000001
1847,205Po,1461.21,0.0574
1848,205Po,3087.2,1.1500000000000001e-07
1849,205At,2062.61,6.66e-08
1850,205At,2339.64,7.76e-06
1851,205Rn,657.1,10.0
1852,205Fr,544.0,8e-08
1853,205Fr,609.0,0.00115
1854,205Ra,278.0,0.17
1855,206Hg,2102.4,2.09e-06
1856,206Hg,3723.4,1.07e-07
1857,206Tl,1405.47,7.800000000000001e-08
1858,206Tl,1621.7,1.01e-08
1859,206Tl,2643.1,224.4
1860,206Pb,2200.16,0.000125
1861,206Pb,4027.3,2.02e-07
1862,206Bi,59.897,7.699999999999999e-06
1863,206Bi,1044.8,0.0008900000000000001
1864,206Bi,3147.1,1.56e-08
1865,206Bi,9233.3,1.55e-07
1866,206Bi,10170.5,2.7e-05
1867,206Po,1585.9,2.32e-07
1868,206Po,2262.09,1.05e-06
1869,206Rn,1924.7,1.9e-08
1870,206Rn,2475.55,6.5e-08
1871,206Rn,4129.8,1.1000000000000001e-08
1872,206Ac,226.0,0.033
1873,207Tl,1348.18,1.33
1874,207Pb,1633.356,0.805
1875,207Bi,2101.61,0.00018199999999999998
1876,207Bi,3887.4,1.27e-08
1877,207Po,68.557,2.0500000000000002e-07
1878,207Po,1115.076,4.9e-05
1879,207Po,1383.16,2.79
1880,207Po,2379.7,4.3e-08
1881,207At,2117.3,1.08e-07
1882,207Rn,899.1,0.00018449999999999999
1883,207Ra,554.0,0.059000000000000004
1884,208Tl,1806.7,1.3e-06
1885,208Pb,4895.23,5.350000000000001e-07
1886,208Pb,10341.87,2.2000000000000002e-08
1887,208Pb,11360.87,1.27e-08
1888,208Pb,13674.7,6.000000000000001e-08
1889,208Bi,1571.1,0.0026000000000000003
1890,208Po,1528.22,3.73e-07
1891,208At,1090.5,4.78e-08
1892,208At,2276.4,1.5e-06
1893,208Rn,1828.3,4.870000000000001e-07
1894,208Rn,2618.1,1.1800000000000001e-08
1895,208Rn,4066.4,1.8300000000000002e-08
1896,208Fr,1209.0,3.3000000000000004e-08
1897,208Ra,2147.4,2.7e-07
1898,208Ac,506.0,0.025
1899,209Tl,1180.7,1.4000000000000001e-08
1900,209Tl,1228.1,1.46e-07
1901,209Bi,2442.92,1.02e-08
1902,209Bi,2986.8,1.7899999999999998e-08
1903,209Po,1417.66,2.42e-08
1904,209Po,1472.56,8.93e-08
1905,209Po,4265.4,1.1900000000000001e-07
1906,209At,1427.67,2.5000000000000002e-08
1907,209At,2429.32,8.93e-07
1908,209Rn,1174.01,1.34e-05
1909,209Rn,3157.51,1.3900000000000002e-08
1910,209Rn,3636.81,3e-06
1911,209Rn,4833.7,1e-08
1912,209Fr,826.1,4.4600000000000005e-07
1913,209Fr,2130.5,3.33e-08
1914,209Fr,3415.9,6.2e-08
1915,209Fr,4659.8,4.2e-07
1916,209Ra,882.4,0.000117
1917,210Hg,663.0,2.1e-06
1918,210Pb,1194.6,9.2e-08
1919,210Pb,1278.0,1.66e-07
1920,210Bi,271.31,95869440000000.0
1921,210Bi,433.48,5.7500000000000005e-08
1922,210Bi,439.24,3.8e-08
1923,210Bi,3469.2,1.11e-08
1924,210Po,1473.357,4.2600000000000004e-08
1925,210Po,1556.97,9.89e-08
1926,210Po,2849.17,1.9600000000000003e-08
1927,210Po,4371.96,5.4400000000000004e-08
1928,210Po,5057.65,2.63e-07
1929,210At,1363.2,2.3600000000000003e-08
1930,210At,1688.7,1.55e-08
1931,210At,2549.6,4.78e-07
1932,210At,4027.7,5.66e-06
1933,210At,6959.3,9.8e-08
1934,210At,7847.3,3.6000000000000005e-08
1935,210Fr,729.1,4.1e-08
1936,210Fr,1112.6,2.07e-08
1937,210Fr,4417.3,4.75e-07
1938,210Ra,2050.9,2.1e-06
1939,211Pb,1193.1,4.2000000000000006e-08
1940,211Bi,1227.2,7e-08
1941,211Bi,1257.0,1.4e-06
1942,211Po,1064.8,1.4000000000000001e-08
1943,211Po,1462.0,25.2
1944,211Po,2135.0,2.43e-07
1945,211Po,4872.0,2.8e-06
1946,211At,1270.09,1.21e-08
1947,211At,1416.27,3.51e-08
1948,211At,2640.7,5.08e-08
1949,211At,4814.5,4.23e-06
1950,211At,6567.2,5.06e-08
1951,211At,7517.4,2.4300000000000003e-08
1952,211Fr,2423.16,1.46e-07
1953,211Fr,4657.3,1.245e-07
1954,211Ra,1198.1,9.4e-06
1955,211Th,778.0,8.3e-05
1956,212Pb,1335.0,6e-06
1957,212Bi,239.0,1500.0
1958,212Po,1476.39,1.46e-08
1959,212Po,2930.0,45.1
1960,212At,222.9,0.121
1961,212At,275.2,3.2e-08
1962,212At,885.4,1.8700000000000002e-08
1963,212At,1604.3,3.54e-08
1964,212At,2250.0,4.2000000000000006e-08
1965,212At,4771.4,0.00015199999999999998
1966,212Rn,1639.68,1.1800000000000001e-07
1967,212Rn,1694.1,9.1e-07
1968,212Rn,4066.6,2.89e-08
1969,212Rn,6174.2,1.018e-07
1970,212Rn,7142.0,1.8000000000000002e-08
1971,212Rn,7878.1,1.4000000000000001e-08
1972,212Rn,8579.2,1.54e-07
1973,212Rn,10619.5,2e-08
1974,212Rn,12211.3,1.7300000000000003e-08
1975,212Fr,1551.4,3.1899999999999996e-05
1976,212Fr,2492.2,6.040000000000001e-07
1977,212Fr,5854.7,3.1200000000000004e-07
1978,212Fr,8533.4,2.36e-05
1979,212Ra,1958.4,9.3e-06
1980,212Ra,2613.3,8.499999999999999e-07
1981,212Ra,5043.5,2.15e-08
1982,213Pb,1331.0,2.6e-07
1983,213Rn,896.1,2.6e-08
1984,213Rn,1664.0,2.9e-08
1985,213Fr,1411.01,1.8000000000000002e-08
1986,213Fr,1590.41,5.05e-07
1987,213Fr,2537.62,2.3800000000000001e-07
1988,213Fr,4992.7,1.3e-08
1989,213Fr,8094.8,3.1e-06
1990,213Ra,1770.0,0.0022
1991,213Th,1180.0,8.3e-06
1992,214At,59.0,2.65e-07
1993,214At,232.0,7.6e-07
1994,214Rn,3490.0,4.4000000000000004e-08
1995,214Rn,4595.0,2.4500000000000004e-07
1996,214Fr,121.0,0.0033799999999999998
1997,214Fr,638.0,1.0300000000000001e-07
1998,214Fr,1661.0,1.1000000000000001e-08
1999,214Fr,1732.0,1e-08
2000,214Ra,1639.3,3.51e-08
2001,214Ra,1819.7,1.1800000000000001e-07
2002,214Ra,1865.2,6.78e-05
2003,214Ra,2683.2,2.9500000000000003e-07
2004,214Ra,3478.4,2.79e-07
2005,214Ra,4146.8,2.2500000000000002e-07
2006,214Ra,6577.0,1.28e-07
2007,214Th,2181.0,1.2099999999999998e-06
2008,215Fr,3068.9,1.3e-08
2009,215Fr,3462.3,2.29e-08
2010,215Ra,773.0,6.72e-08
2011,215Ra,1821.2,2.5000000000000002e-08
2012,215Ra,1877.8,7.29e-06
2013,215Ra,2246.9,1.3899999999999998e-06
2014,215Ac,1621.0,3.0000000000000004e-08
2015,215Ac,1796.0,1.85e-07
2016,216Fr,133.3,7.1e-08
2017,216Fr,219.0,8.5e-07
2018,216Ac,48.0,0.000441
2019,216Th,2040.0,0.000133
2020,216Th,2646.8,5.8e-07
2021,216Th,3681.4,7.4e-07
2022,216U,2240.0,0.0008900000000000001
2023,217Ac,2013.0,7.4e-07
2024,217Th,673.8,1.41e-07
2025,217Pa,1854.0,0.0012
2026,218Fr,86.0,0.022
2027,218U,2105.0,0.0004
2028,219Rn,4.413,1.5400000000000002e-08
2029,219Ra,16.6,0.01
2030,220Pa,34.0,3.1e-07
2031,220Pa,297.0,7e-08
2032,227Ac,27.369,3.83e-08
2033,229Ra,142.67,1.7230000000000003e-08
2034,229Th,0.008338,7e-06
2035,231Ra,66.21,5.3e-05
2036,231Ac,116.0,1.4300000000000002e-08
2037,231Pa,84.2148,4.510000000000001e-08
2038,233Th,1850.0,5.0000000000000004e-08
2039,233Pa,86.481,3.65e-08
2040,234U,1421.257,3.35e-05
2041,235U,2500.0,0.011
2042,235Pu,3000.0,2.5000000000000002e-08
2043,236U,1052.5,1.0000000000000001e-07
2044,236U,2750.0,1.21e-07
2045,236Pu,1185.45,1.2e-06
2046,236Pu,4000.0,3.4e-08
2047,237U,274.0,1.55e-07
2048,237Np,59.54092,6.75e-08
2049,237Np,945.2,7.1e-07
2050,237Np,2800.0,4.5000000000000006e-08
2051,237Pu,145.543,0.18
2052,237Pu,2600.0,1.0300000000000001e-07
2053,237Pu,2900.0,1.055e-06
2054,238Np,2300.0,1.1200000000000001e-07
2055,239U,133.7991,7.799999999999999e-07
2056,239Pu,391.584,1.902e-07
2057,239Pu,3100.0,7.499999999999999e-06
2058,239Am,2500.0,1.6300000000000002e-07
2059,240Pu,1308.74,1.65e-07
2060,240Am,3000.0,0.00094
2061,241Pu,161.6853,8.799999999999999e-07
2062,242Am,48.6,4446576000.0
2063,242Am,2200.0,0.014
2064,243Pu,383.64,3.3e-07
2065,243Pu,1700.0,4.6e-08
2066,243Am,2300.0,5.5e-06
2067,243Cm,87.4,1.08e-06
2068,243Cm,1900.0,4.2000000000000006e-08
2069,244Pu,1211.2,1.75
2070,244Am,89.5,1567.8
2071,244Cm,1040.188,0.034
2072,245Pu,2000.0,9.000000000000001e-08
2073,245Am,2400.0,6.4e-07
2074,245Cm,355.92,2.9e-07
2075,245Cm,2100.0,1.32e-08
2076,246Cm,1179.7,1.12
2077,247Cm,227.38,2.63e-05
2078,247Cm,404.9,1.006e-07
2079,247Fm,45.0,5.1
2080,247Md,153.0,0.23
2081,248Cm,1461.0,0.000146
2082,249Cm,48.76,2.3e-05
2083,249Cm,375.23,1.9e-08
2084,249Bk,8.777,0.0003
2085,249Cf,144.98,4.4999999999999996e-05
2086,250Bk,35.59,2.9e-05
2087,250Bk,83.88,0.000213
2088,250Bk,97.48,3.8e-08
2089,250Bk,175.13,4.2000000000000006e-08
2090,250Fm,1199.2,1.92
2091,250Md,123.0,42.4
2092,251Bk,35.5,5.8e-05
2093,251Cf,106.309,3.8e-08
2094,251Cf,370.47,1.3e-06
2095,251Fm,200.0,2.3e-05
2096,251Fm,391.8,2.2000000000000002e-08
2097,251No,106.0,1.02
2098,252No,1253.1,0.109
2099,253No,167.5,3.0299999999999998e-05
2100,254Es,84.2,141480.0
2101,254No,1297.1,0.263
2102,254No,2930.2,0.000184
2103,254Lr,108.0,20.3
2104,255Lr,38.0,2.54
2105,256Fm,1425.5,7e-08
2106,257Rf,73.0,4.37
2107,257Rf,1083.2,0.000106
2108,258Db,51.0,4.41
2109,64Co,107.0,0.28
2110,70Ga*,1086.31,2.4000000000000003e-08
2111,75Zn,126.94,5.0
2112,109Ru,68.75,5e-07
2113,129Pr,382.57,0.001
2114,129Pr,497.3,4.2000000000000006e-08
2115,130Pr,139.1,2.8e-07
2116,131Nd,210.8,5.0000000000000004e-08
2117,139Pr,3697.9,1.2000000000000002e-08
2118,146Cs,47.0,1.2499999999999999e-06
2119,148Cs,4.8,4.8e-06
2120,158Ho,74.897,6.000000000000001e-08
2121,158Ho,91.595,1.4e-07
2122,160Ho,67.11,2.8000000000000003e-08
2123,170Re,64.0,2e-08
2124,180W,3547.9,2.0300000000000003e-08
2125,182Ta,1950.0,2.4700000000000003e-07
2126,182Ta,2082.0,2.08e-07
2127,182Ta,3399.0,7.35e-08
2128,183Ta,2475.0,2.8000000000000003e-08
2129,183Ta,3870.0,4.9e-08
2130,188Ta,99.0,10.0
2131,213Bi,1319.0,168.0
2132,214Bi,539.0,93.0
2133,228Fr,1004.0,94.0
2134,228Ac,6.11,2.99e-07
2135,228Ac,20.6,1.1500000000000001e-07
2136,228Ac,356.0,119.0
2137,234Ac,140.0,93.0
2138,228Ac,620.0,149.0
2139,255Db,2.8,0.0028
