,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
1133,76,340,76Se,,75251.959   ,  0.016   ,           ,          , ,,,stbl    ,  ,       ,0+            ,95,1922,IS=9.23 7,unknown
1134,76,350,76Br,,70289       ,  9       ,           ,          , ,,, 16.2   , h,0.2    ,1-*           ,95,1952,B+=100,0.0018480492813141682
1135,76,351,76Br,,70186       ,  9       , 102.58    ,  0.03    , ,,,  1.31  , s,0.02   ,(4)+          ,95,1979,IT~100;B+<0.6,4.1511395036377925e-08
1136,76,360,76Kr,,69014       ,  4       ,           ,          , ,,, 14.8   , h,0.1    ,0+            ,95,1954,B+=100,0.0016883413187314626
1137,76,370,76Rb,,60479.1     ,  0.9     ,           ,          , ,,, 36.5   , s,0.6    ,1-*           ,95,1969,B+=100;B+A=3.8e-7 10,1.1566152052120567e-06
1138,76,371,76Rb,,60162.2     ,  0.9     , 316.93    ,  0.08    , ,,,  3.050 ,us,0.007  ,(4+)          ,95,1986,IT=100,9.66486678327883e-14
1139,76,380,76Sr,,54250       , 30       ,           ,          , ,,,  7.89  , s,0.07   ,0+            ,11,1990,B+=100;B+p=3.4e-3 8,2.500190128526884e-07
1140,76,390,76Y,,38250#      ,300#      ,           ,          , ,,, 28     ,ms,9      ,1-#           ,07,2001,B+ ?;p ?;B+p ?,8.872664587928106e-10
1141,77,270,77Co,,21910#      ,600#      ,           ,          , ,,, 15     ,ms,6      ,7/2-#         ,20,2014,B-=100;B-n ?;B-2n ?;B-3n ?,4.753213172104343e-10
1142,77,280,77Ni,,37350#      ,400#      ,           ,          , ,,,158.9   ,ms,4.2    ,9/2+#         ,20,1995,B-=100;B-n=26 13;B-2n ?,5.0352371536492e-09
1143,77,290,77Cu,,48862.8     ,  1.2     ,           ,          , ,,,470.3   ,ms,1.7    ,5/2-*         ,20,1987,B-=100;B-n=30.1 13,1.4902907698937814e-08
1144,77,300,77Zn,,58789.2     ,  2.0     ,           ,          , ,,,  2.08  , s,0.05   ,7/2+*         ,20,1977,B-=100,6.591122265318022e-08
1145,77,301,77Zn,,58016.8     ,  2.0     , 772.440   ,  0.015   , ,,,  1.05  , s,0.10   ,1/2-*         ,20,1986,B-=66 7;IT=34 7,3.32724922047304e-08
1146,77,310,77Ga,,65992.4     ,  2.4     ,           ,          , ,,, 13.2   , s,0.2    ,3/2-*         ,20,1968,"B-=100[gs=12,m=88]",4.182827591451821e-07
1147,77,320,77Ge,,71212.87    ,  0.05    ,           ,          , ,,, 11.211 , h,0.003  ,7/2+          ,20,1939,B-=100,0.0012789185489390828
1148,77,321,77Ge,,71053.16    ,  0.08    , 159.71    ,  0.06    , ,,, 53.7   , s,0.6    ,1/2-          ,20,1947,B-=81 2;IT=19 2,1.7016503156133546e-06
1149,77,330,77As,,73916.3     ,  1.7     ,           ,          , ,,, 38.79  , h,0.05   ,3/2-          ,20,1951,B-=100,0.004425051334702258
1150,77,331,77As,,73440.8     ,  1.7     , 475.48    ,  0.04    , ,,,114.0   ,us,2.5    ,9/2+          ,20,1957,IT=100,3.6124420107993004e-12
1151,77,340,77Se,,74599.50    ,  0.06    ,           ,          , ,,,stbl    ,  ,       ,1/2-*         ,20,1922,IS=7.60 7,unknown
1152,77,341,77Se,,74437.58    ,  0.06    , 161.9223  ,  0.0010  , ,,, 17.36  , s,0.05   ,7/2+          ,20,1947,IT=100,5.501052044515425e-07
1153,77,350,77Br,,73234.8     ,  2.8     ,           ,          , ,,, 57.04  , h,0.12   ,3/2-*         ,20,1948,B+=100,0.006506958704083961
1154,77,351,77Br,,73128.9     ,  2.8     , 105.86    ,  0.08    , ,,,  4.28  , m,0.10   ,9/2+*         ,20,1961,IT=100,8.137500950642635e-06
1155,77,360,77Kr,,70169.5     ,  2.0     ,           ,          , ,,, 72.6   , m,0.9    ,5/2+*         ,20,1948,B+=100,0.0001380333105179101
1156,77,361,77Kr,,70103.0     ,  2.0     ,  66.50    ,  0.05    , ,,,118     ,ns,12     ,3/2-          ,20,1975,IT=100,3.7391943620554165e-15
1157,77,370,77Rb,,64830.5     ,  1.3     ,           ,          , ,,,  3.78  , m,0.04   ,3/2-*         ,20,1972,B+=100,7.186858316221765e-06
1158,77,380,77Sr,,57803       ,  8       ,           ,          , ,,,  9.0   , s,0.2    ,5/2+*         ,20,1976,B+=100;B+p=0.08 3,2.851927903262605e-07
1159,77,390,77Y,,46440#      ,200#      ,           ,          , ,,, 63     ,ms,17     ,5/2+#         ,20,1999,B+~100;B+p ?;p ?,1.9963495322838236e-09
1160,77,400,77Zr,,31600#      ,400#      ,           ,          , ,,,100#    ,us,       ,3/2-#         ,20,2017,B+ ?;B+p ?;p ?,3.168808781402895e-12
1161,78,270,78Co,,15320#      ,700#      ,           ,          , ,,, 11#    ,ms,>410ns ,              ,  ,2017,B- ?,3.4856896595431844e-10
1162,78,280,78Ni,,34880#      ,400#      ,           ,          , ,,,122.2   ,ms,5.1    ,0+            ,09,1995,B-=100;B-n ?;B-2n ?,3.872284330874337e-09
1163,78,290,78Cu,,44789       , 13       ,           ,          , ,,,330.7   ,ms,2.0    ,(6-)*         ,09,1991,B-=100;B-n=50.6 45;B-2n ?,1.0479250640099373e-08
1164,78,300,78Zn,,57483.2     ,  1.9     ,           ,          , ,,,  1.47  , s,0.15   ,0+            ,09,1977,B-=100;B-n ?,4.658148908662255e-08
1165,78,301,78Zn,,54809.5     ,  2.0     ,2673.7     ,  0.6     , ,,,320     ,ns,6      ,(8+)          ,09,1998,IT=100,1.0140188100489263e-14
1166,78,310,78Ga,,63704.1     ,  1.1     ,           ,          , ,,,  5.09  , s,0.05   ,2-*           ,09,1972,B-=100,1.6129236697340734e-07
1167,78,311,78Ga,,63205.2     ,  1.2     , 498.9     ,  0.5     , ,,,110     ,ns,3      ,              ,09,2010,IT=100,3.4856896595431846e-15
1168,78,320,78Ge,,71862       ,  4       ,           ,          , ,,, 88.0   , m,1.0    ,0+            ,09,1953,B-=100,0.00016731310365807284
1169,78,330,78As,,72817       , 10       ,           ,          , ,,, 90.7   , m,0.2    ,2-            ,09,1937,B-=100,0.00017244657388394555
1170,78,340,78Se,,77025.95    ,  0.18    ,           ,          , ,,,stbl    ,  ,       ,0+            ,09,1922,IS=23.69 22,unknown
1171,78,350,78Br,,73452       ,  4       ,           ,          , ,,,  6.45  , m,0.04   ,1+*           ,09,1937,B+~100;B-<0.01,1.2263289984029203e-05
1172,78,351,78Br,,73271       ,  4       , 180.89    ,  0.13    , ,,,119.4   ,us,1.0    ,(4+)          ,09,1958,IT=100,3.783557684995057e-12
1173,78,360,78Kr,,74178.3     ,  0.3     ,           ,          , ,,,stbl    ,  ,>110Ey ,0+            ,09,1920,IS=0.355 3;2B+ ?,unknown
1174,78,370,78Rb,,66935       ,  3       ,           ,          , ,,, 17.66  , m,0.03   ,0+*           ,09,1968,B+=100,3.357669784774508e-05
1175,78,371,78Rb,,66888       ,  3       ,  46.84    ,  0.14    , ,,,910     ,ns,40     ,(1-)          ,09,1996,IT=100,2.883615991076634e-14
1176,78,372,78Rb,,66824       ,  3       , 111.19    ,  0.22    , ,,,  5.74  , m,0.03   ,4-*           ,09,1968,B+=91 2;IT=9 2,1.091337744315157e-05
1177,78,380,78Sr,,63174       ,  7       ,           ,          , ,,,156.1   , s,2.7    ,0+            ,09,1982,B+=100,4.946510507769918e-06
1178,78,390,78Y,,52170#      ,300#      ,           ,          , ,,, 54     ,ms,5      ,(0+)          ,09,1992,B+=100;B+p ?,1.7111567419575631e-09
1179,78,391,78Y,,52170#      ,580#      ,   0#      ,500#      , ,,,  5.8   , s,0.6    ,(5+)          ,09,1998,B+=100;B+p ?,1.837909093213679e-07
1180,78,400,78Zr,,40850#      ,400#      ,           ,          , ,,, 50#    ,ms,>200ns ,0+            ,09,2001,B+ ?;B+p ?,1.5844043907014474e-09
1181,79,280,79Ni,,28160#      ,500#      ,           ,          , ,,, 44     ,ms,8      ,5/2+#         ,16,2010,B-=100;B-n ?;B-2n ?,1.3942758638172737e-09
1182,79,290,79Cu,,42410       ,100       ,           ,          , ,,,241.3   ,ms,2.1    ,(5/2-)*       ,16,1991,B-=100;B-n=66 10;B-2n ?,7.646335589525186e-09
1183,79,300,79Zn,,53432.3     ,  2.2     ,           ,          , ,,,746     ,ms,42     ,9/2+*         ,16,1981,B-=100;B-n=1.7 5,2.3639313509265594e-08
1184,79,301,79Zn,,52330       ,150       ,1100       ,150       , ,,,200     ,ms,       ,1/2+*         ,16,2015,IT ?;B- ?,6.33761756280579e-09
1185,79,310,79Ga,,62548.4     ,  1.2     ,           ,          , ,,,  2.848 , s,0.003  ,3/2-*         ,16,1974,B-=100;B-n=0.089 19,9.024767409435444e-08
1186,79,320,79Ge,,69530       , 40       ,           ,          , ,,, 18.98  , s,0.03   ,(1/2)-        ,16,1970,B-=100,6.014399067102694e-07
1187,79,321,79Ge,,69340       , 40       , 185.95    ,  0.04    , ,,, 39.0   , s,1.0    ,7/2+#         ,16,1970,B-=96 1;IT=4 1,1.2358354247471289e-06
1188,79,330,79As,,73636       ,  5       ,           ,          , ,,,  9.01  , m,0.15   ,3/2-          ,16,1950,B-=100,1.713058027226405e-05
1189,79,331,79As,,72863       ,  5       , 772.81    ,  0.06    , ,,,  1.21  ,us,0.01   ,(9/2)+        ,16,1998,IT=100,3.834258625497503e-14
1190,79,340,79Se,,75917.47    ,  0.22    ,           ,          , ,,,327     ,ky,28     ,7/2+*         ,16,1950,B-=100,327000.0
1191,79,341,79Se,,75821.70    ,  0.22    ,  95.77    ,  0.03    , ,,,  3.900 , m,0.018  ,1/2-          ,16,1950,IT~100;B-=0.056 11,7.4150125484827736e-06
1192,79,350,79Br,,76068.1     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,16,1920,IS=50.65 9,unknown
1193,79,351,79Br,,75860.5     ,  1.0     , 207.61    ,  0.09    , ,,,  4.85  , s,0.04   ,9/2+          ,16,1954,IT=100,1.5368722589804039e-07
1194,79,360,79Kr,,74442       ,  3       ,           ,          , ,,, 35.04  , h,0.10   ,1/2-*         ,16,1948,B+=100,0.0039972621492128674
1195,79,361,79Kr,,74312       ,  3       , 129.77    ,  0.05    , ,,, 50     , s,3      ,7/2+*         ,16,1940,IT=100,1.5844043907014473e-06
1196,79,370,79Rb,,70802.8     ,  1.9     ,           ,          , ,,, 22.9   , m,0.5    ,5/2+*         ,16,1957,B+=100,4.3539432656475775e-05
1197,79,380,79Sr,,65480       ,  7       ,           ,          , ,,,  2.25  , m,0.10   ,3/2-*         ,16,1972,B+=100,4.277891854893908e-06
1198,79,390,79Y,,57800       , 80       ,           ,          , ,,, 14.8   , s,0.6    ,5/2+#         ,16,1992,B+=100,4.6898369964762845e-07
1199,79,400,79Zr,,46770#      ,300#      ,           ,          , ,,, 56     ,ms,30     ,5/2+#         ,16,1999,B+=100;B+p ?,1.7745329175856211e-09
1200,79,410,79Nb,,31650#      ,500#      ,           ,          , ,,,        ,  ,       ,9/2+#         ,  ,    ,p ?;B+ ?;B+p ?,unknown
1201,80,280,80Ni,,23240#      ,600#      ,           ,          , ,,, 30     ,ms,22     ,0+            ,14,2014,B-=100;B-n ?;B-2n ?,9.506426344208685e-10
1202,80,290,80Cu,,36680#      ,300#      ,           ,          , ,,,113.3   ,ms,6.4    ,              ,14,1995,B-=100;B-n=58 9;B-2n ?,3.5902603493294796e-09
1203,80,300,80Zn,,51648.6     ,  2.6     ,           ,          , ,,,562.2   ,ms,3.0    ,0+            ,14,1981,B-=100;B-n=1.36 12,1.7815042969047075e-08
1204,80,310,80Ga,,59223.7     ,  2.9     ,           ,          , ,,,  1.9   , s,0.1    ,6-*           ,14,1974,B-=100;B-n=0.86 7,6.0207366846655e-08
1205,80,311,80Ga,,59201.3     ,  2.9     ,  22.45    ,  0.10    , ,,,  1.3   , s,0.2    ,3-*           ,14,2011,B-~100;B-n ?;IT ?,4.1194514158237636e-08
1206,80,320,80Ge,,69535.3     ,  2.1     ,           ,          , ,,, 29.5   , s,0.4    ,0+            ,05,1972,B-=100,9.347985905138539e-07
1207,80,330,80As,,72215       ,  3       ,           ,          , ,,, 15.2   , s,0.2    ,1+            ,05,1954,B-=100,4.8165893477324e-07
1208,80,340,80Se,,77759.5     ,  0.9     ,           ,          , ,,,stbl    ,  ,       ,0+            ,05,1922,IS=49.80 36;2B- ?,unknown
1209,80,350,80Br,,75889.0     ,  1.0     ,           ,          , ,,, 17.68  , m,0.02   ,1+*           ,05,1937,B-=91.7 2;B+=8.3 2,3.361472355312191e-05
1210,80,351,80Br,,75803.2     ,  1.0     ,  85.843   ,  0.004   , ,,,  4.4205, h,0.0008 ,5-*           ,05,1937,IT=100,0.0005042778918548939
1211,80,360,80Kr,,77893.5     ,  0.7     ,           ,          , ,,,stbl    ,  ,       ,0+            ,05,1920,IS=2.286 10,unknown
1212,80,370,80Rb,,72175.5     ,  1.9     ,           ,          , ,,, 33.4   , s,0.7    ,1+*           ,05,1961,B+=100,1.0583821329885667e-06
1213,80,371,80Rb,,71681.6     ,  2.0     , 493.9     ,  0.5     , ,,,  1.63  ,us,0.04   ,(6+)          ,05,1980,IT=100,5.165158313686718e-14
1214,80,380,80Sr,,70311       ,  3       ,           ,          , ,,,106.3   , m,1.5    ,0+            ,05,1961,B+=100,0.00020210662407787664
1215,80,390,80Y,,61148       ,  6       ,           ,          , ,,, 30.1   , s,0.5    ,4-            ,05,1981,B+=100,9.538114432022715e-07
1216,80,391,80Y,,60920       ,  6       , 228.5     ,  0.1     , ,,,  4.8   , s,0.3    ,1-            ,05,1998,IT=81 2;B+=19 2,1.5210282150733894e-07
1217,80,392,80Y,,60835       ,  6       , 312.6     ,  0.9     , ,,,  4.7   ,us,0.3    ,(2+)          ,05,1997,IT=100,1.4893401272593607e-13
1218,80,400,80Zr,,54760#      ,300#      ,           ,          , ,,,  4.6   , s,0.6    ,0+            ,05,1987,B+=100,1.4576520394453314e-07
1219,80,410,80Nb,,38420#      ,400#      ,           ,          , ,,,        ,  ,       ,4-#           ,  ,    ,p ?;B+ ?;B+p ?,unknown
1220,81,280,81Ni,,16090#      ,700#      ,           ,          , ,,, 30#    ,ms,>410ns ,3/2+#         ,  ,2017,B- ?,9.506426344208685e-10
1221,81,290,81Cu,,31910#      ,300#      ,           ,          , ,,, 73.2   ,ms,6.8    ,5/2-#         ,10,2010,B-=100;B-n=81 20;B-2n ?,2.3195680279869193e-09
1222,81,300,81Zn,,46200       ,  5       ,           ,          , ,,,299.4   ,ms,2.1    ,"(1/2+,5/2+)   ",08,1991,B-=100;B-n=23 4;B-2n ?,9.487413491520266e-09
1223,81,310,81Ga,,57628       ,  3       ,           ,          , ,,,  1.217 , s,0.005  ,5/2-*         ,08,1976,B-=100;B-n=12.5 5,3.8564402869673234e-08
1224,81,320,81Ge,,66291.7     ,  2.1     ,           ,          , ,,,  9     , s,2      ,9/2+#         ,08,1972,B-=100,2.851927903262605e-07
1225,81,321,81Ge,,65612.6     ,  2.1     , 679.14    ,  0.04    , ,,,  6     , s,2      ,(1/2+)        ,08,1981,B-~100;IT<1,1.9012852688417367e-07
1226,81,330,81As,,72533.3     ,  2.6     ,           ,          , ,,, 33.3   , s,0.8    ,3/2-          ,08,1960,B-=100,1.0552133242071638e-06
1227,81,340,81Se,,76389.0     ,  1.0     ,           ,          , ,,, 18.45  , m,0.12   ,1/2-          ,08,1948,B-=100,3.5078713210130045e-05
1228,81,341,81Se,,76286.0     ,  1.0     , 103.00    ,  0.06    , ,,, 57.28  , m,0.02   ,7/2+          ,08,1971,IT~100;B-=0.051 14,0.00010890562019925469
1229,81,350,81Br,,77977.1     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,08,1920,IS=49.35 9,unknown
1230,81,351,81Br,,77440.9     ,  1.0     , 536.20    ,  0.09    , ,,, 34.6   ,us,2.8    ,9/2+          ,08,1967,IT=100,1.0964078383654017e-12
1231,81,360,81Kr,,77696.2     ,  1.1     ,           ,          , ,,,229     ,ky,11     ,7/2+*         ,08,1950,EC=100,229000.0
1232,81,361,81Kr,,77505.6     ,  1.1     , 190.64    ,  0.04    , ,,, 13.10  , s,0.03   ,1/2-*         ,08,1940,IT~100;EC=0.0025 4,4.151139503637792e-07
1233,81,370,81Rb,,75457       ,  5       ,           ,          , ,,,  4.572 , h,0.004  ,3/2-*         ,08,1949,B+=100,0.0005215605749486653
1234,81,371,81Rb,,75371       ,  5       ,  86.31    ,  0.07    , ,,, 30.5   , m,0.3    ,9/2+*         ,08,1956,IT=97.6 6;B+=2.4 6,5.7989200699672976e-05
1235,81,380,81Sr,,71528       ,  3       ,           ,          , ,,, 22.3   , m,0.4    ,1/2-*         ,08,1952,B+=100,4.2398661495170736e-05
1236,81,381,81Sr,,71449       ,  3       ,  79.23    ,  0.04    , ,,,390     ,ns,50     ,(5/2)-        ,08,1983,IT=100,1.235835424747129e-14
1237,81,382,81Sr,,71439       ,  3       ,  89.05    ,  0.07    , ,,,  6.4   ,us,0.5    ,(7/2+)        ,08,1989,IT ?,2.0280376200978528e-13
1238,81,390,81Y,,65713       ,  5       ,           ,          , ,,, 70.4   , s,1.0    ,(5/2+)        ,08,1981,B+=100,2.2308413821076383e-06
1239,81,400,81Zr,,57520       , 90       ,           ,          , ,,,  5.5   , s,0.4    ,(3/2-)        ,08,1997,B+=100;B+p=0.12 2,1.742844829771592e-07
1240,81,410,81Nb,,46360#      ,400#      ,           ,          , ,,,        ,  ,<44ns  ,9/2+#         ,08,    ,p ?;B+ ?;B+p ?,unknown
1241,81,420,81Mo,,31460#      ,500#      ,           ,          , ,,,  1#    ,ms,>400ns ,5/2+#         ,15,2013,B+ ?;B+p ?,3.168808781402895e-11
1242,82,280,82Ni,,10720#      ,800#      ,           ,          , ,,, 16#    ,ms,>410ns ,0+            ,19,2017,B- ?,5.070094050244632e-10
1243,82,290,82Cu,,25730#      ,400#      ,           ,          , ,,, 34     ,ms,7      ,              ,19,2010,B-=100;B-n ?;B-2n ?,1.0773949856769842e-09
1244,82,300,82Zn,,42314       ,  3       ,           ,          , ,,,177.9   ,ms,2.5    ,0+            ,19,1997,B-=100;B-n=69 7;B-2n ?,5.63731082211575e-09
1245,82,310,82Ga,,52930.7     ,  2.4     ,           ,          , ,,,600     ,ms,2      ,2-*           ,19,1976,B-=100;B-n=21.2 10;B-2n ?,1.9012852688417368e-08
1246,82,311,82Ga,,52790.0     ,  2.4     , 140.7     ,  0.3     , ,,, 93.5   ,ns,6.7    ,(4-)          ,19,2009,IT=100,2.962836210611707e-15
1247,82,320,82Ge,,65415.1     ,  2.2     ,           ,          , ,,,  4.31  , s,0.19   ,0+            ,19,1972,B-=100,1.3657565847846474e-07
1248,82,330,82As,,70105       ,  4       ,           ,          , ,,, 19.1   , s,0.5    ,(2-)          ,19,1968,B-=100,6.05242477247953e-07
1249,82,331,82As,,69973       ,  4       , 131.6     ,  0.5     , ,,, 13.6   , s,0.4    ,(5-)          ,19,1970,B-=100,4.3095799427079365e-07
1250,82,340,82Se,,77593.9     ,  0.5     ,           ,          , ,,, 87.6   ,Ey,1.5    ,0+            ,19,1922,IS=8.82 15;2B-=100,8.76e+19
1251,82,350,82Br,,77498.7     ,  1.0     ,           ,          , ,,, 35.282 , h,0.007  ,5-*           ,19,1937,B-=100,0.00402486881131645
1252,82,351,82Br,,77452.8     ,  1.0     ,  45.9492  ,  0.0010  , ,,,  6.13  , m,0.05   ,2-            ,19,1965,IT=97.6 3;B-=2.4 3,1.1654878697999847e-05
1253,82,360,82Kr,,80591.795   ,  0.006   ,           ,          , ,,,stbl    ,  ,       ,0+            ,19,1920,IS=11.593 31,unknown
1254,82,370,82Rb,,76188       ,  3       ,           ,          , ,,,  1.2575, m,0.0002 ,1+*           ,19,1949,B+=100,2.390866225568484e-06
1255,82,371,82Rb,,76118.8     ,  2.6     ,  69.0     ,  1.5     ,T,,,  6.472 , h,0.006  ,5-*           ,19,1957,B+~100;IT<0.33,0.0007383070955966234
1256,82,380,82Sr,,76010       ,  6       ,           ,          , ,,, 25.35  , d,0.03   ,0+            ,19,1952,EC=100,0.06940451745379878
1257,82,390,82Y,,68064       ,  5       ,           ,          , ,,,  8.30  , s,0.20   ,1+            ,19,1980,B+=100,2.630111288564403e-07
1258,82,391,82Y,,67661       ,  5       , 402.63    ,  0.14    , ,,,258     ,ns,22     ,4-            ,19,1994,IT=100,8.17552665601947e-15
1259,82,392,82Y,,67557       ,  5       , 507.50    ,  0.13    , ,,,148     ,ns,6      ,6+            ,19,1994,IT=100,4.689836996476285e-15
1260,82,400,82Zr,,63614.1     ,  1.6     ,           ,          , ,,, 32     , s,5      ,0+            ,19,1982,B+=100,1.0140188100489263e-06
1261,82,410,82Nb,,51810#      ,300#      ,           ,          , ,,, 51     ,ms,5      ,(0+)          ,19,1992,B+=100;B+p ?,1.6160924785154764e-09
1262,82,411,82Nb,,50630#      ,300#      ,1180       ,  1       , ,,, 93     ,ns,20     ,(5+)          ,19,2008,IT=100,2.9469921667046923e-15
1263,82,420,82Mo,,40370#      ,400#      ,           ,          , ,,, 30#    ,ms,>400ns ,0+            ,19,2013,B+ ?;B+p ?,9.506426344208685e-10
1264,83,290,83Cu,,20390#      ,500#      ,           ,          , ,,, 21#    ,ms,>410ns ,5/2-#         ,  ,2017,B- ?;B-n ?;B-2n ?,6.65449844094608e-10
1265,83,300,83Zn,,36290#      ,300#      ,           ,          , ,,,100     ,ms,3      ,3/2+#         ,15,1997,B-=100;B-n~71 29;B-2n ?,3.168808781402895e-09
1266,83,310,83Ga,,49257.1     ,  2.6     ,           ,          , ,,,310.0   ,ms,0.7    ,5/2-#         ,15,1976,B-=100;B-n=85 4;B-2n ?,9.823307222348974e-09
1267,83,320,83Ge,,60976.4     ,  2.4     ,           ,          , ,,,  1.85  , s,0.06   ,(5/2+)        ,15,1972,B-=100;B-n ?,5.862296245595356e-08
1268,83,330,83As,,69669.3     ,  2.8     ,           ,          , ,,, 13.4   , s,0.4    ,5/2-#         ,15,1968,B-=100,4.246203767079879e-07
1269,83,340,83Se,,75341       ,  3       ,           ,          , ,,, 22.25  , m,0.04   ,9/2+          ,15,1937,B-=100,4.230359723172865e-05
1270,83,341,83Se,,75112       ,  3       , 228.92    ,  0.07    , ,,, 70.1   , s,0.4    ,1/2-          ,15,1969,B-=100,2.221334955763429e-06
1271,83,350,83Br,,79014       ,  4       ,           ,          , ,,,  2.374 , h,0.004  ,3/2-          ,15,1937,B-=100,0.00027081907369381705
1272,83,351,83Br,,75945       ,  4       ,3069.2     ,  0.4     , ,,,729     ,ns,77     ,(19/2-)       ,15,1989,IT=100,2.3100616016427104e-14
1273,83,360,83Kr,,79990.643   ,  0.009   ,           ,          , ,,,stbl    ,  ,       ,9/2+*         ,15,1920,IS=11.500 19,unknown
