,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
960,68,260,68Fe,,43900#      ,190#      ,           ,          , ,,,188     ,ms,4      ,0+            ,12,1985,B-=100;B-n>0,5.957360509037442e-09
961,68,270,68Co,,51643       ,  4       ,           ,          , ,,,200     ,ms,20     ,(7-)          ,12,1985,B-=100;B-n ?,6.33761756280579e-09
962,68,271,68Co,,51490#      ,150#      , 150#      ,150#      , ,,,  1.6   , s,0.3    ,(2-)          ,12,1998,B-=100; B-n>2.6,5.070094050244632e-08
963,68,272,68Co,,51450#      ,150#      , 195#      ,150#      , ,,,101     ,ns,10     ,(1)           ,12,2010,IT=100,3.200496869216924e-15
964,68,280,68Ni,,63463.8     ,  3.0     ,           ,          , ,,, 29     , s,2      ,0+            ,12,1977,B-=100,9.189545466068395e-07
965,68,281,68Ni,,61860       ,  3       ,1603.51    ,  0.28    , ,,,270     ,ns,5      ,0+            ,12,1984,IT=100,8.555783709787816e-15
966,68,282,68Ni,,60615       ,  3       ,2849.1     ,  0.3     , ,,,850     ,us,30     ,5-            ,12,1995,IT=100,2.6934874641924606e-11
967,68,290,68Cu,,65567.0     ,  1.6     ,           ,          , ,,, 30.9   , s,0.6    ,1+*           ,12,1953,B-=100,9.791619134534943e-07
968,68,291,68Cu,,64845.7     ,  1.6     , 721.26    ,  0.08    , ,,,  3.75  , m,0.05   ,6-*           ,12,1969,IT=86 2;B-=14 2,7.129819758156514e-06
969,68,300,68Zn,,70007.2     ,  0.8     ,           ,          , ,,,stbl    ,  ,       ,0+            ,12,1922,IS=18.45 63,unknown
970,68,310,68Ga,,67086.1     ,  1.4     ,           ,          , ,,, 67.842 , m,0.016  ,1+*           ,12,1937,B+=100,0.00012898699520876112
971,68,320,68Ge,,66978.8     ,  1.9     ,           ,          , ,,,271.05  , d,0.08   ,0+            ,12,1948,EC=100,0.742094455852156
972,68,330,68As,,58894.5     ,  1.8     ,           ,          , ,,,151.6   , s,0.8    ,3+            ,12,1971,B+=100,4.803914112606788e-06
973,68,331,68As,,58469.4     ,  1.8     , 425.1     ,  0.2     , ,,,111     ,ns,20     ,1+            ,12,1994,IT=100,3.5173777473572134e-15
974,68,340,68Se,,54189.4     ,  0.5     ,           ,          , ,,, 35.5   , s,0.7    ,0+            ,12,1990,B+=100,1.1249271173980276e-06
975,68,350,68Br,,38790#      ,260#      ,           ,          , ,,,        ,  ,~40ns  ,3+#           ,12,1995,p ?,unknown
976,68,360,68Kr,,25630#      ,500#      ,           ,          , ,,, 21.6   ,ms,3.3    ,0+            ,  ,2016,B+= ?;B+p=90 11;p ?,6.844626967830253e-10
977,69,240,69Cr,,-9630#      ,500#      ,           ,          , ,,,  6#    ,ms,>620ns ,7/2+#         ,14,2013,B- ?;B-n ?;B-2n ?,1.901285268841737e-10
978,69,250,69Mn,,25360#      ,400#      ,           ,          , ,,, 22.1   ,ms,1.6    ,5/2-#         ,14,1995,B-=100;B-n=40 20;B-2n ?,7.003067406900398e-10
979,69,260,69Fe,,39200#      ,200#      ,           ,          , ,,,162     ,ms,7      ,1/2-#         ,14,1992,B-=100;B-n ?;B-2n ?,5.13347022587269e-09
980,69,270,69Co,,50390       , 90       ,           ,          , ,,,180     ,ms,20     ,(7/2-)        ,14,1985,B-=100;B-n ?,5.703855806525211e-09
981,69,271,69Co,,50213       , 13       , 170       , 90       ,D,,,750     ,ms,250    ,1/2-#         ,  ,2015,B-=100,2.3766065860521712e-08
982,69,280,69Ni,,59979       ,  4       ,           ,          , ,,, 11.4   , s,0.3    ,(9/2+)        ,14,1984,B-=100,3.6124420107993e-07
983,69,281,69Ni,,59658       ,  4       , 321       ,  2       , ,,,  3.5   , s,0.4    ,(1/2-)        ,14,1998,B-~100;IT<0.01,1.1090830734910131e-07
984,69,282,69Ni,,57279       ,  4       ,2700.0     ,  1.0     , ,,,439     ,ns,3      ,(17/2-)       ,14,1998,IT=100,1.391107055035871e-14
985,69,290,69Cu,,65736.2     ,  1.4     ,           ,          , ,,,  2.85  , m,0.15   ,3/2-*         ,14,1966,B-=100,5.41866301619895e-06
986,69,291,69Cu,,62994.2     ,  1.6     ,2742.0     ,  0.7     , ,,,357     ,ns,2      ,(13/2+)       ,14,1997,IT=100,1.1312647349608335e-14
987,69,300,69Zn,,68417.9     ,  0.8     ,           ,          , ,,, 56.4   , m,0.9    ,1/2-*         ,14,1937,B-=100,0.00010723248916267396
988,69,301,69Zn,,67979.3     ,  0.8     , 438.636   ,  0.018   , ,,, 13.747 , h,0.011  ,9/2+*         ,14,1970,IT=99.967 3;B-=0.033 3,0.0015682181154460415
989,69,310,69Ga,,69327.8     ,  1.2     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,14,1923,IS=60.108 50,unknown
990,69,320,69Ge,,67100.7     ,  1.3     ,           ,          , ,,, 39.05  , h,0.10   ,5/2-*         ,14,1938,B+=100,0.00445471138489619
991,69,321,69Ge,,67013.9     ,  1.3     ,  86.76    ,  0.02    , ,,,  5.1   ,us,0.2    ,1/2-          ,14,1978,IT=100,1.6160924785154763e-13
992,69,322,69Ge,,66702.8     ,  1.3     , 397.94    ,  0.02    , ,,,  2.81  ,us,0.05   ,9/2+          ,14,1978,IT=100,8.904352675742135e-14
993,69,330,69As,,63110       , 30       ,           ,          , ,,, 15.2   , m,0.2    ,5/2-*         ,14,1955,B+=100,2.88995360863944e-05
994,69,340,69Se,,56434.7     ,  1.5     ,           ,          , ,,, 27.4   , s,0.2    ,1/2-          ,14,1974,B+=100;B+p=0.052 8,8.682536061043931e-07
995,69,341,69Se,,56395.9     ,  1.5     ,  38.85    ,  0.22    , ,,,  2.0   ,us,0.2    ,5/2-          ,14,1988,IT=100,6.33761756280579e-14
996,69,342,69Se,,55860.7     ,  1.6     , 574.0     ,  0.4     , ,,,955     ,ns,16     ,9/2+          ,14,1988,IT=100,3.0262123862397646e-14
997,69,350,69Br,,46260       , 40       ,           ,          , ,,,<24     ,ns,       ,(5/2-)        ,15,1988,p=100,unknown
998,69,351,69Br,,46220#      ,110#      ,  40#      ,100#      , ,,,        ,  ,       ,5/2-#         ,  ,    ,,unknown
999,69,352,69Br,,45690#      ,110#      , 570#      ,100#      , ,,,        ,  ,       ,9/2+#         ,  ,    ,,unknown
1000,69,358,69Br,,42771       , 19       ,3490       , 50       , ,,,        ,  ,       ,(5/2-)  T=3/2 ,14,2011,p=100,unknown
1001,69,360,69Kr,,32140#      ,300#      ,           ,          , ,,, 27.9   ,ms,0.8    ,(5/2-)        ,15,1995,B+=100;B+p=94 5,8.840976500114076e-10
1002,70,240,70Cr,,-5640#      ,600#      ,           ,          , ,,,  6#    ,ms,>620ns ,0+            ,16,2013,B- ?;B-n ?;B-2n ?,1.901285268841737e-10
1003,70,250,70Mn,,20450#      ,500#      ,           ,          , ,,, 19.9   ,ms,1.7    ,"(4,5)         ",16,2009,B-=100;B-n ?;B-2n ?,6.305929474991761e-10
1004,70,260,70Fe,,36890#      ,300#      ,           ,          , ,,, 61.4   ,ms,0.7    ,0+            ,16,1997,B-=100;B-n ?,1.9456485917813772e-09
1005,70,270,70Co,,46525       , 11       ,           ,          , ,,,508     ,ms,7      ,(1+)          ,16,1998,B-=100;B-n ?;B-2n ?,1.6097548609526707e-08
1006,70,271,70Co,,46330#      ,200#      , 200#      ,200#      , ,,,112     ,ms,7      ,(7-)          ,16,1985,B-=100;IT ?;B-n ?;B-2n ?,3.5490658351712423e-09
1007,70,280,70Ni,,59213.9     ,  2.1     ,           ,          , ,,,  6.0   , s,0.3    ,0+            ,16,1987,B-=100,1.9012852688417367e-07
1008,70,281,70Ni,,56353.0     ,  2.1     ,2860.91    ,  0.08    , ,,,232     ,ns,1      ,8+            ,16,1997,IT=100,7.351636372854716e-15
1009,70,290,70Cu,,62976.4     ,  1.1     ,           ,          , ,,, 44.5   , s,0.2    ,6-*           ,16,1971,B-=100,1.410119907724288e-06
1010,70,291,70Cu,,62875.3     ,  1.1     , 101.1     ,  0.3     , ,,, 33     , s,2      ,3-*           ,16,2002,B-=52 9;IT=48 9,1.0457068978629552e-06
1011,70,292,70Cu,,62733.8     ,  1.2     , 242.6     ,  0.5     , ,,,  6.6   , s,0.2    ,1+*           ,16,1971,B-=93.2 9;IT=6.8 9,2.0914137957259105e-07
1012,70,300,70Zn,,69564.7     ,  1.9     ,           ,          , ,,,stbl    ,  ,>3.8Ey ,0+            ,16,1922,IS=0.61 10;2B- ?,unknown
1013,70,310,70Ga,,68910.2     ,  1.2     ,           ,          , ,,, 21.14  , m,0.05   ,1+*           ,16,1937,B-=99.59 5;EC=0.41 5,4.019317058331432e-05
1014,70,320,70Ge,,70562.0     ,  0.8     ,           ,          , ,,,stbl    ,  ,       ,0+            ,16,1923,IS=20.52 19,unknown
1015,70,330,70As,,64334.0     ,  1.4     ,           ,          , ,,, 52.6   , m,0.3    ,4+*           ,16,1950,B+=100,0.00010000760514107536
1016,70,331,70As,,64302.0     ,  1.4     ,  32.046   ,  0.023   , ,,, 96     ,us,3      ,2+            ,16,1979,IT=100,3.042056430146779e-12
1017,70,340,70Se,,61929.9     ,  1.6     ,           ,          , ,,, 41.1   , m,0.3    ,0+            ,16,1950,B+=100,7.81428245493954e-05
1018,70,350,70Br,,51426       , 15       ,           ,          , ,,, 78.8   ,ms,0.3    ,0+      T=1   ,16,1978,B+=100;B+p ?,2.497021319745481e-09
1019,70,351,70Br,,49134       , 15       ,2292.3     ,  0.8     , ,,,  2.16  , s,0.05   ,9+      T=0   ,16,1981,B+=100;B+p ?,6.844626967830253e-08
1020,70,360,70Kr,,41100#      ,200#      ,           ,          , ,,, 45.00  ,ms,0.14   ,0+            ,16,1995,B+=100;B+p<1.3,1.4259639516313027e-09
1021,71,250,71Mn,,16620#      ,500#      ,           ,          , ,,, 16#    ,ms,>400ns ,5/2-#         ,10,2010,B- ?;B-n ?;B-2n ?,5.070094050244632e-10
1022,71,260,71Fe,,31930#      ,400#      ,           ,          , ,,, 34.3   ,ms,2.6    ,7/2+#         ,10,1997,B-=100;B-n ?;B-2n ?,1.0869014120211928e-09
1023,71,270,71Co,,44370       ,470       ,           ,          , ,,, 80     ,ms,3      ,(7/2-)        ,10,1992,B-=100;B-n=3 1,2.5350470251223157e-09
1024,71,280,71Ni,,55406.2     ,  2.2     ,           ,          , ,,,  2.56  , s,0.03   ,(9/2+)        ,10,1987,B-=100,8.11215048039141e-08
1025,71,281,71Ni,,55406.0     ,  2.3     , 499       , 5        , ,,,  2.3   , s,0.3    ,(1/2-)        ,10,2009,B-=100,7.288260197226657e-08
1026,71,290,71Cu,,62711.1     ,  1.5     ,           ,          , ,,, 19.4   , s,1.4    ,3/2-*         ,10,1983,B-=100,6.147489035921615e-07
1027,71,291,71Cu,,59955.4     ,  1.6     ,2755.7     ,  0.6     , ,,,271     ,ns,13     ,(19/2-)       ,10,1998,IT=100,8.587471797601846e-15
1028,71,300,71Zn,,67328.8     ,  2.7     ,           ,          , ,,,  2.40  , m,0.05   ,1/2-*         ,10,1955,B-=100,4.563084645220168e-06
1029,71,301,71Zn,,67171.1     ,  2.4     , 157.7     ,  1.3     ,D,,,  4.148 , h,0.012  ,9/2+*         ,10,1958,B-~100;IT ?,0.00047319187770933146
1030,71,310,71Ga,,70139.1     ,  0.8     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,10,1923,IS=39.892 50,unknown
1031,71,320,71Ge,,69906.7     ,  0.8     ,           ,          , ,,, 11.43  , d,0.03   ,1/2-*         ,10,1941,EC=100,0.031293634496919916
1032,71,321,71Ge,,69708.3     ,  0.8     , 198.354   ,  0.014   , ,,, 20.41  ,ms,0.18   ,9/2+          ,10,1959,IT=100,6.467538722843309e-10
1033,71,330,71As,,67893       ,  4       ,           ,          , ,,, 65.30  , h,0.07   ,5/2-*         ,10,1939,B+=100,0.007449235683321925
1034,71,340,71Se,,63146.5     ,  2.8     ,           ,          , ,,,  4.74  , m,0.05   ,(5/2-)        ,10,1957,B+=100,9.012092174309834e-06
1035,71,341,71Se,,63097.7     ,  2.8     ,  48.79    ,  0.05    , ,,,  5.6   ,us,0.7    ,(1/2-)        ,10,1982,IT=100,1.7745329175856212e-13
1036,71,342,71Se,,62886.0     ,  2.8     , 260.48    ,  0.10    , ,,, 19.0   ,us,0.5    ,(9/2+)        ,10,1982,IT=100,6.020736684665501e-13
1037,71,350,71Br,,56502       ,  5       ,           ,          , ,,, 21.4   , s,0.6    ,(5/2)-        ,10,1981,B+=100,6.781250792202194e-07
1038,71,360,71Kr,,46330       ,130       ,           ,          , ,,, 98.8   ,ms,0.3    ,(5/2)-        ,10,1981,B+=100;B+p=2.1 7,3.13078307602606e-09
1039,71,370,71Rb,,32290#      ,400#      ,           ,          , ,,,        ,  ,       ,5/2-#         ,  ,    ,p ?,unknown
1040,71,371,71Rb,,32240#      ,410#      ,  50#      ,100#      , ,,,        ,  ,       ,1/2-#         ,  ,    ,,unknown
1041,71,372,71Rb,,32030#      ,410#      , 260#      ,100#      , ,,,        ,  ,       ,9/2+#         ,  ,    ,,unknown
1042,72,250,72Mn,,11170#      ,600#      ,           ,          , ,,, 12#    ,ms,>620ns ,              ,13,2013,B- ?;B-n ?;B-2n ?,3.802570537683474e-10
1043,72,260,72Fe,,29250#      ,500#      ,           ,          , ,,, 17.0   ,ms,1.0    ,0+            ,10,1997,B-=100;B-n ?;B-2n ?,5.386974928384921e-10
1044,72,270,72Co,,40300#      ,300#      ,           ,          , ,,, 51.5   ,ms,0.3    ,"(6-,7-)       ",10,1992,B-=100;B-n>4;B-2n ?,1.631936522422491e-09
1045,72,271,72Co,,40100#      ,360#      , 200#      ,200#      , ,,, 47.8   ,ms,0.5    ,"(0+,1+)       ",  ,2016,B-=100,1.5146905975105837e-09
1046,72,280,72Ni,,54226.1     ,  2.2     ,           ,          , ,,,  1.57  , s,0.05   ,0+            ,10,1987,B-=100;B-n ?,4.975029786802545e-08
1047,72,290,72Cu,,59783.0     ,  1.4     ,           ,          , ,,,  6.63  , s,0.03   ,2-*           ,10,1983,B-=100,2.1009202220701191e-07
1048,72,291,72Cu,,59512.7     ,  1.7     , 270.3     ,  1.0     , ,,,  1.76  ,us,0.03   ,(6-)          ,10,1998,IT=100,5.577103455269095e-14
1049,72,300,72Zn,,68145.5     ,  2.1     ,           ,          , ,,, 46.5   , h,0.1    ,0+            ,10,1951,B-=100,0.0053045859000684465
1050,72,310,72Ga,,68588.3     ,  0.8     ,           ,          , ,,, 14.025 , h,0.010  ,3-*           ,10,1939,B-=100,0.0015999315537303218
1051,72,311,72Ga,,68468.6     ,  0.8     , 119.66    ,  0.05    , ,,, 39.68  ,ms,0.13   ,(0+)          ,10,1968,IT=100,1.2573833244606686e-09
1052,72,320,72Ge,,72585.91    ,  0.08    ,           ,          , ,,,stbl    ,  ,       ,0+            ,10,1923,IS=27.45 15,unknown
1053,72,321,72Ge,,71894.48    ,  0.09    , 691.43    ,  0.04    , ,,,444.2   ,ns,0.8    ,0+            ,10,1984,IT=100,1.407584860699166e-14
1054,72,330,72As,,68230       ,  4       ,           ,          , ,,, 26.0   , h,0.1    ,2-*           ,10,1939,B+=100,0.00296600501939311
1055,72,340,72Se,,67868.2     ,  2.0     ,           ,          , ,,,  8.40  , d,0.08   ,0+            ,10,1948,EC=100,0.022997946611909653
1056,72,350,72Br,,59061.8     ,  1.0     ,           ,          , ,,, 78.6   , s,2.4    ,1+            ,10,1970,B+=100,2.490683702182675e-06
1057,72,351,72Br,,58961.0     ,  1.0     , 100.76    ,  0.15    , ,,, 10.6   , s,0.3    ,(3-)          ,10,1980,IT~100;B+ ?,3.358937308287068e-07
1058,72,360,72Kr,,53941       ,  8       ,           ,          , ,,, 17.16  , s,0.18   ,0+            ,10,1973,B+=100,5.437675868887368e-07
1059,72,370,72Rb,,38330#      ,500#      ,           ,          , ,,,103     ,ns,22     ,1+#           ,  ,2017,p ?,3.263873044844982e-15
1060,72,371,72Rb,,38230#      ,510#      , 100#      ,100#      , ,,,        ,  ,       ,3-#           ,  ,    ,p ?,unknown
1061,73,250,73Mn,,-6700#      ,600#      ,           ,          , ,,, 12#    ,ms,>410ns ,5/2-#         ,19,2017,B- ?,3.802570537683474e-10
1062,73,260,73Fe,,23990#      ,500#      ,           ,          , ,,, 12.9   ,ms,1.6    ,7/2+#         ,19,2010,B-=100;B-n ?;B-2n ?,4.0877633280097345e-10
1063,73,270,73Co,,37970#      ,300#      ,           ,          , ,,, 42.0   ,ms,0.8    ,(7/2-)        ,19,1995,B-=100;B-n=6 3;B-2n ?,1.330899688189216e-09
1064,73,280,73Ni,,50108.2     ,  2.4     ,           ,          , ,,,840     ,ms,30     ,(9/2+)        ,19,1987,B-=100;B-n ?,2.6617993763784317e-08
1065,73,290,73Cu,,58987.4     ,  1.9     ,           ,          , ,,,  4.20  , s,0.12   ,3/2-*         ,19,1983,B-=100;B-n=0.029 6,1.330899688189216e-07
1066,73,300,73Zn,,65593.4     ,  1.9     ,           ,          , ,,, 24.5   , s,0.2    ,1/2-*         ,19,1972,B-=100,7.763581514437092e-07
1067,73,301,73Zn,,65397.9     ,  1.9     , 195.5     ,  0.2     , ,,, 13.0   ,ms,0.2    ,5/2+*         ,19,1985,IT=100,4.119451415823763e-10
1068,73,310,73Ga,,69699.3     ,  1.7     ,           ,          , ,,,  4.86  , h,0.03   ,1/2-*         ,19,1949,B-=100,0.0005544147843942505
1069,73,311,73Ga,,69699.2     ,  1.7     ,   0.15    ,  0.09    , ,,,200     ,ms,       ,3/2-          ,19,1949,B- ?; IT ?,6.33761756280579e-09
1070,73,320,73Ge,,71297.53    ,  0.06    ,           ,          , ,,,stbl    ,  ,       ,9/2+*         ,19,1933,IS=7.76 8,unknown
1071,73,321,73Ge,,71284.25    ,  0.06    ,  13.2845  ,  0.0015  , ,,,  2.91  ,us,0.03   ,5/2+          ,19,1975,IT=100,9.221233553882425e-14
1072,73,322,73Ge,,71230.80    ,  0.06    ,  66.725   ,  0.009   , ,,,499     ,ms,11     ,1/2-          ,19,1957,IT=100,1.5812355819200444e-08
1073,73,330,73As,,70953       ,  4       ,           ,          , ,,, 80.30  , d,0.06   ,3/2-          ,19,1948,EC=100,0.21984941820670773
1074,73,331,73As,,70525       ,  4       , 427.902   ,  0.021   , ,,,  5.7   ,us,0.2    ,9/2+          ,19,1956,IT=100,1.80622100539965e-13
1075,73,340,73Se,,68227       ,  7       ,           ,          , ,,,  7.15  , h,0.09   ,9/2+*         ,19,1948,B+=100,0.0008156513803331052
1076,73,341,73Se,,68201       ,  7       ,  25.71    ,  0.04    , ,,, 39.8   , m,1.7    ,3/2-          ,19,1960,IT=72.6 3;B+=27.4 3,7.567115369990113e-05
1077,73,350,73Br,,63646       ,  7       ,           ,          , ,,,  3.4   , m,0.2    ,1/2-          ,19,1970,B+=100,6.464369914061906e-06
1078,73,360,73Kr,,56552       ,  7       ,           ,          , ,,, 27.3   , s,1.0    ,(3/2)-        ,19,1972,B+=100;B+p=0.25 3,8.650847973229903e-07
1079,73,361,73Kr,,56118       ,  7       , 433.55    ,  0.13    , ,,,107     ,ns,10     ,(9/2+)        ,19,1993,IT=100,3.3906253961010976e-15
1080,73,368,73Kr,,53350#      ,120#      ,3204#      ,118#      , ,,,        ,  ,       ,        T=3/2 ,  ,    ,,unknown
1081,73,370,73Rb,,46010       , 40       ,           ,          , ,,,<81     ,ns,       ,3/2-#         ,19,1996,B+ ?; p~100,unknown
1082,73,371,73Rb,,45580#      ,110#      , 430#      ,100#      , ,,,        ,  ,       ,9/2+#         ,  ,    ,,unknown
1083,73,378,73Rb,,42809       , 20       ,3200       , 40       , ,,,        ,  ,       ,(5/2-)  T=5/2 ,19,1993,p=100,unknown
1084,73,380,73Sr,,31950#      ,400#      ,           ,          , ,,, 25.3   ,ms,1.4    ,(5/2-)        ,19,1993,B+=100;B+p=63 3,8.017086216949324e-10
1085,74,260,74Fe,,20660#      ,500#      ,           ,          , ,,,  5     ,ms,5      ,0+            ,17,2010,B-=100;B-n ?;B-2n ?,1.5844043907014473e-10
1086,74,270,74Co,,33540#      ,400#      ,           ,          , ,,, 31.3   ,ms,1.3    ,7-#           ,06,1995,B-=100;B-n=18 15;B-2n ?,9.91837148579106e-10
1087,74,280,74Ni,,48700#      ,200#      ,           ,          , ,,,507.7   ,ms,4.6    ,0+            ,06,1987,B-=100;B-n ?,1.6088042183182497e-08
1088,74,290,74Cu,,56006       ,  6       ,           ,          , ,,,  1.606 , s,0.009  ,2-*           ,06,1987,B-=100;B-n=0.075 16,5.0891069029330495e-08
1089,74,300,74Zn,,65756.7     ,  2.5     ,           ,          , ,,, 95.6   , s,1.2    ,0+            ,06,1972,B-=100,3.029381195021167e-06
1090,74,310,74Ga,,68049.6     ,  3.0     ,           ,          , ,,,  8.12  , m,0.12   ,(3-)*         ,06,1956,B-=100,1.54384363829949e-05
1091,74,311,74Ga,,67990       ,  3       ,  59.571   ,  0.014   , ,,,  9.5   , s,1.0    ,(0)(+#)       ,06,1974,IT=75 25;B- ?,3.01036834233275e-07
1092,74,320,74Ge,,73422.451   ,  0.013   ,           ,          , ,,,stbl    ,  ,       ,0+            ,06,1923,IS=36.52 12,unknown
1093,74,330,74As,,70860.1     ,  1.7     ,           ,          , ,,, 17.77  , d,0.02   ,2-            ,06,1938,B+=66 2;B-=34 2,0.04865160848733744
1094,74,340,74Se,,72213.210   ,  0.015   ,           ,          , ,,,stbl    ,  ,>2.3Ey ,0+            ,06,1922,IS=0.86 3;2B+ ?,unknown
1095,74,350,74Br,,65288       ,  6       ,           ,          , ,,, 25.4   , m,0.3    ,(0-)          ,06,1952,B+=100,4.829264582858011e-05
1096,74,351,74Br,,65274       ,  6       ,  13.58    ,  0.21    , ,,, 46     , m,2      ,4+*           ,06,1953,B+=100,8.74591223667199e-05
1097,74,360,74Kr,,62331.8     ,  2.0     ,           ,          , ,,, 11.50  , m,0.11   ,0+            ,06,1960,B+=100,2.1864780591679974e-05
1098,74,370,74Rb,,51916       ,  3       ,           ,          , ,,, 64.78  ,ms,0.03   ,0+*     T=1   ,06,1977,B+=100;B+p ?,2.0527543285927954e-09
1099,74,380,74Sr,,40830#      ,100#      ,           ,          , ,,, 27.6   ,ms,2.6    ,0+            ,15,1995,B+=100;B+p ?,8.74591223667199e-10
1100,75,260,75Fe,,14700#      ,600#      ,           ,          , ,,,  9#    ,ms,>620ns ,9/2+#         ,13,2013,B- ?;B-n ?;B-2n ?,2.8519279032626055e-10
1101,75,270,75Co,,30560#      ,400#      ,           ,          , ,,, 26.5   ,ms,1.2    ,7/2-#         ,13,1995,B-=100;B-n<16;B-2n ?,8.397343270717671e-10
1102,75,280,75Ni,,44240#      ,200#      ,           ,          , ,,,331.6   ,ms,3.2    ,9/2+#         ,13,1992,B-=100;B-n=10.0 28,1.0507769919132e-08
1103,75,290,75Cu,,54470.2     ,  0.7     ,           ,          , ,,,  1.224 , s,0.003  ,5/2-*         ,13,1985,B-=100;B-n=2.7 4,3.878621948437143e-08
1104,75,291,75Cu,,54408.5     ,  0.8     ,  61.7     ,  0.4     , ,,,310     ,ns,8      ,1/2-          ,13,2010,IT=100,9.823307222348974e-15
1105,75,292,75Cu,,54404.0     ,  0.8     ,  66.2     ,  0.4     , ,,,149     ,ns,5      ,3/2-          ,13,2010,IT=100,4.721525084290313e-15
1106,75,300,75Zn,,62558.9     ,  2.0     ,           ,          , ,,, 10.2   , s,0.2    ,7/2+*         ,13,1974,B-=100,3.2321849570309526e-07
1107,75,301,75Zn,,62432.0     ,  2.0     , 126.94    ,  0.09    , ,,,  5#    , s,       ,1/2-*         ,13,2011,B- ?;IT ?,1.5844043907014474e-07
1108,75,310,75Ga,,68460.6     ,  0.7     ,           ,          , ,,,126     , s,2      ,3/2-*         ,13,1960,B-=100,3.9926990645676475e-06
1109,75,320,75Ge,,71856.97    ,  0.05    ,           ,          , ,,, 82.78  , m,0.04   ,1/2-*         ,13,1939,B-=100,0.00015738839455471898
1110,75,321,75Ge,,71717.28    ,  0.06    , 139.69    ,  0.03    , ,,, 47.7   , s,0.5    ,7/2+          ,13,1952,IT~100;B-=0.030 6,1.511521788729181e-06
1111,75,322,75Ge,,71664.78    ,  0.08    , 192.19    ,  0.06    , ,,,216     ,ns,5      ,5/2+          ,13,1982,IT=100,6.844626967830253e-15
1112,75,330,75As,,73034.2     ,  0.9     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,13,1920,IS=100,unknown
1113,75,331,75As,,72730.3     ,  0.9     , 303.9243  ,  0.0008  , ,,, 17.62  ,ms,0.23   ,9/2+          ,13,1957,IT=100,5.583441072831901e-10
1114,75,340,75Se,,72169.49    ,  0.07    ,           ,          , ,,,119.78  , d,0.03   ,5/2+*         ,13,1947,EC=100,0.3279397672826831
1115,75,350,75Br,,69107       ,  4       ,           ,          , ,,, 96.7   , m,1.3    ,3/2-          ,13,1948,B+=100,0.00018385428549699598
1116,75,360,75Kr,,64324       ,  8       ,           ,          , ,,,  4.60  , m,0.07   ,5/2+*         ,13,1960,B+=100,8.74591223667199e-06
1117,75,370,75Rb,,57218.7     ,  1.2     ,           ,          , ,,, 19.0   , s,1.2    ,3/2-*         ,13,1975,B+=100,6.0207366846655e-07
1118,75,380,75Sr,,46620       ,220       ,           ,          , ,,, 85.2   ,ms,2.3    ,(3/2-)        ,13,1991,B+=100;B+p=5.2 9,2.6998250817552663e-09
1119,75,390,75Y,,31820#      ,300#      ,           ,          , ,,,100#    ,us,       ,5/2+#         ,  ,    ,B+ ?;B+p ?;p ?,3.168808781402895e-12
1120,76,260,76Fe,,10590#      ,600#      ,           ,          , ,,,  3#    ,ms,>410ns ,0+            ,  ,2017,B- ?,9.506426344208685e-11
1121,76,270,76Co,,25660#      ,500#      ,           ,          , ,,, 23     ,ms,6      ,(8-)          ,14,2010,B-=100;B-n ?;B-2n ?,7.288260197226658e-10
1122,76,271,76Co,,25560#      ,510#      , 100#      ,100#      , ,,, 16     ,ms,4      ,(1-)          ,  ,2015,B-=100,5.070094050244632e-10
1123,76,272,76Co,,24920#      ,510#      , 740#      ,100#      , ,,,  2.99  ,us,0.27   ,(3+)          ,  ,2015,IT=100,9.474738256394657e-14
1124,76,280,76Ni,,42190#      ,300#      ,           ,          , ,,,234.6   ,ms,2.7    ,0+            ,07,1995,B-=100;B-n=14.0 36,7.434025401171191e-09
1125,76,281,76Ni,,39770#      ,300#      ,2418.0     ,  0.5     , ,,,547.8   ,ns,3.3    ,(8+)          ,07,2005,IT=100,1.7358734504525056e-14
1126,76,290,76Cu,,50981.6     ,  0.9     ,           ,          , ,,,637.7   ,ms,5.5    ,3-*           ,95,1987,B-=100;B-n=7.2 5,2.020749359900626e-08
1127,76,291,76Cu,,            ,          ,non-exist  ,          ,N,,,  1.27  , s,0.30   ,"(1,3)         ",95,1990,B-=100,4.024387152381676e-08
1128,76,300,76Zn,,62303.0     ,  1.5     ,           ,          , ,,,  5.7   , s,0.3    ,0+            ,95,1974,B-=100,1.80622100539965e-07
1129,76,310,76Ga,,66296.6     ,  2.0     ,           ,          , ,,, 30.6   , s,0.6    ,2-*           ,95,1961,B-=100,9.696554871092859e-07
1130,76,320,76Ge,,73212.898   ,  0.018   ,           ,          , ,,,  1.88  ,Zy,0.08   ,0+            ,95,1933,IS=7.75 12;2B-=100,1.88e+21
1131,76,330,76As,,72291.4     ,  0.9     ,           ,          , ,,,  1.0933, d,0.0038 ,2-*           ,95,1934,B-=100,0.002993292265571526
1132,76,331,76As,,72247.0     ,  0.9     ,  44.425   ,  0.001   , ,,,  1.84  ,us,0.06   ,(1)+          ,95,1966,IT=100,5.830608157781327e-14
