,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
134,182Os,-2045753.7700227618,15.656804542728,0.002491444216290212,-5.99489273010205
135,247Bk,-1888455394.5805418,0.016960941773967033,1380.0,7.22983877815125
136,14O,-13.784542525137772,2166450.704994161,2.237844449514538e-06,-13.009997454728438
137,150Tb,-6314.9705457442005,5071.268515997595,0.00039698836413415466,-7.8316035871923715
138,104Ag,-1666.9199067357042,19203.549551301232,0.0001315689406038482,-8.93597958057723
139,238Am,-2401.4016627026,13332.484352582587,0.00018632595634649022,-8.588012964530284
140,58Co,-453402080.4915314,0.07064366019483989,0.19396030116358656,-1.6401017740364232
141,193Au,-1622437.5623823083,19.741877023416414,0.0020134610997033994,-6.207900097599449
142,54Mn,-2582741939.233739,0.012401541972617516,0.8544312114989734,-0.15731928113095342
143,105Ag,-143518502.10367858,0.22317667676212868,0.11304585900068446,-2.17996171073281
144,88Kr,-22558.77512530525,1419.7828834150384,0.00032226785306867445,-8.04012751638035
145,151Pm,-321469.6783390541,99.63578246728189,0.0032397900981063197,-5.732246735811594
146,133Te,-1705.9684205072147,18764.25022970452,2.376606586052171e-05,-10.647251798892599
147,135I,-51051.52240272201,627.3927529757628,0.0007506274241387178,-7.194601135641529
148,91Y,-230702250.69854882,0.13883688754970336,0.16019164955509924,-1.8313843708306643
149,184Hf,-11414.426535119806,2805.850703699923,0.0004699977184576774,-7.662782717617319
150,107Rh,-1246.4596876468859,25676.1664475265,4.125789033386569e-05,-10.09566818265444
151,171Tm,-1323244156.605974,0.0242056482106504,1.92,0.6523251860396901
152,136Cs,-3102329.2009131825,10.32449175370115,0.035619438740588635,-3.334863758106395
153,56Ni,-37539371.87946832,0.8532370180886107,0.016632443531827516,-4.096400061404196
154,110Ag,-119.38670822383664,266059.12769910693,7.78259436712551e-07,-14.066205902144015
155,234Pa,-415867.4625735724,77.01950366321431,0.0007643166780743782,-7.176528354581834
156,113Sn,-378942792.1703979,0.08452458564654126,0.3150718685831622,-1.1549545119474618
157,14C,-48759490764.93974,0.0006568973490387716,5700.0,8.648221453822641
158,103Ag,-2247.2565191531135,14246.587212684284,0.0001249144421629021,-8.98788151771029
159,144Ce,-67630650.11701265,0.47360157040129136,0.7799753593429158,-0.24849295038349803
160,203Hg,-13571036.346526943,2.3601720162346496,0.12761122518822723,-2.0587669402461595
161,104Tc,-220.48572584920495,144614.20686951163,3.4793520419803785e-05,-10.26607938335348
162,144Pr,-535.5898311300338,59691.74352250989,3.285420944558522e-05,-10.323430679824945
163,172Ta,-551.0904129041108,58015.82825558671,6.996729789337592e-05,-9.56748259802597
164,84Br,-1056.6012348591717,30285.500357671113,6.0384820138413565e-05,-9.71477280682192
165,131Ba,-34030750.695688516,0.9412070254282942,0.03154004106776181,-3.4564973953630638
166,31Si,-4074.8118458954573,7858.552795771601,0.00029880599285116735,-8.115716048510595
167,132Te,-589241.7095229061,54.357876744085765,0.008772073921971253,-4.736182021424696
168,172Er,-1198363.2008203971,26.728086966108393,0.005624001825233858,-5.18071179993011
169,77Br,-99703.70203356708,321.2484659531385,0.006506958704083961,-5.034883104872714
170,47Ca,-565496.0899155857,56.6404021307643,0.01241889117043121,-4.388536484205358
171,125Xe,-39669.488445029834,807.4007614245295,0.0019244809491216063,-6.253098984420878
172,212Pb,-183658.14036214942,174.3990661909985,0.0012122975131188683,-6.715237948588197
173,254Fm,-401.53620957639805,79570.43817326873,0.0003696098562628337,-7.903062551174516
174,241Pu,-19958832335.14551,0.0016048024268775453,14.329,2.662285455734466
175,73Se,-6336.512780757709,5054.030450850003,0.0008156513803331052,-7.1115235242728385
176,178Re,-166.81828242610788,190861.10353145818,2.5096965548710926e-05,-10.59276361360853
177,51Cr,-248765039.3922484,0.12875596396529537,0.0758425735797399,-2.5790954872791136
178,226Th,-65.16167165310853,484116.88786427403,5.836945775344132e-05,-9.748717788607705
179,44Sc,-968.489979914049,33037.971758553234,0.00046111111111111103,-7.68187152207575
180,133I,-207675.5809399366,154.23011314821042,0.0023762263289984027,-6.0422416257058735
181,91Sr,-83649.18514596848,382.90390536145884,0.0011008441706593657,-6.81167796562786
182,211Pb,-15497.105930982885,2066.703035792808,6.875579892006995e-05,-9.58494947704639
183,243Am,-10420322372.750015,0.003073799292858608,7350.0,8.902455592206882
184,244Am,-72231.38735628486,443.42965460373256,0.0011419119324663472,-6.775051287651626
185,114In,-2899.3905905847255,11043.33419111788,2.2783735138286816e-06,-12.992048740695955
186,93Y,-25504.11597992828,1255.8257959621506,0.001161305042208533,-6.758210869856378
187,222Rn,-14077.669261436513,2275.0717402198843,0.010462696783025324,-4.559939034930007
188,99Tc,-387967334864745.25,8.255822743989921e-08,211100.0,12.260087233836412
189,153Sm,-965184.4504782825,33.18531434630179,0.005280013689253935,-5.2438265886055975
190,90Nb,-14392.484485446323,2225.311223907363,0.0016655258955053617,-6.397614352264464
191,185Os,-212402692.21868545,0.15079838250223343,0.2544832306639288,-1.3685203364633558
192,82Br,-130921.92530403919,244.64762380016145,0.00402486881131645,-5.515262962104541
193,81Rb,-5649.597655656291,5668.423860357216,0.0005215605749486653,-7.55868513504619
194,116Te,-4834.143253546053,6624.412328033973,0.0002840520191649555,-8.166353170502138
195,204Tl,-95593241.32230234,0.33506534350040734,3.783,1.330517345650892
196,63Zn,-407.05209749682734,78494.83625519137,7.314244429234162e-05,-9.523101726436652
197,203Po,-78.553128388986,402623.79651477473,6.977716936649174e-05,-9.57020368814033
198,178W,-50108774.40607386,0.6392090470583325,0.05913757700205339,-2.8278887359406895
199,193Os,-268638.55808468274,119.23032782276512,0.0034029203741729407,-5.683121282452097
200,167Ho,-24454.200657296056,1309.7411477196279,0.0003536390600045631,-7.947233769487654
201,188Pt,-22390340.013809744,1.4305267863867814,0.02781656399726215,-3.582123608480473
202,67Ge,-357.7884639130317,89272.60990298938,3.5934291581108825e-05,-10.233818521135259
203,49V,-3186210136.611144,0.01005268993345257,0.9034907597535934,-0.10148939617028299
204,218Rn,0.9778390226342906,1445332579.3365986,1.069472963723477e-09,-20.656099867086553
205,151Nd,-2941.958180530952,10883.60099320956,2.3651988744391206e-05,-10.652063355889823
206,210Po,-453379.9048882346,70.64695983246237,0.37885284052019164,-0.9706074328891866
207,88Y,-2160093.7949110246,14.828044885779999,0.29193429158110884,-1.231226530868461
208,131La,-2124.5470722503132,15069.053513216597,0.00011217583086166247,-9.095442999295136
209,176Lu,-inf,0.0,37010000000.0,24.334453983344474
210,244Cm,-23582449.299248774,1.3582126608000749,18.11,2.896464271895322
211,134Te,-2349.0208419397572,13629.65893960439,7.94737242375846e-05,-9.440084103670145
212,51Mn,-381.04197928145794,83838.90858497442,8.709787816563997e-05,-9.348478035302204
213,236Np,-23728482219236.09,1.3498511682590422e-06,153000.0,11.938193200374572
214,119Sb,-5312244.50092338,6.029462036540216,0.004356605065023956,-5.43606217974133
215,18F,-453.4596505163075,70479.26595950118,0.00020863563769107915,-8.474921187750361
216,167Tm,-23243919.599623334,1.3779939765028055,0.025325119780971937,-3.675958499106475
217,107Pd,-2260573.501839613,14.168956851690929,0.006500000000000001,-5.035953102080546
218,186Ir,-30934.142614086675,1035.3914632355654,0.0018982432124115902,-6.266826445585692
219,185Ir,-1335213.759846198,23.988637288798174,0.0016427104722792608,-6.411407674396799
220,179W,-60031.49767408511,533.5440605934939,7.044261921058634e-05,-9.56071209145876
221,170Lu,-66136.48485728951,484.29393173496743,0.005508555783709788,-5.201452798393316
222,246Pu,-11993898.556888383,2.670522829098819,0.029678302532511976,-3.517339054619309
223,52Fe,-4363.152523040051,7339.336195859748,0.0009439881359799224,-6.965396959715628
224,221Fr,-9.569888143877321,3030304.780959717,9.12807057570918e-06,-11.604156213652052
225,166Yb,-5724152.405867334,5.59558423849491,0.00646817248459959,-5.040861670245048
226,13N,-14.146677318126653,2114654.0527584404,1.8946307704007908e-05,-10.873901489536097
227,162Tm,-198.2982932926978,160713.78257896213,4.125789033386569e-05,-10.09566818265444
228,139Pr,-4219.860403278483,7588.496068650343,0.0005030800821355236,-7.59476119152
229,129Cs,-4157791.8797915843,7.70360224826902,0.0036573123431439657,-5.611026733797347
230,90Sr,-401681492.78758675,0.07973975166904156,28.91,3.364187556028255
231,135La,-2398632.43375271,13.353429551129219,0.0021571982660278347,-6.138944998308388
232,170Hf,-1559008.6819861582,20.545082526873305,0.0018263746292493726,-6.3054223539701315
233,147Tb,-1097.2298294614043,29165.09979728833,0.0001870864704540269,-8.583939639142647
234,28Al,-1.9040654018311327,11029359.929843405,4.2683854285496996e-06,-12.364274922006638
235,231Pa,-49574986477.16178,0.0006460913331450893,32650.0,10.393600134704577
236,152Eu,-2186802039.852797,0.014646951106069265,13.517,2.6039481525016908
237,235Pu,-33837.98655022488,946.5408347575941,4.810251730169595e-05,-9.942176047467381
238,175Hf,-169968102.6404692,0.18844701970831876,0.19342915811088296,-1.6428439415002725
239,39Ar,-1443962992.2637758,0.02218199677930786,268.0,5.5909869805108565
240,99Rh,-634177.5145397193,50.50625627049151,0.044079397672826835,-3.1217627786403916
241,203Bi,-26901.208062693382,1190.607941993352,0.0013415468856947297,-6.613931938508274
242,169Er,-1339026.9650113436,23.920323856954642,0.025713894592744695,-3.660723787545068
243,72As,-37859.42701687121,846.0016196417063,0.00296600501939311,-5.8205393429572725
244,74Br,-182.44255445683322,174604.97468234936,4.829264582858011e-05,-9.938231269176365
245,148Gd,-100221808.67702688,0.31959094183591225,71.3,4.26689632742025
246,17F,-2.0171356094533444,10616023.514569234,2.0397622125890433e-06,-13.102677319358431
247,86Rb,-570756.5376355711,56.11836982349408,0.05104722792607803,-2.9750040370000246
248,78Ge,-1792.222951411923,17861.68448902658,0.00016731310365807284,-8.69564362872265
249,88Nb,-221.31098206367827,144077.37431264765,2.7568636398205185e-05,-10.498831793774327
250,218At,0.9479710360873042,615618305.033845,4.056075240195705e-08,-17.02046492749143
251,137La,-67709622009075.305,4.730488351371977e-07,60000.0,11.002099841204238
252,151Tb,-53244.548691976706,601.5523055625207,0.002008783937942049,-6.210225746000114
253,235Np,-778915054.8820505,0.041121278031893166,1.0844626967830253,0.08108465399706209
254,89Sr,-1970491.3400603873,16.25481202102119,0.13843394934976044,-1.9773619671094467
255,72Zn,-159458.43503675214,200.86602319402695,0.0053045859000684465,-5.239183568385444
256,254Es,-911657.023134161,35.13376920237539,0.7548254620123203,-0.2812687326010579
257,155Tb,-32342595.537669025,0.990334296112866,0.01456536618754278,-4.229108747277256
258,62Zn,-7587.5040862329115,4220.8559437569975,0.0010487109285877252,-6.860193556097137
259,88Zr,-318001417.408952,0.10072276638500992,0.22833675564681727,-1.4769337412661077
260,100Rh,-22136.204327293373,1446.8847151177774,0.0023728040155144878,-6.043682894271482
261,66Ga,-13486.172662967618,2374.8478185162344,0.0010613734884782112,-6.848191465762391
262,74Kr,-97.45606610595077,325322.59152150864,2.1864780591679974e-05,-10.73063340783165
263,173Lu,-8528866026.3835535,0.003755479623339985,1.37,0.3148107398400336
264,94Ru,-128971.61195495886,248.3471652709234,9.848657692600197e-05,-9.225590293935419
265,82Sr,-102399132.94288062,0.31279544409466314,0.06940451745379878,-2.6678033205936167
266,28Mg,-30971.249018730243,1034.1510090930108,0.0023859228838694958,-6.038169276084592
267,237Am,-164.93221532335863,193030.5246282811,0.00013993459578675183,-8.874335417466025
268,241Cm,-111167.12794304496,288.12199295983305,0.08980150581793292,-2.4101535352407106
269,59Fe,-9903508.419098893,3.2342052923967404,0.1218343600273785,-2.105092861458614
270,60Co,-99827832.1677317,0.3208522268595039,5.2714,1.6622959819222791
271,202Tl,-27077566.810143147,1.182897326715905,0.03370294318959617,-3.3901701104344464
272,232Pa,-768002.1060928528,41.705537806414696,0.0036139630390143737,-5.622950314032529
273,184Ir,-653537.2593938075,49.010110909666246,0.00035249828884325804,-7.9504647900691
274,157Tb,-79077024274.62273,0.0004050478990669142,71.0,4.2626798770413155
275,209Po,-169489208.62779322,0.18897947896373202,124.0,4.820281565605037
276,90Y,-10407138.304437634,3.077693268018445,0.007306639288158795,-4.9189718526360116
277,145Pm,-18340231297.54909,0.0017464328583375768,17.7,2.8735646395797834
278,207Bi,-509911727.2119314,0.06281475948010798,31.22,3.441058915087286
279,177Re,-177.09087826560534,179851.89858422306,2.6617993763784316e-05,-10.533923113585598
280,43K,-24134.542508112132,1327.0877406561017,0.002543919689710244,-5.974049202512681
281,177Ta,-5566200.914260718,5.754369509042923,0.006429386265115218,-5.046876193948275
282,238Pu,-117765967.71778004,0.27197995218102144,87.7,4.473921899378137
283,77Kr,-1574.0085651496004,20336.386280895236,0.0001380333105179101,-8.888015521370106
284,214Pb,-9245.618813203982,3463.967015798542,5.1448779374857396e-05,-9.874923820458214
285,112Ag,-6463.523970371687,4954.7318137269,0.0003570613734884782,-7.937602876426693
286,142Ba,-409.2037063559719,78083.11353677891,2.015362384972241e-05,-10.812126442082834
287,138Pr,-27.79272791254909,1112433.0655255786,2.7568636398205184e-06,-12.801416886768372
288,123Xe,-4570.236353697005,7006.853310198325,0.00023728040155144878,-8.346267987265527
289,77As,-231447.308115442,138.38935716316885,0.004425051334702258,-5.420473399526879
290,35S,-5204029.23123951,6.154841757879871,0.2392060232717317,-1.4304300763208055
291,222Fr,-3552.849072922816,9012.75825713618,2.6998250817552662e-05,-10.51973847859364
292,194Tl,-396.8333079788366,80511.06313678678,6.274241387177732e-05,-9.676472881734375
293,124Sb,-201230361.83378756,0.15917072416645706,0.1648186173853525,-1.8029096983160335
294,97Zr,-44961.1954923576,712.3758576701254,0.0019106776180698151,-6.260297325982421
295,201Pb,-24128.58358427285,1327.4154717480042,0.0010643394934976044,-6.845400866119502
296,117Cd,-30601.148199659227,1046.6579786368538,0.0002855350216746521,-8.161145868529116
297,137Cs,-713636757.055388,0.04488275330923971,30.04,3.402529826895934
298,228Th,-2565650.481532498,12.484151805637994,1.9125,0.6484112867185539
299,44K,-2072.169764685188,15449.763508134429,4.2075442999467634e-05,-10.076046289137897
300,171Er,-170457.0576508519,187.9053593477366,0.0008574036048368697,-7.061601799427535
301,159Gd,-333277.0469024056,96.10588778438024,0.0021080310289755873,-6.162000928783466
302,76Br,-29078.08726022565,1101.4782647738293,0.0018480492813141682,-6.293624638740416
303,86Zr,-58952.45684044571,543.3096597420486,0.0018822724161533196,-6.27527550007222
304,86Y,-6703.302697016208,4777.526317666911,0.0016814966917636323,-6.388070994217564
305,102Rh,-731116028.4722146,0.04380971184490259,0.5667351129363449,-0.5678632573654399
306,155Ho,-1073.4675725091463,29810.097015587864,9.126169290440338e-05,-9.301779432292964
307,161Ho,-403540.15419152286,79.37228271245702,0.00028291124800365044,-8.170377320801864
308,81Se,-332.52061165254923,96035.99135266831,3.5078713210130045e-05,-10.25791607271432
309,71Zn,-222.10686109249357,143563.41360260625,4.563084645220168e-06,-12.297511705846956
310,246Bk,-3568220.5924054184,8.976455566765043,0.004928131416837783,-5.312795385728689
311,73As,-407666612.7931982,0.07856905984643223,0.21984941820670773,-1.514812429678093
312,71As,-79065.67173563821,405.1009341039549,0.007449235683321925,-4.899643844696369
313,189Re,-193132.84412460864,165.8434476969982,0.0027720739219712527,-5.888159530632252
314,82Rb,-29.067769639236975,1065259.677086368,2.390866225568484e-06,-12.943854820209099
315,94Y,-1426.3205965334719,22440.636430520208,3.555403452734048e-05,-10.244456919340314
316,63Ni,-11059924553.42856,0.0028960398759698344,101.2,4.617098756853365
317,197Hg,-5944437.064521797,5.388227150983782,0.007407027150353639,-4.905326114458359
318,202Pb,-41207451284710.54,7.772856586633989e-07,52500.0,10.868568448579715
319,94Nb,-397287990469.052,8.062155143706018e-05,20400.0,9.923290179832307
320,194Au,-48169.755572497226,664.9258911538933,0.004337211955281771,-5.440523543918471
321,145Pr,-38162.917654327626,839.2739672775322,0.0006826374629249373,-7.289546640306578
322,182Hf,-1632090.7930153385,19.62511098559037,0.0089,-4.721704002244043
323,207Tl,-358.59084664084054,89073.40905869174,9.069130732375084e-06,-11.610634138300606
324,130I,-117887.05068991364,271.69829672432394,0.0014099931553730322,-6.56417042894921
325,194Hg,-353272174679.58966,9.066658709001467e-05,447.0,6.102558594613569
326,236Pu,-3632200.5560761318,8.818338432194162,2.858,1.0501220795076758
327,75Se,-599566806.5808319,0.053421874212320156,0.3279397672826831,-1.1149253237944925
328,228Pa,-3027.6543171389485,10575.648199711784,0.0025096965548710927,-5.987593427620439
