energy,unc_en,intensity_%,unc_i,type,shell, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
750.719, ,0.000089126856,0.000019202875384070587,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
750.719, ,0.000076394448,0.000017062737297348747,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
751.024, ,0.0000114591672,0.000002559410594602312,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
752.925, ,0.0000000158508,0.0000000026511038871921712,CE,L,92,140,U, ,0, ,0+,68.9, ,4,Y,2174272199.649389,12622770.3898368,A,100, ,5413.63,9,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2022-05-11
754.29, ,0.0000156471588,0.0000027068042457010884,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
754.782, ,0.00000473858736,0.0000002890637526099182,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
756.161, ,0.000001239668352,0.00000007570247326120308,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
756.466, ,0.0000001596746736,0.000000009734812931691752,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
760.302, ,0.00000338331864,0.0000005854419534145383,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
760.837, ,0.000000022066,0.000000002029507329378241,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
761.638, ,0.00000000008976,0.000000000015029145018929052,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
761.681, ,0.00000076166064,0.00000013178392284157275,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
761.681, ,0.00000088032516,0.00000015240610038735326,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
761.986, ,0.00000011176542,0.000000019340906562637027,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
764.538, ,0.00000000258888,0.00000000020468035958537888,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
764.944, ,0.000000007656,0.000000000704638914622234,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
764.944, ,0.000000005962,0.0000000005490974412615669,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
765.543, ,0.000299754,0.000004758,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
766.061, ,0.000000001419,0.00000000013051068921739705,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
767.62, ,0.000000007904,0.0000000006343279908690772,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
769.603, ,0.00021353904,0.00005734296120098438,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
771.555, ,0.0000708018948,0.0000015171387181444946,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
772.934, ,0.0000159469128,0.0000003486805760371518,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
772.934, ,0.0000184048956,0.00000041856772600552946,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
773.239, ,0.00000234407628,0.00000005175208162561193,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
777.847, ,0.000000000022704,0.000000000003798888258425088,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
780.747, ,0.00000000061502,0.000000000048717328539237454,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
781.954, ,0.000000000007872,0.0000000000013174763754997658,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
781.954, ,0.00000000000612,0.0000000000010245076866475917,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
783.071, ,0.0000000000014592,0.0000000000002441573263287424,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
783.838, ,0.00000000004608,0.000000000023049451186525028,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
783.979, ,0.001650093432,0.00004441071016472959,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
784.854, ,0.000000000164864,0.00000000001305663723935072,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
784.854, ,0.000000000212842,0.000000000016835795941980288,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
785.083, ,0.000084064344,0.000024048293272906334,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
785.971, ,0.0000000000398314,0.000000000003146345882130571,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
788.69, ,0.00000000063872,0.00000000010020140517976782,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
800.047, ,0.00000000001098,0.0000000000054929500270801665,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
804.154, ,0.000000000003792,0.0000000000018967688314604918,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
804.154, ,0.000000000002934,0.000000000001467601103842594,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
805.271, ,0.0000000000007092,0.0000000000003547466701746473,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
808.7, ,0.000029604276,0.000006944685264291248,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
809.759, ,0.0024576,0.00010339516429698248,CE,K,83,124,Bi, ,0, ,9/2-,31.55, ,4,Y,995621014.4983776,1262277.03898368,EC+B+,100, ,2397.4,27,82,125,Pb,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-05-11
811.11, ,0.0000000055448,0.0000000002980732795807098,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
813.03, ,0.0022638564,0.0005816611701065836,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
814.712, ,0.000006309108,0.0000015818901068987061,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
816.091, ,0.0000016500744,0.0000004206072,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
816.091, ,0.0000014074164,0.0000003666735960680016,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
816.396, ,0.00000021353904,0.000000052854505934688294,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
822.419, ,0.0069790344,0.00183801139701868,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
823.076, ,0.0002419785576,0.000006410207302178837,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
824.18, ,0.0000108844008,0.000003113600445466181,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
826.29, ,0.000000004418,0.0000000004740523915180684,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
829.088, ,0.00005208601632,0.0000013481867413336193,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
829.938, ,0.0000000037448,0.00000000045722314027179333,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
830.192, ,0.0000023114364,0.0000006612497153603622,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
830.39, ,0.00000000028982, ,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
830.467, ,0.00001175625672,0.00000033062632297894736,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
830.467, ,0.00001360140912,0.00000036230690084943624,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
830.772, ,0.000001729171392,0.00000004580053469145285,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
831.571, ,0.0000006061692,0.00000017340755386324323,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
831.876, ,0.000000078202488,0.000000022372245524082735,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
846.147, ,0.00000000094116,0.00000000011466417095152261,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
850.254, ,0.00000000032612,0.00000000003976058475425129,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
850.254, ,0.0000000002542,0.000000000030974197326161655,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
851.371, ,0.000000000060636,0.00000000000738617959435052,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
852.127, ,0.00030765228,0.00006983946632961051,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
852.234, ,0.00100717344,0.00001027728,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
858.139, ,0.000066174264,0.000013973597166755308,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
859.518, ,0.00001741428,0.000004073348226290504,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
859.518, ,0.000015092376,0.0000034916329408733674,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
859.823, ,0.0000022638564,0.0000005237449411310051,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
861.468, ,0.0000000020976,0.0000000001683672177117624,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
861.516, ,0.00095502576,0.00020226693949430293,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
864.043, ,0.0000942084,0.0000104676,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
867.528, ,0.000203861268,0.0000422943167079843,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
868.907, ,0.000053261052,0.000012867958001277437,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
868.907, ,0.0000459147,0.000011029795237572818,CE,N,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
869.212, ,0.0000069790344,0.00000165451060862093,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
876.43, ,0.0006699264,0.0000209352,CE,K,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
877.677, ,0.00000000052592,0.000000000042209837715869036,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
881.784, ,0.00000000014212,0.000000000011449314389953662,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
881.784, ,0.0000000001824,0.0000000000147173910731488,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
881.903, ,0.00040704,0.000017139719951037707,CE,L,83,124,Bi, ,0, ,9/2-,31.55, ,4,Y,995621014.4983776,1262277.03898368,EC+B+,100, ,2397.4,27,82,125,Pb,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-05-11
882.538, ,0.0000000001664,0.00000000002612572678414899,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
882.901, ,0.000000000033896,0.000000000002728369476445593,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
885.42, ,0.000000008183,0.00000000059621305755577,CE,K,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
891.331, ,0.00010258248,0.00000104676,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
893.913, ,0.000094848,0.000003963519774140152,CE,M,83,124,Bi, ,0, ,9/2-,31.55, ,4,Y,995621014.4983776,1262277.03898368,EC+B+,100, ,2397.4,27,82,125,Pb,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-05-11
896.871, ,0.00002944,0.0000012588264375997194,CE,N+,83,124,Bi, ,0, ,9/2-,31.55, ,4,Y,995621014.4983776,1262277.03898368,EC+B+,100, ,2397.4,27,82,125,Pb,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-05-11
897.343, ,0.0000277905264,0.0000005457440518725239,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
898.722, ,0.0000072740304,0.00000012661945402658472,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
898.747, ,0.000000000041728,0.00000000000655133574166368,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
899.027, ,0.000000939095976,0.000000016195194823429818,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
902.854, ,0.000000000014464,0.0000000000022744529012490015,CE,N+,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
902.854, ,0.0000000000112512,0.0000000000017652659856236962,CE,N,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
903.14, ,0.000011690406,0.000001310179039406447,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
903.971, ,0.000000000002688,0.00000000000042175177533710514,CE,O,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
904.958, ,0.000000001421,0.00000000007707457427712462,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
909.152, ,0.000002483676,0.00000027808220448953577,CE,M,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
910.531, ,0.0000006508944,0.00000007293261309500435,CE,N+,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
910.836, ,0.000000084016764,0.000000009411882050189111,CE,O,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
915.527, ,0.000108710784,0.000003722799796731487,CE,L,63,87,Eu, ,0, ,5-,36.9, ,9,Y,1164450568.4624448,28401233.3771328,EC+B+,100, ,2259,6,62,88,Sm,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-05-11
920.138, ,0.0000000011327,0.00000000012153896420835583,CE,L,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
921.167, ,0.00000000035554,0.00000000001911649811027114,CE,M,94,144,Pu, ,0, ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,5593.27,19,92,142,U,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-05-11
