242.59	39.689	L		
277.75	37.626	L		
278.95	35.939	L		
331.36	35.331	L		
333.93	34.309	L		
373.89	33.532	L		
426.61	31.293	L		
436.66	30.812	L		
20.000	32.360	M	Pe81   	3.5%
30.000	35.480	M		
40.000	37.710	M		
50.000	39.390	M		
60.000	40.670	M		
70.000	41.650	M		
80.000	42.390	M		
90.000	42.910	M		
100.00	43.260	M		
110.00	43.460	M		
120.00	43.520	M		
130.00	43.490	M		
140.00	43.340	M		
150.00	43.110	M		
12.599	14.771	N		
16.446	17.531	N		
26.075	20.781	N		
37.078	23.434	N		
51.215	26.611	N		
67.803	28.224	N		
78.171	28.836	N		
96.443	31.634	N		
117.90	32.529	N		
127.98	33.904	N		
169.24	32.771	N		
194.70	33.182	N		
222.50	32.700	N		
234.82	31.719	N		
254.78	31.982	N		
264.37	30.379	N		
283.76	29.817	N		
10.088	12.545	O		
12.391	14.684	O		
16.717	17.549	O		
26.101	21.031	O		
35.588	23.476	O		
49.009	26.830	O		
65.044	28.203	O		
74.421	29.215	O		
94.664	31.861	O		
115.17	32.806	O		
125.37	34.323	O		
161.37	34.106	O		
187.64	33.177	O		
203.65	33.600	O		
215.11	32.794	O		
232.63	32.371	O		
243.89	32.218	O		
264.68	30.949	O		
285.23	30.194	O		
30.067	22.932	P		
39.561	25.493	P		
50.473	27.349	P		
59.470	28.282	P		
70.256	29.172	P		
79.494	30.061	P		
89.702	30.757	P		
98.968	31.332	P		
108.19	32.016	P		
119.02	32.294	P		
129.53	32.555	P		
139.72	32.794	P		
148.38	32.998	P		
159.25	33.198	P		
179.72	33.212	P		
199.04	32.828	P		
218.62	32.124	P		
239.33	31.338	P		
258.68	30.639	P		
279.74	29.589	P		
299.15	28.504	P		
394.06	32.088	Q		
395.80	31.607	Q		
397.21	31.093	Q		
399.74	31.838	Q		
400.03	31.506	Q		
478.62	28.566	Q		
480.60	29.403	Q		
496.71	29.273	Q		
496.88	28.781	Q		
497.08	28.220	Q		
697.81	24.662	Q		
698.17	23.643	Q		
708.20	24.438	Q		
710.70	24.772	Q		
711.07	23.730	Q		
898.63	21.861	Q		
898.79	21.380	Q		
911.37	22.382	Q		
911.49	22.027	Q		
966.73	21.916	Q		
969.71	21.391	Q		
973.80	20.694	Q		
974.18	21.588	Q		
975.48	21.371	Q		
53.658	29.278	R		
81.130	31.267	R		
100.26	34.691	R		
119.90	35.518	R		
140.61	36.248	R		
159.65	38.338	R		
198.31	38.685	R		
240.48	37.184	R		
298.22	36.757	R		
321.73	34.795	R		
331.36	35.749	R		
331.46	35.230	R		
338.56	34.790	R		
391.39	31.688	R		
488.94	29.251	R		
589.31	26.776	R		
10.104	7.2700	S		
29.931	19.385	S		
49.925	27.644	S		
184.00	39.577	T		
235.00	38.923	T		
286.00	36.306	T		
326.00	34.998	T		
336.00	33.570	U		
388.00	31.680	U		
440.00	30.220	U		
489.00	28.840	U		
544.00	27.740	U		
595.00	26.540	U		
646.00	25.750	U		
697.00	24.890	U		
748.00	24.230	U		
798.00	23.490	U		
849.00	22.860	U		
900.00	22.430	U		
950.00	21.820	U		
1000.0	21.320	U		
1051.0	20.820	U		
1201.0	19.590	U		
1351.0	18.610	U		
1501.0	18.020	U		
1651.0	17.130	U		
1799.0	16.660	U		
1950.0	15.920	U		
2150.0	15.240	U		
2349.0	14.680	U		
2548.0	14.120	U		
2748.0	13.460	U		
3044.0	12.960	U		
3443.0	12.170	U		
4038.0	11.040	U		
4931.0	9.9200	U		
5922.0	8.6900	U		
7.7220	18.188	V		
10.174	21.426	V		
14.897	27.209	V		
19.578	27.615	V		
25.136	30.953	V		
29.317	33.533	V		
8.4500	18.647	W		
10.011	19.543	W		
15.892	25.124	W		
17.127	26.761	W		
19.534	28.227	W		
24.582	30.608	W		
26.933	31.948	W		
28.324	33.400	W		
3.1580	5.6775	X		
4.9410	7.5104	X		
6.4810	10.698	X		
6.6050	8.6694	X		
8.4660	10.908	X		
8.8500	9.4204	X		
11.949	14.571	X		
12.095	12.499	X		
13.956	14.921	X		
24.400	23.300	Y		
27.600	24.100	Y		
44.000	28.300	Y		
44.700	27.800	Y		
48.900	26.500	Y		
49.700	28.600	Y		
52.500	29.500	Y		
60.600	30.400	Y		
64.100	31.300	Y		
68.700	31.200	Y		
72.100	32.200	Y		
76.800	31.600	Y		
80.500	31.600	Y		
64.903	20.974	Z		
92.173	28.155	Z		
104.98	28.009	Z		
144.90	28.529	Z		
164.97	29.626	Z		
264.93	27.273	Z		
305.30	26.058	Z		
344.30	23.884	Z		
50.000	19.952	a		
75.000	25.185	a		
100.00	28.456	a		
150.00	29.438	a		
200.00	28.947	a		
250.00	27.639	a		
300.00	26.330	a		
350.00	25.251	a		
400.00	24.368	a		
450.00	23.550	a		
500.00	22.732	a		
550.00	22.078	a		
600.00	21.587	a		
650.00	21.097	a		
700.00	20.770	a		
750.00	20.279	a		
800.00	19.690	a		
850.00	19.298	a		
900.00	19.134	a		
950.00	18.971	a		
1000.0	18.644	a		
1050.0	18.480	a		
1100.0	18.055	a		
1150.0	17.892	a		
1200.0	17.663	a		
1250.0	17.499	a		
31.550	16.987	b		
69.547	23.651	b		
108.45	25.088	b		
147.83	26.136	b		
185.05	25.881	b		
231.49	24.980	b		
358.39	21.407	b		
398.58	21.282	b		
17.028	15.252	c		
35.693	18.760	c		
57.991	24.530	c		
77.506	25.866	c		
87.600	27.592	c		
107.54	26.977	c		
136.17	28.653	c		
155.73	27.499	c		
170.05	28.318	c		
194.26	28.441	c		
226.35	25.385	d		
274.06	25.977	d		
281.96	28.939	d		
296.79	28.447	d		
302.15	28.393	d		
315.20	22.206	d		
364.00	27.802	e		
366.00	26.494	e		
1001.0	19.298	e		
1002.0	19.298	e		
1003.0	19.625	e		
26.571	29.995	f		
33.256	32.153	f		
42.643	34.704	f		
60.308	36.160	f		
81.643	37.984	f		
102.96	41.089	f		
125.95	39.999	f		
153.55	41.242	f		
179.81	40.579	f		
222.54	39.259	f		
253.03	38.656	f		
4.7770	10.144	g		
5.7310	12.225	g		
6.9530	13.632	g		
10.185	16.819	g		
16.503	20.992	g		
16.344	21.291	g		
25.088	24.861	g		
38.432	28.641	g		
38.676	29.172	g		
54.796	32.879	g		
79.400	33.230	h		
111.20	35.430	h		
137.40	36.550	h		
149.90	36.510	h		
174.70	36.680	h		
204.10	35.940	h		
218.60	36.280	h		
239.40	34.980	h		
249.20	35.330	h		
269.30	34.530	h		
287.80	33.070	h		
290.90	33.660	h		
320.50	32.570	h		
338.70	31.080	h		
371.70	30.710	h		
434.30	28.230	h		
474.10	27.560	h		
504.80	26.750	h		
77.060	33.800	i		
77.930	32.870	i		
79.850	34.120	i		
143.79	38.150	i		
147.80	37.780	i		
292.30	34.420	i		
293.30	33.970	i		
58.200	31.180	j		
61.200	31.680	j		
70.100	32.570	j		
72.900	32.750	j		
98.900	35.360	j		
108.00	36.160	j		
117.70	36.350	j		
120.90	36.450	j		
146.40	37.450	j		
156.50	37.450	j		
165.50	37.550	j		
169.00	37.650	j		
171.20	37.250	j		
181.60	36.860	j		
195.90	36.650	j		
206.10	36.560	j		
245.60	35.360	j		
255.90	34.860	j		
45.600	28.300	k		
47.500	28.840	k		
55.400	31.080	k		
68.500	31.820	k		
84.600	33.870	k		
92.800	33.810	k		
101.40	35.760	k		
117.00	35.130	k		
130.90	37.550	k		
140.90	36.450	k		
148.30	37.550	k		
155.40	37.950	k		
166.00	36.460	k		
179.70	37.050	k		
195.60	36.170	k		
227.30	35.240	k		
229.10	36.450	k		
264.00	33.530	k		
308.70	32.050	k		
352.80	30.570	k		
117.20	36.900	l		
213.70	37.200	l		
327.10	34.100	l		
420.40	30.300	l		
41.000	26.430	m		
58.000	30.350	m		
77.000	33.030	m		
95.500	34.700	m		
105.00	36.050	m		
116.00	36.410	m		
126.00	36.820	m		
136.00	37.020	m		
146.00	37.300	m		
156.00	37.480	m		
167.00	37.540	m		
180.00	37.490	m		
197.00	37.080	m		
217.00	36.450	m		
235.00	35.990	m		
258.00	35.220	m		
275.00	34.780	m		
285.00	34.660	m		
313.00	33.740	m		
331.00	32.760	m		
364.00	31.750	m		
68.000	33.290	n		
82.880	34.260	n		
97.680	35.570	n		
112.41	36.660	n		
124.37	37.850	n		
132.60	37.450	n		
147.88	37.290	n		
163.00	37.080	n		
188.18	37.130	n		
203.50	36.960	n		
334.57	32.190	n		
344.54	31.890	n		
483.67	27.490	n		
483.98	27.580	n		
493.77	27.050	n		
494.12	27.140	n		
38.960	27.580	o		
39.050	27.630	o		
43.590	28.190	o		
43.610	28.450	o		
90.510	34.540	o		
90.660	34.520	o		
97.840	34.990	o		
105.29	34.920	o		
158.23	37.920	o		
158.34	37.500	o		
165.51	37.780	o		
165.54	37.220	o		
172.62	37.730	o		
172.91	37.480	o		
180.15	37.270	o		
180.22	37.570	o		
187.47	37.290	o		
187.57	37.290	o		
235.83	35.750	o		
236.09	35.750	o		
240.77	35.750	o		
240.89	35.660	o		
245.60	35.330	o		
8.0000	20.279	p		
4.7000	10.124	q		
7.5470	13.732	q		
10.314	16.883	q		
16.966	21.181	q		
37.233	27.047	r		
45.906	29.028	r		
46.234	29.571	r		
54.921	30.055	r		
55.536	31.183	r		
59.625	31.261	r		
64.345	31.467	r		
65.364	31.871	r		
70.342	32.942	r		
73.340	32.986	r		
75.517	32.996	r		
83.127	33.619	r		
85.023	34.270	r		
94.190	35.112	r		
95.587	34.658	r		
105.55	35.492	r		
107.23	35.914	r		
117.71	36.688	r		
119.38	36.071	r		
128.26	36.679	r		
132.08	37.065	r		
143.30	36.897	r		
153.96	37.454	r		
169.97	37.367	r		
177.02	37.105	r		
194.14	36.819	r		
80.360	34.658	s		
94.770	35.610	s		
98.296	35.371	s		
100.05	36.334	s		
115.08	36.730	s		
117.94	37.155	s		
119.03	36.373	s		
120.36	37.013	s		
137.70	37.114	s		
139.38	37.636	s		
141.74	37.433	s		
156.37	37.647	s		
156.87	37.891	s		
159.93	37.194	s		
166.93	37.800	s		
167.53	37.834	s		
179.23	37.167	s		
179.30	37.691	s		
189.52	37.488	s		
190.12	37.515	s		
198.79	36.921	s		
222.02	36.359	s		
227.05	36.509	s		
228.61	36.511	s		
250.10	35.834	s		
251.72	35.829	s		
268.38	34.562	s		
287.30	34.315	s		
291.77	33.822	s		
310.47	33.565	s		
317.82	33.163	s		
341.05	32.420	s		
367.58	31.032	s		
367.91	31.504	s		
391.33	30.791	s		
465.74	28.543	s		
467.12	28.053	s		
489.69	27.918	s		
491.25	27.435	s		
516.14	27.342	s		
540.55	26.755	s		
563.82	26.013	s		
570.39	26.245	s		
				
				
				
				
				
				
				
				
				
				
800.00	22.768	t		
1000.0	20.538	t		
1200.0	19.053	t		
1400.0	17.829	t		
1600.0	16.783	t		
1800.0	15.864	t		
2000.0	15.079	t		
2200.0	14.352	t		
2400.0	13.715	t		
2600.0	13.139	t		
2800.0	12.619	t		
3000.0	12.151	t		
3200.0	11.729	t		
3400.0	11.350	t		
3600.0	10.996	t		
3800.0	10.673	t		
4000.0	10.372	t		
4200.0	10.094	t		
4400.0	9.8354	t		
4600.0	9.5901	t		
4800.0	9.3579	t		
5000.0	9.1420	t		
5200.0	8.9326	t		
5400.0	8.7331	t		
5600.0	8.5434	t		
5800.0	8.3668	t		
6000.0	8.1967	t		
6200.0	8.0364	t		
6400.0	7.8794	t		
6600.0	7.7257	t		
6800.0	7.5851	t		
7000.0	7.4510	t		
7200.0	7.3169	t		
2250.0	14.104	u		
2500.0	13.368	u		
2750.0	12.720	u		
3000.0	12.138	u		
3250.0	11.618	u		
3500.0	11.150	u		
3750.0	10.725	u		
4000.0	10.342	u		
4250.0	9.9924	u		
4500.0	9.6686	u		
4750.0	9.3709	u		
5000.0	9.0896	u		
5250.0	8.8313	u		
5500.0	8.5859	u		
5750.0	8.3603	u		
6000.0	8.1476	u		
6500.0	7.7584	u		
7000.0	7.4150	u		
7500.0	7.1075	u		
8000.0	6.8197	u		
8500.0	6.5613	u		
9000.0	6.3258	u		
9500.0	6.1066	u		
10000	5.9071	u		
10500	5.7207	u		
11000	5.5506	u		
11500	5.3903	u		
12000	5.2399	u		
2250.0	14.101	v		
2500.0	13.378	v		
2750.0	12.720	v		
3000.0	12.135	v		
3250.0	11.615	v		
3500.0	11.150	v		
3750.0	10.725	v		
4000.0	10.342	v		
4250.0	9.9891	v		
4500.0	9.6653	v		
4750.0	9.3677	v		
5000.0	9.0896	v		
5500.0	8.5859	v		
6000.0	8.1444	v		
6500.0	7.7584	v		
7000.0	7.4117	v		
7500.0	7.1010	v		
8000.0	6.8164	v		
8500.0	6.5580	v		
9000.0	6.3225	v		
9500.0	6.1066	v		
10000	5.9071	v		
11000	5.5473	v		
12000	5.2366	v		
13000	4.9651	v		
14000	4.7231	v		
15000	4.5105	v		
16000	4.3175	v		
17000	4.1441	v		
18000	3.9839	v		
7000.0	7.3528	w		
7500.0	7.0388	w		
8000.0	6.7575	w		
9000.0	6.2735	w		
10000	5.8581	w		
11000	5.5114	w		
12000	5.2006	w		
13000	4.9357	w		
14000	4.6936	w		
15000	4.4843	w		
16000	4.2848	w		
17000	4.1213	w		
18000	3.9610	w		
19000	3.8138	w		
20000	3.6797	w		
6500.0	7.6930	x		
3000.0	12.007	y		
3500.0	11.049	y		
4000.0	10.238	y		
4500.0	9.5803	y		
5000.0	9.0144	y		
5500.0	8.5173	y		
6000.0	8.0691	y		
6500.0	7.6930	y		
7000.0	7.3430	y		
7500.0	7.0323	y		
8000.0	6.7575	y		
800.00	23.321	z		
1000.0	21.293	z		
1200.0	19.658	z		
1400.0	18.284	z		
1600.0	17.107	z		
1800.0	16.125	z		
2000.0	15.275	z		
2200.0	14.523	z		
2400.0	13.803	z		
2600.0	13.182	z		
2800.0	12.658	z		
3000.0	12.200	z		
3200.0	11.808	z		
3400.0	11.415	z		
3600.0	11.023	z		
3800.0	10.696	z		
4000.0	10.336	z		
4200.0	10.074	z		
4400.0	9.8125	z		
4600.0	9.5508	z		
4800.0	9.3219	z		
5000.0	9.0929	z		
