,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds)
2206,5687.2319,4.2075442999467634e-05,44K,1.0,27.0,1327.7999999999997
2207,-4999.3061,2.898,208Po,0.0,5.69,91453924.8
2208,*,1.901285268841737e-09,204Ra,0.0,5.69,0.06
2209,-3422.0719,0.0007129819758156514,127Cs,0.0,220.0,22500.0
2210,4917.8589,3.555403452734048e-05,94Y,1.0,70.8,1121.9999999999998
2211,-4320.5458,5.8306081577813265e-06,202At,0.0,5.69,184.0
2212,4820.3029,8.387836844373462e-07,19O,1.0,152.4,26.469999999999995
2213,-5666.0,7.817451263720941e-08,252No,0.0,5.69,2.4669999999999996
2215,-6813.0,4.689836996476284e-08,153Tm,0.0,5.69,1.4799999999999998
2216,5382.9879,3.938829315283798e-07,34P,1.0,5.69,12.429999999999998
2218,3276.2204,4.4680203817780814e-07,116In,1.0,87.5,14.099999999999998
2219,-2659.8832,0.9308692676249144,145Sm,0.0,4.38,29376000.0
2220,22481.7725,7.288260197226658e-10,22N,1.0,5.69,0.022999999999999996
2221,-1721.4367,106600000000.0,147Sm,0.0,2233.0,3.36404016e+18
2222,-2412.0,2.8519279032626055e-05,265Db,0.0,5.69,900.0
2223,*,3.1688087814028947e-13,142Er,0.0,5.69,9.999999999999999e-06
2224,1440.4642,4.601110350597004e-06,114Pd,1.0,5.69,145.2
2225,-8906.1859,8.333967095089613e-08,163W,0.0,5.69,2.6299999999999994
2226,5262.4445,1.657540497376226e-05,49Ca,1.0,174.8,523.0799999999999
2227,7341.894,6.242553299363703e-09,26Ne,1.0,5.69,0.19699999999999998
2228,-12869.1957,1.2104849544959058e-08,49Mn,0.0,5.69,0.38199999999999995
2229,-4008.0,6.084112860293558e-06,233Am,0.0,5.69,192.0
2230,-1636.6632,0.16260643394934976,125I,0.0,3.19,5131468.8
2231,-11199.0,3.168808781402895e-08,119La,0.0,5.69,0.9999999999999999
2232,-28.063,0.14921286789869953,148Eu,0.0,403.0,4708800.0
2233,-3471.664,5.73554389433924e-10,220Ra,0.0,5.69,0.018099999999999998
2234,-11203.9825,3.5490658351712425e-08,105Sb,0.0,5.69,1.12
2235,13292.3538,1.3689253935660506e-09,29Na,1.0,5.69,0.043199999999999995
2236,-11018.0,2.8519279032626053e-08,141Dy,0.0,5.69,0.8999999999999999
2237,-6553.9925,6.312267092554567e-05,174W,0.0,5.69,1992.0
2238,3174.2318,4.4363322939640525e-07,191W,0.0,5.69,13.999999999999998
2239,12855.0,1.80622100539965e-09,116Tc,1.0,5.69,0.056999999999999995
2240,-7247.0279,4.689836996476284e-10,186Bi,0.0,5.69,0.014799999999999999
2241,-2547.0,6.33761756280579e-08,278Hs,0.0,5.69,1.9999999999999998
2242,2193.9105,0.0007643166780743782,234Pa,1.0,13.0,24120.0
2243,-6526.9329,4.372956118335995e-05,145Gd,0.0,442.0,1380.0
2244,-2137.8101,1.787208152711233e-05,160Tm,0.0,5.69,564.0
2245,5556.9381,4.975029786802545e-08,72Ni,1.0,5.69,1.57
2246,*,7.256572109412629e-13,254Rf,0.0,5.69,2.2899999999999998e-05
2247,-2756.101,2.915304078890663e-07,140Pm,0.0,5.69,9.199999999999998
2248,2275.635,0.007306639288158795,90Y,1.0,1.91,230579.99999999997
2249,-12311.0,1.5844043907014474e-07,128Nd,0.0,5.69,5.0
2251,-2372.3848,1.4259639516313027e-05,246Es,0.0,5.69,450.0
2252,-378.4577,0.0023728040155144878,100Rh,0.0,324.0,74880.0
2253,*,3.1688087814028947e-10,133Gd,0.0,5.69,0.009999999999999998
2254,17169.8816,2.6934874641924605e-09,21N,1.0,5.69,0.08499999999999999
2255,5322.0404,2.9279793140162748e-06,62Co,1.0,489.0,92.39999999999999
2256,-10763.1138,1.9963495322838236e-07,164W,0.0,5.69,6.299999999999999
2258,5758.0284,1.3625877760032448e-07,117Pd,1.0,5.69,4.3
2260,10808.2192,1.5590539204502244e-08,87As,1.0,5.69,0.492
2261,2770.0,3.263873044844982e-07,204Pt,1.0,5.69,10.3
2262,274.0882,0.06600136892539356,234Th,1.0,21.5,2082844.7999999998
2263,-1785.0,9.506426344208684e-06,269Sg,0.0,5.69,300.0
2264,7760.65,1.1090830734910133e-08,111Tc,1.0,5.69,0.35
2267,-25460.0,1.1724592491190709e-29,5Li,0.0,5.69,3.699999999999999e-22
2268,-267.4488,0.00046111111111111103,44Sc,0.0,632.6,14551.559999999998
2269,2385.0,2.88995360863944e-05,175Tm,1.0,72.0,912.0
2272,438.3762,0.014647501711156741,156Tb,0.0,4.84,462240.0
2273,-16887.0566,4.8165893477324e-09,50Fe,0.0,5.69,0.152
2274,16381.0765,3.6124420107993e-10,37Al,1.0,5.69,0.0114
2275,-5343.0,9.256090450477855e-07,124La,0.0,5.69,29.209999999999997
2276,-123.3159,0.004928131416837783,246Bk,0.0,10.27,155520.0
2277,-3503.0,2.535047025122316e-08,273Mt,0.0,5.69,0.7999999999999999
2278,-5081.5379,9.316297817324511e-06,181Ir,0.0,5.69,294.0
2279,-16916.0,5.735543894339239e-09,37Ca,0.0,5.69,0.18099999999999997
2280,17050.0,2.535047025122316e-10,128Rh,0.0,5.69,0.008
2281,-2085.0,9.506426344208685e-07,287Cn,0.0,5.69,30.0
2282,4252.43,4.5801962126397444e-05,146Pr,1.0,5.69,1445.3999999999999
2283,*,3.1688087814028947e-13,222Pu,0.0,5.69,9.999999999999999e-06
2284,-5535.0,3.168808781402895e-09,269Mt,0.0,5.69,0.09999999999999999
2285,*,1.0140188100489263e-09,91Pd,0.0,5.69,0.032
2286,*,3.168808781402895e-11,85Ru,0.0,5.69,0.001
2287,*,9.506426344208685e-10,98In,0.0,5.69,0.03
2288,1360.0,2.6427865236900142e-05,241Np,1.0,5.69,833.9999999999999
2289,13987.0,2.8519279032626055e-10,101Kr,0.0,5.69,0.009
2290,*,6.654498440946079e-11,191At,0.0,5.69,0.0021
2291,14720.0,5.386974928384921e-10,114Nb,1.0,5.69,0.016999999999999998
2292,-3428.8901,6.920678378583922e-05,200Bi,0.0,623.7,2184.0
2293,5107.3505,1.330899688189216e-07,167Gd,1.0,5.69,4.2
2294,*,2.2181661469820262e-08,264Hs,0.0,5.69,0.6999999999999998
2295,*,3.1688087814028947e-10,116La,0.0,5.69,0.009999999999999998
2296,22192.0,4.7532131721043425e-11,35Na,1.0,5.69,0.0015
2297,-2736.9989,0.11304585900068446,105Ag,0.0,2.5,3567456.0
2298,-6115.6196,3.802570537683474e-06,173Re,0.0,5.69,120.0
2299,302.8501,0.011433264887063655,124I,0.0,3.19,360806.4
2300,-4515.9014,5.646817248459958e-05,139Nd,0.0,325.0,1781.9999999999998
2301,123.0,7.605141075366947e-05,261Md,0.0,5.69,2400.0
2302,5974.2073,4.1194514158237636e-08,163Sm,1.0,5.69,1.3
2303,*,1.0140188100489263e-09,95Cd,0.0,5.69,0.032
2304,7173.6224,7.224884021598599e-08,139I,1.0,5.69,2.2799999999999994
2305,-381.6138,32650.0,231Pa,0.0,4599.0,1030355640000.0
2306,10888.0,3.01036834233275e-09,105Y,1.0,5.69,0.095
2307,-6048.1366,7.985398129135295e-06,149Dy,0.0,5.69,251.99999999999997
2309,-627.9769,0.0005612594113620807,110In,0.0,201.0,17712.0
2310,-2587.0,2.4526579968058406e-05,102Ag,0.0,750.0,774.0
2311,-5511.1108,7.319948285040688e-05,137Nd,0.0,5.69,2310.0
2312,3951.0,1.9012852688417367e-07,195Re,1.0,5.69,5.999999999999999
2313,3093.1185,0.00402486881131645,82Br,1.0,76.2,127015.2
2314,7052.5063,7.890333865693208e-08,137Te,1.0,5.69,2.4899999999999998
2316,3197.3515,3.4736481861738533e-05,141Ba,1.0,148.0,1096.2
2317,-11960.0,6.781250792202195e-08,87Tc,0.0,5.69,2.1399999999999997
2318,3834.9684,1.872765989809111e-06,25Na,1.0,5.69,59.1
2319,1190.2198,0.0032397900981063197,151Pm,1.0,46.0,102240.0
2320,*,9.823307222348974e-10,207Ac,0.0,5.69,0.031
2321,8440.0,6.0207366846655e-09,167Sm,0.0,5.69,0.19
2322,-9142.776,2.582579156843359e-06,59Cu,0.0,5.69,81.49999999999999
2323,7064.2177,2.1547899713539684e-08,125Cd,1.0,5.69,0.6799999999999999
2324,9084.862,6.134813800796004e-09,111Mo,1.0,5.69,0.1936
2326,-738.3049,348000.0,248Cm,0.0,5.69,10982044800000.0
2328,*,3.644130098613329e-11,193Rn,0.0,5.69,0.0011499999999999998
2329,-6489.4269,1.1027454559282074e-05,119Xe,0.0,5.69,347.99999999999994
2330,-17366.0,1.771364108804218e-09,55Cu,0.0,5.69,0.05589999999999999
2331,-8769.9238,6.496058001875934e-07,85Nb,0.0,5.69,20.499999999999996
2332,-1350.0,4706.0,246Cm,0.0,10.3,148510065600.0
2333,-6937.0,3.168808781402895e-08,154Lu,0.0,5.69,0.9999999999999999
2334,10690.0,5.101782138058661e-09,154La,1.0,5.69,0.161
2335,-2469.0006,0.0003547798311658681,247Cf,0.0,5.69,11196.0
2336,-11962.0,8.555783709787816e-10,94Ag,0.0,5.69,0.026999999999999996
2337,-3555.0,3.8025705376834734e-07,254Lr,0.0,5.69,11.999999999999998
2338,5925.6639,4.246203767079879e-08,103Nb,1.0,5.69,1.3399999999999999
2339,-2132.8689,0.21146064339493498,56Co,0.0,178.8,6673190.4
2340,6501.0,1.9012852688417368e-08,207Pt,0.0,5.69,0.6
2341,9910.0,3.872284330874337e-09,78Ni,1.0,5.69,0.12219999999999999
2342,-9541.167,9.791619134534943e-07,65Ge,0.0,5.69,30.89999999999999
2343,7037.1118,1.5780667731386415e-06,54V,1.0,5.69,49.8
2344,-12673.0,2.1864780591679975e-09,64As,0.0,5.69,0.06899999999999999
2345,*,5.7038558065252106e-08,229Am,0.0,5.69,1.7999999999999998
2346,6589.9874,1.0773949856769841e-07,112Rh,1.0,5.69,3.3999999999999995
2348,5112.5985,6.717874616574136e-07,107Tc,1.0,5.69,21.199999999999996
2349,10818.0916,1.3404061145334246e-07,22F,1.0,5.69,4.2299999999999995
2350,-5415.0,3.1688087814028947e-10,274Ds,0.0,5.69,0.009999999999999998
2351,*,1.4893401272593607e-10,196Rn,0.0,5.69,0.0047
2352,-2871.1525,0.002008783937942049,151Tb,0.0,172.2,63392.40000000001
2353,687.2263,0.016878850102669405,196Au,0.07,5.69,532656.0
2354,14438.1586,6.210865211549675e-10,63V,1.0,5.69,0.0196
2355,7780.0712,5.862296245595356e-08,114Rh,1.0,5.69,1.8499999999999999
2356,9565.0,9.506426344208684e-09,164Pm,0.0,5.69,0.3
2357,-1953.2162,0.025325119780971937,167Tm,0.0,5.5,799200.0
2358,-21910.0,8.143838568205439e-10,35Ca,0.0,5.69,0.025699999999999997
2359,3980.0,1.267523512561158e-07,178Er,0.0,5.69,3.9999999999999996
2360,10090.0,1.1883032930260855e-09,110Zr,1.0,5.69,0.0375
2361,5553.65,1.622430096078282e-08,126Cd,1.0,5.69,0.512
2362,-12939.0,1.267523512561158e-07,132Sm,0.0,5.69,3.9999999999999996
2363,5410.0,6.971379319086369e-09,208Pt,0.0,5.69,0.22
2364,6659.0,2.741019595913504e-08,153Ce,1.0,5.69,0.8649999999999999
2365,-6943.0,9.886683397977031e-08,126Pr,0.0,5.69,3.1199999999999997
2366,-3764.6525,0.00024184348619666897,121I,0.0,207.0,7632.000000000001
2367,-6086.4858,3.5934291581108825e-05,67Ge,0.0,202.9,1133.9999999999998
2368,2576.395,4.531396557406139e-06,233Ac,1.0,5.69,142.99999999999997
2369,-10386.1805,3.517377747357213e-09,44V,0.0,5.69,0.11099999999999999
2370,-6231.4432,1.1566152052120567e-06,76Rb,0.0,5.69,36.5
2371,-2814.5118,0.00018594569929272187,208At,0.0,5.69,5868.0
2372,-7953.0,3.3906253961010975e-09,162Re,0.0,5.69,0.107
2374,-2735.0,2.6934874641924607e-14,220Pa,0.0,5.69,8.5e-07
2375,13410.0,1.2041473369331e-09,112Nb,1.0,5.69,0.038
2376,20689.0,6.33761756280579e-11,57K,0.0,5.69,0.002
2377,12480.0,5.386974928384921e-10,152Cs,0.0,5.69,0.016999999999999998
2378,*,7.319948285040687e-09,243Fm,0.0,5.69,0.23099999999999998
2379,-9847.0,3.6796841331406694e-09,62Ga,0.0,5.69,0.11612199999999999
2380,17320.0,3.168808781402895e-11,65Ti,0.0,5.69,0.001
2381,-305.4459,6.844626967830253e-06,118Sb,0.0,146.8,216.0
2382,5371.9076,1.5590539204502244e-08,120Pd,1.0,5.69,0.492
2383,-1384.7902,6561.0,240Pu,0.0,5021.23,207049413600.0
2384,12523.3972,1.0647197505513727e-08,19N,1.0,5.69,0.336
2385,3430.1913,1.7872081527112325e-06,147Ce,1.0,5.69,56.39999999999999
2386,-3882.0,8.004410981823712e-06,251Md,0.0,5.69,252.6
2387,5671.2117,4.246203767079879e-07,83As,1.0,5.69,13.4
2388,-8256.6495,8.872664587928106e-10,172Au,0.0,5.69,0.028
2389,*,2.8202398154485764e-28,12O,0.0,5.69,8.899999999999999e-21
2390,1626.5384,1.1293634496919918e-05,56Cr,1.0,5.69,356.4
2391,8828.1511,5.0700940502446315e-09,125Ag,1.0,5.69,0.15999999999999998
2393,-15398.0,1.1249271173980276e-06,68Se,0.0,5.69,35.49999999999999
2394,-3860.0,2.218166146982026e-09,293Lv,0.0,5.69,0.06999999999999999
2395,5688.0,8.365655182903642e-07,211Hg,1.0,5.69,26.4
2396,-6682.0288,2.6998250817552665e-06,201At,0.0,5.69,85.2
2397,2466.2583,6.426344208685071e-06,24Ne,0.0,5.69,202.79999999999998
2398,-8834.9627,0.0018822724161533196,86Zr,0.0,83.0,59400.0
2399,2920.169,2.376606586052171e-05,133Te,1.0,56.0,749.9999999999999
2401,-8175.8296,1.5210282150733896e-09,211Th,0.0,5.69,0.048
2402,-12869.0,7.288260197226657e-08,142Dy,0.0,5.69,2.2999999999999994
2404,9911.0,7.890333865693207e-09,137Sn,1.0,5.69,0.24899999999999997
2405,8532.7512,3.105432605774837e-08,104Nb,1.0,5.69,0.98
2406,-2170.4134,0.006406570841889117,153Tb,0.0,164.7,202176.0
2407,*,6.33761756280579e-08,154Hf,0.0,5.69,1.9999999999999998
2408,-3928.5695,0.0005215605749486653,81Rb,0.0,226.0,16459.2
2409,-2899.0,9.823307222348974e-10,275Mt,0.0,5.69,0.031
2410,-13421.0,4.867290288234846e-09,63Ge,0.0,5.69,0.1536
2411,3417.0,3.01036834233275e-06,177Tm,1.0,5.69,94.99999999999999
2412,-5378.6549,7.624153928055365e-05,121Xe,0.0,246.0,2406.0
2413,-1084.0,1.901285268841737e-06,273Bh,0.0,5.69,60.0
2414,15368.1833,5.323598752756863e-10,31Na,1.0,5.69,0.0168
2415,6368.5921,4.753213172104342e-08,122In,1.0,5.69,1.4999999999999998
2417,-13028.5485,7.750906279311481e-09,53Co,0.0,5.69,0.24459999999999998
2418,*,4.119451415823763e-10,253Rf,0.0,5.69,0.013
2419,1631.0,1.787208152711233e-05,238Th,1.0,5.69,564.0
2421,-1909.7458,0.008328815879534565,201Tl,0.0,7.6,262837.44
2422,1979.0772,0.007457357973990418,122Sb,0.9759,2.95,235336.32000000004
2423,-3990.7162,6.844626967830253e-05,159Er,0.0,5.69,2160.0
2424,558.5262,0.047638603696098555,230Pa,0.078,33.8,1503359.9999999998
2427,-6953.0469,4.8165893477324e-07,171Re,0.0,5.69,15.199999999999998
2428,-8535.5871,5.450351104012979e-07,109Sb,0.0,5.69,17.2
2429,966.0,0.00019393109742185717,270Db,0.0,5.69,6120.0
2430,-2049.8794,0.00011027454559282074,108In,0.0,5.69,3480.0
2431,5696.0,3.01036834233275e-07,220Bi,1.0,5.69,9.499999999999998
2432,-1649.0,3.8025705376834734e-07,286Nh,0.0,5.69,11.999999999999998
2433,-6673.0,1.6477805663295053e-06,234Cm,0.0,5.69,51.99999999999999
2434,-2590.7577,0.0001098942885390524,229U,0.0,5.69,3468.0
2435,21130.0,1.267523512561158e-10,45Si,0.0,5.69,0.004
2436,9925.3249,2.8519279032626053e-08,106Nb,1.0,5.69,0.8999999999999999
2438,-1090.8208,5.180051714959313e-12,214Po,0.0,6902.2,0.00016347
2439,*,1.267523512561158e-06,233Bk,0.0,5.69,40.0
2440,-9214.2438,2.823408624229979e-06,61Zn,0.0,5.69,89.1
2441,21846.3983,1.964661444469795e-10,22C,1.0,5.69,0.0062
2442,*,3.1688087814028947e-10,90Pd,0.0,5.69,0.009999999999999998
2443,-2080.8562,0.09949897330595482,127Xe,0.0,3.31,3139948.8
2444,2419.0,1.5210282150733895e-05,179Yb,1.0,5.69,480.0
2445,3862.6653,5.703855806525211e-06,164Tb,1.0,5.69,180.0
2446,13926.0,1.631936522422491e-09,72Co,1.0,5.69,0.0515
2447,-1031.7798,0.012621492128678987,146Eu,0.0,200.0,398304.0
2448,-24197.0,3.961010976753618e-09,28S,0.0,5.69,0.12499999999999999
2449,2602.0,2.7264430755190507e-06,173Er,1.0,5.69,86.03999999999999
2450,-712.0,1.901285268841737e-06,275Bh,0.0,5.69,60.0
2451,-4214.0744,0.0013415468856947297,203Bi,0.0,306.0,42336.0
2452,-12332.0,6.591122265318022e-07,104Sn,0.0,5.69,20.8
2453,9741.0,2.8519279032626053e-09,161Pr,0.0,5.69,0.09
2454,9771.7071,7.760412705655689e-08,15C,1.0,5.69,2.449
2455,5331.1799,1.9012852688417367e-07,119Ag,1.0,5.69,5.999999999999999
2456,-3036.0,3.358937308287068e-07,266Bh,0.0,5.69,10.599999999999998
2457,-12596.0,4.4141506324942325e-10,170Pt,0.0,5.69,0.01393
2458,1012.0557,2.1484523537911628e-05,102Mo,1.0,5.69,678.0
2459,-5800.0,9.03110502699825e-08,128Pr,0.0,5.69,2.8499999999999996
2460,-13250.0,3.707506274241387e-07,90Ru,0.0,5.69,11.7
2462,-10321.2401,1.3847694374730651e-08,179Tl,0.0,5.69,0.437
2464,2992.3278,8.99941693918422e-07,202Au,1.0,5.69,28.399999999999995
2465,7009.0,3.168808781402895e-08,188Lu,0.0,5.69,0.9999999999999999
2467,*,9.506426344208685e-10,82Mo,0.0,5.69,0.03
2468,4013.6198,4.449007529089664e-06,133Sb,1.0,5.69,140.39999999999998
2469,-1842.0267,1.069472963723477e-09,218Rn,0.0,6531.2,0.033749999999999995
2470,6050.3894,6.0207366846655e-07,135Te,1.0,5.69,18.999999999999996
2471,-107.2555,0.00012898699520876112,68Ga,0.0,352.6,4070.52
2472,-2060.0,4.4363322939640525e-07,281Ds,0.0,5.69,13.999999999999998
2473,11563.897,6.385149694526833e-09,96Rb,1.0,5.69,0.20149999999999998
2474,4656.251,6.0384820138413565e-05,84Br,1.0,145.0,1905.6
2475,*,1.901285268841737e-06,235Bk,0.0,5.69,60.0
2476,-1462.915,8.137500950642634e-05,190Au,0.0,5.69,2568.0
2477,5056.5023,1.2573833244606687e-06,139Xe,1.0,5.69,39.68
2478,-8555.0,9.411362080766597e-07,121Ba,0.0,5.69,29.699999999999996
2480,*,5.640479630897153e-10,131Eu,0.0,5.69,0.0178
2481,11036.3053,2.5350470251223157e-09,71Co,1.0,5.69,0.07999999999999999
2482,-3656.5811,0.0002680812229066849,187Pt,0.0,5.69,8460.0
2483,2443.0767,2.3651988744391206e-05,151Nd,1.0,36.7,746.4
2484,2089.4348,9.506426344208685e-07,234Ra,1.0,5.69,30.0
2485,-3863.0,5.703855806525211e-09,281Cn,0.0,5.69,0.18
2486,3762.5123,1.9012852688417367e-07,70Ni,1.0,5.69,5.999999999999999
2487,-3254.4521,1.1787968666818768e-05,106In,0.0,5.69,371.99999999999994
2488,16781.0,7.605141075366948e-10,47S,0.0,5.69,0.024
2489,14311.0,3.4856896595431844e-10,67Cr,0.0,5.69,0.011
2490,*,4.119451415823763e-10,46Fe,0.0,5.69,0.013
2492,-6222.1768,2.9450908814358504e-05,91Mo,0.0,5.69,929.3999999999999
2493,-5265.0,5.165158313686718e-08,255Rf,0.0,5.69,1.6299999999999997
2494,8993.0098,1.7365072122087865e-08,98Y,1.0,5.69,0.548
2495,-4536.8793,0.00019849418206707733,205Po,0.0,5220.0,6264.0
2496,-1314.0763,0.0016814966917636323,86Y,0.0,652.0,53064.0
2497,3434.0,4.3539432656475775e-06,244Np,1.0,5.69,137.4
2498,909.9134,0.00010723248916267396,69Zn,1.0,321.4,3383.9999999999995
2499,13460.0,3.802570537683474e-10,125Ru,0.0,5.69,0.012
2500,*,5.165158313686719e-10,27S,0.0,5.69,0.0163
2501,-7656.1526,7.288260197226658e-09,168Ir,0.0,5.69,0.22999999999999998
2502,6464.0,9.506426344208684e-08,222Bi,0.0,5.69,2.9999999999999996
2503,6894.747,3.2480290009379673e-06,50Sc,1.0,5.69,102.5
2505,-11187.0,5.5454153674550656e-08,117Ba,0.0,5.69,1.7499999999999998
2506,-7673.0,0.0001378241691383375,142Sm,0.0,483.0,4349.4
2507,-3677.7177,4.563084645220168e-06,174Re,0.0,5.69,143.99999999999997
2508,8748.5685,8.71422414885796e-09,63Mn,1.0,5.69,0.27499999999999997
2509,569.0133,0.0012122975131188683,212Pb,1.0,42.3,38257.2
2510,-5059.0,6.407331355996653e-05,232Pu,0.0,5.69,2021.9999999999998
2511,-13700.0,2.883615991076634e-07,94Pd,0.0,5.69,9.099999999999998
2512,-6512.1694,6.97137931908637e-08,148Ho,0.0,5.69,2.2
2513,-4579.225,1.267523512561158e-06,130Pr,0.0,5.69,40.0
2516,*,1.267523512561158e-08,153Hf,0.0,5.69,0.39999999999999997
2517,22104.0579,1.4576520394453315e-27,28F,0.0,5.69,4.599999999999999e-20
2518,2263.1737,9.202220701194007e-05,200Au,1.0,54.0,2904.0
2519,3634.7623,4.7532131721043423e-07,99Nb,1.0,5.69,15.0
2521,399.2685,0.0016084873374401095,240U,1.0,23.0,50760.0
2522,16036.3062,7.351636372854716e-09,46Cl,1.0,5.69,0.23199999999999998
2523,6003.121,5.830608157781327e-08,92Kr,1.0,5.69,1.84
2524,-11804.0,1.0140188100489263e-06,82Zr,0.0,5.69,31.999999999999996
2525,-10992.2252,1.0203564276117323e-09,192Po,0.0,5.69,0.0322
2526,*,6.33761756280579e-11,273Rg,0.0,5.69,0.002
2527,-11300.0,5.006717874616574e-07,140Gd,0.0,5.69,15.799999999999999
2528,10344.7078,3.89763480112556e-08,47Ar,1.0,5.69,1.2299999999999998
2529,10527.1716,8.555783709787816e-09,91Se,1.0,5.69,0.26999999999999996
2530,-7980.0,3.1688087814028947e-13,224Pu,0.0,5.69,9.999999999999999e-06
2531,-8743.5996,1.7111567419575631e-09,197Rn,0.0,5.69,0.05399999999999999
2532,17356.0423,1.4544832306639287e-09,30Na,1.0,5.69,0.045899999999999996
2533,391.4727,0.0029112480036504675,231Th,1.0,17.9,91871.99999999999
2534,*,3.168808781402895e-07,232Cm,0.0,5.69,10.0
2535,14969.0,3.5902603493294796e-09,80Cu,1.0,5.69,0.11329999999999998
2536,6450.0,3.3937942048825e-08,149La,1.0,5.69,1.071
2537,-2510.0,1.901285268841737e-06,284Ds,0.0,5.69,60.0
2538,-9555.5564,1.7840393439298296e-07,196Po,0.0,5.69,5.629999999999999
2539,16994.0653,1.7026009582477753e-09,34Al,1.0,5.69,0.05372999999999999
2540,-7530.3525,1.2548482774355463e-05,172W,0.0,5.69,395.99999999999994
2541,11509.4607,4.360280883210383e-07,11Be,1.0,5.69,13.759999999999998
2543,-11819.0,7.288260197226658e-10,156Hf,0.0,5.69,0.022999999999999996
2544,8483.8977,4.0782569016655255e-08,93Kr,1.0,5.69,1.287
2545,10426.6792,7.446700636296803e-09,142I,1.0,5.69,0.235
2546,8261.0,2.6934874641924605e-09,148Xe,1.0,5.69,0.08499999999999999
2547,*,1.235835424747129e-09,181Pb,0.0,5.69,0.039
2548,*,2.9153040788906634e-08,246Md,0.0,5.69,0.92
2549,23321.8152,1.0457068978629552e-28,13Li,0.0,5.69,3.2999999999999993e-21
2550,-3918.2186,0.0006616472735569244,207Po,0.0,5115.4,20879.999999999996
2551,-7652.0,7.25657210941263e-08,140Tb,0.0,5.69,2.29
2552,1072.7114,0.01018069815195072,186Re,0.9253,84.9,321278.4
2553,8899.0,1.4259639516313027e-09,120Ru,1.0,5.69,0.045
2554,-3443.5291,0.7255304585900069,143Pm,0.0,4.23,22896000.0
2555,-10434.0,7.922021953507237e-08,111I,0.0,5.69,2.5
2556,552.8893,0.03225188227241615,190Ir,0.0,6.88,1017791.9999999998
2557,-12059.0,1.4893401272593605e-07,138Gd,0.0,5.69,4.699999999999999
2558,16440.0,6.305929474991761e-10,70Mn,1.0,5.69,0.019899999999999998
2559,-4205.438,0.008930047912388774,67Ga,0.0,0.99,281810.87999999995
2560,7560.0,9.506426344208684e-09,171Gd,0.0,5.69,0.3
2561,-2013.0144,0.006429386265115218,177Ta,0.0,6.18,202896.0
2563,-13094.0,6.33761756280579e-08,122Ce,0.0,5.69,1.9999999999999998
2564,*,7.288260197226657e-11,197Fr,0.0,5.69,0.0022999999999999995
2565,-8204.9136,1.8917788424975283e-06,93Ru,0.0,5.69,59.699999999999996
2566,1451.8768,0.006098562628336756,115Cd,1.0,71.4,192456.0
2567,15639.4478,1.0647197505513727e-09,62V,1.0,5.69,0.0336
2568,-3065.3663,0.006506958704083961,77Br,0.0,151.9,205344.0
2569,726.1153,1.2263289984029203e-05,78Br,0.0001,5.69,387.0
2573,5582.2823,1.3942758638172737e-06,144La,1.0,5.69,43.99999999999999
2574,-3306.4697,5.817932922655715e-05,206At,0.0,5.69,1835.9999999999998
2575,-540.0,3.802570537683474e-05,263No,0.0,5.69,1200.0
2576,-652.7561,0.16563997262149213,254Cf,0.0,5.69,5227200.0
2577,-23101.3545,6.116149517073542e-07,10C,0.0,5.69,19.301099999999998
2578,-333.8443,0.01834360027378508,172Lu,0.0,565.6,578880.0
2579,-11502.9589,2.9406545491418863e-12,109I,0.0,5.69,9.279999999999999e-05
2580,-1864.009,1.0583821329885667e-06,80Rb,0.0,1533.0,33.39999999999999
2581,2097.4851,5.3996501635105324e-05,178Lu,1.0,189.5,1703.9999999999998
2582,-11576.0,3.01036834233275e-07,134Sm,0.0,5.69,9.499999999999998
2583,4990.0,6.33761756280579e-08,180Er,0.0,5.69,1.9999999999999998
2584,-1311.0313,75400.0,230Th,0.0,4438.4,2379443040000.0
2585,-6033.1975,1.9963495322838236e-07,190Bi,0.0,5.69,6.299999999999999
2586,-3729.0,3.1688087814028947e-10,275Ds,0.0,5.69,0.009999999999999998
2587,3317.6236,1.0013435749233148e-06,153Nd,1.0,5.69,31.599999999999998
2588,-17769.9506,1.8946307704007908e-05,13N,0.0,491.82,597.9
2589,-7498.3626,4.119451415823763e-07,212Ra,0.0,5.69,12.999999999999998
2590,-13513.0,2.2181661469820265e-08,140Dy,0.0,5.69,0.7
2591,13720.0,7.922021953507237e-10,107Sr,0.0,5.69,0.024999999999999998
2593,13369.3979,6.400993738433847e-10,12B,1.0,5.69,0.020199999999999996
2594,-3139.0,2.858,236Pu,0.0,5613.17,90191620.8
2595,5352.0,5.9573605090374416e-08,175Ho,1.0,5.69,1.8799999999999997
2597,5306.8315,4.531396557406139e-08,164Sm,1.0,5.69,1.4299999999999997
2598,-2397.1144,0.022579055441478438,171Lu,0.0,5.388,712540.7999999999
