,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
877,115I,-389.3611674447299,21117.78370014942,2.471670849494258e-06,-12.910616178733363
878,144Ce,-17406112.522914827,0.47360157040129136,0.7799753593429158,-0.24849295038349803
879,251No,-12.006272351281408,633814.3994211716,2.535047025122316e-08,-17.490468556737166
880,179Au,-56.79418396616171,142636.54460217297,2.249854234796055e-07,-15.307230221375686
881,252Lr,-7.933052666736885,922815.8622338974,1.1692904403376682e-08,-18.264283640364567
882,220Np,-5.606844062634447,1247730.7805186089,9.189545466068395e-16,-34.62329501238289
883,216Tl,-57.52116517000461,140864.63718020613,1.869597181027708e-07,-15.492372654511282
884,188Ir,-13063.469089364724,630.9910217282675,0.004734200319415925,-5.352942453742102
885,215Po,0.994711441576747,1558754208.4795585,5.643648439678555e-11,-23.597905280097567
886,221Pa,-5.636875172010058,1242084.939882778,1.869597181027708e-13,-29.307883212475556
887,131Te,-1251.0166668025,6584.227604644181,4.753213172104342e-05,-9.954104618332655
888,272Bh,-136.2919546453731,60044.033318112815,3.5807539229852713e-07,-14.842522279704662
889,83Ga,-1.7909003296432242,2953728.8062484963,9.823307222348974e-09,-18.438507986925902
890,130In,-3.2386668472624933,1944847.9902023084,8.650847973229903e-09,-18.565608489220132
891,121Tc,-2.633764234449022,2268601.419124696,6.971379319086369e-10,-21.08403783104678
892,135Cs,-393479.11592620774,20.950392066524632,0.00133,-6.622576336748475
893,159Pr,-3.8021699572798844,1716632.8498096422,4.246203767079879e-09,-19.277240484454182
894,102Nb,-19.575382938715066,400651.7265603041,1.3625877760032448e-07,-15.808709982723439
895,215At,0.9951723314514253,1707566005.431197,1.1724592491190712e-12,-27.471917650743006
896,203At,-3907.08387857494,2109.3617627371864,1.4069510989428854e-05,-11.17150044299073
897,75Ga,-409.55537191285697,20079.052091383583,3.9926990645676475e-06,-12.431043098471477
898,193Au,-417566.32094206073,19.741877023416414,0.0020134610997033994,-6.207900097599449
899,253Lr,-10.407427191719504,722648.7235456129,2.0026871498466296e-08,-17.726190890258234
900,241Am,-152404853.98853335,0.05408989562475451,432.6,6.069813513518959
901,212Pa,-5.366595187629558,1294814.9609155376,1.8379090932136788e-10,-22.41722236685272
902,186Hg,-669.0477320206987,12302.948439471713,2.6237736710015967e-06,-12.850896944031742
903,55Cr,-499.8095966292608,16460.47271162449,6.648794585139554e-06,-11.921074985119617
904,265Bh,-17.026015837541195,457314.73739568534,3.7708824498694447e-08,-17.093371698299517
905,225Pa,-19.275698184885414,406573.5553896145,5.41866301619895e-08,-16.730831634908387
906,48Cr,-9982.085430201241,825.7529955715745,0.002459502623773671,-6.0077961349379585
907,28Al,0.2525801359759725,11029359.929843405,4.2683854285496996e-06,-12.364274922006638
908,68Ni,-85.46346979540778,95341.56700560085,9.189545466068395e-07,-13.900029175436481
909,263Db,-333.4101846498859,24651.051545174367,9.189545466068395e-07,-13.900029175436481
910,249No,-6.477746234527169,1102412.7378076063,1.8062210053996502e-12,-27.03978429555268
911,282Mt,-7.47705121424875,972456.399128429,3.168808781402895e-09,-19.569910098417
912,130Sm,-6.808088437658891,1055772.1989003615,3.168808781402895e-08,-17.267325005422958
913,195Os,-3296.850862337749,2499.6772271236055,1.235835424747129e-05,-11.301178266299264
914,163Er,-31780.872437309994,259.3793904149641,0.00014259639516313026,-8.855492329664544
915,64Cu,-2591.9169747249016,3179.2621126676163,0.0014488250057038557,-6.537002391947207
916,33Ar,-0.009392082283815315,8166858.888355869,5.482039191827008e-09,-19.021788689907314
917,98Kr,-1.943048991322358,2801028.0234348574,1.3562501584404389e-09,-20.41854218181734
918,149Tb,-136.27177359234514,60052.860710581735,0.0004697695642254164,-7.663268272373156
919,134Gd,-3.8883075021569544,1686383.824135074,1.267523512561158e-08,-18.18361573729711
920,93Mo,-1346058047740.3472,6.1242252612122595e-06,4000.0,8.294049640102028
921,247Md,-15.801607214613865,490641.31744881225,3.7708824498694447e-08,-17.093371698299517
922,18F,-115.96436656665145,70479.26595950118,0.00020863563769107915,-8.474921187750361
923,104Y,-2.2186472292271793,2561188.633590937,6.242553299363703e-09,-18.891876555667103
924,233Th,-13224.793305592619,623.2943845833254,4.1505057418815115e-05,-10.089695272639002
925,227At,-51.661965952452945,156537.3139787167,1.5844043907014474e-07,-15.657887092988856
926,127Te,-13255.026286892531,621.8728388602242,0.0010666210358202144,-6.843259537678159
927,132Te,-151652.50806187495,54.357876744085765,0.008772073921971253,-4.736182021424696
928,29Cl,0.1290978281072774,9465543.852210136,1.711156741957563e-28,-63.935213004727686
929,189Bi,-7.940328655051595,922064.8386765645,2.1801404416051917e-08,-17.64129144647175
930,210Tl,-7.45004635832804,975564.1980485797,2.471670849494258e-06,-12.910616178733363
931,202Po,-23421.8446644086,351.94541129164577,8.479732299034147e-05,-9.375246584174837
932,169Ir,-4.903890209798187,1396293.360156744,1.118589499835222e-08,-18.308612227471794
933,223Np,-5.6969373907612795,1230945.1646371929,7.922021953507237e-14,-30.166544831513075
934,74Ni,-1.9842053228965608,2762397.9609533576,1.6088042183182497e-08,-17.945189562451745
935,81Cu,-1.432707643294409,3388636.8227429334,2.3195680279869193e-09,-19.881884863437826
936,227Pa,-22603.103793744354,364.6931890888329,7.281922579663852e-05,-9.527530547014255
937,70Cr,-1.1021776562927783,3921439.5959156286,1.901285268841737e-10,-22.383320815177036
938,184Pb,-6.2997559733557695,1129292.9146021807,1.5527163028874185e-08,-17.98067489330042
939,34Na,-0.021057718770778094,8073552.109238058,1.7428448297715922e-10,-22.47033219216667
940,118Cd,-15430.10508852882,534.217261287639,9.563464902273936e-05,-9.254975366095161
941,66Cr,-0.9820532187907792,4159102.6017277623,7.54176489973889e-10,-21.005394703727664
942,55K,-0.6517110156586118,4990923.122074435,3.1688087814028947e-10,-21.872495191411048
943,117Mo,-2.5136397969465736,2346160.4420007546,6.971379319086369e-10,-21.08403783104678
944,39Cl,-197.9149319736143,41442.65398903844,0.00010685223210890562,-9.14406368630121
945,37P,-3.2863689564283325,1923204.1811689169,7.319948285040687e-08,-16.430077480889253
946,60Ge,-0.8018665625366757,4575012.861901545,6.65449844094608e-10,-21.13055784668167
947,35Al,-0.05108884172992106,7842879.09047541,1.2092174309833445e-09,-20.533292437825008
948,231Ac,-4506.179384098948,1828.9848254361473,1.4259639516313027e-05,-11.158077422658591
949,119Cs,-222.48942512478138,36885.694678542255,1.3625877760032448e-06,-13.506124889729394
950,175Ta,-5434.89121313968,1516.5061948092723,0.0011978097193702942,-6.727260623815277
951,279Ds,-7.69931293314194,947610.778275369,6.654498440946079e-09,-18.827972753687625
952,114Xe,-50.122881959127206,161249.9605485143,3.168808781402895e-07,-14.96473991242891
953,6He,0.6874017455372277,26371109.18358423,2.5569751818896237e-08,-17.481855753638943
954,123I,-452495.09820987703,18.217975208290262,0.0015084645220168834,-6.496663018357748
955,211Po,0.9925722481312811,1109832806.0408661,1.6351053312038936e-08,-17.92897351892353
956,161Hf,-129.78083242480983,63033.41664211465,5.830608157781326e-07,-14.354974340808017
957,180Hg,-22.021668564813286,358078.41972128896,8.207214743833497e-08,-16.31566712971151
958,223Pa,-5.6969373907612795,1230945.1646371929,1.6794686541435342e-10,-22.507373463847017
959,286Rg,-127.25565123079282,64274.459799058146,3.168808781402895e-07,-14.96473991242891
960,27Mg,-661.6263273021075,12440.741273591406,1.793862651152179e-05,-10.928554264380342
961,74Fe,-1.2223020937952231,3709469.8880282966,1.5844043907014473e-10,-22.56564237197099
962,18Ne,0.16555673832178544,9879117.104326947,2.1047227926078028e-08,-17.676496975462445
963,135La,-617335.7424055124,13.353429551129219,0.0021571982660278347,-6.138944998308388
964,198Au,-1531561.0878210831,5.382454139200805,0.007377522245037646,-4.909317435897554
965,16N,-4.186740489573215,1589353.2201210875,2.2593606611402638e-07,-15.30301377099675
966,105Tc,-2085.9311905716454,3950.0884055394113,1.452581945395087e-05,-11.139582840022426
967,109Te,-21.45867141788293,367054.7801180973,1.394275863817274e-07,-15.78572046449874
968,137Tb,-5.00604881739028,1372543.405768981,1.9012852688417368e-08,-17.778150629188946
969,7He,0.7897822343707221,39214395.95915628,7.953710041321265e-29,-64.70132920515422
970,77Co,-1.3123954219220568,3564945.087196025,4.753213172104343e-10,-21.467030083302884
971,52Ni,-0.5616177856840169,5278860.662709977,1.32456207062641e-09,-20.442183944874383
972,175Pt,-20.176745191367736,389274.30181272305,7.700205338809035e-08,-16.3794337480705
973,117Cs,-43.36150852930852,185826.92456432816,2.661799376378432e-07,-15.139093299573688
974,238Pa,-1413.1932511866873,5829.162805096278,4.33493041295916e-06,-12.348805000234506
975,35S,-1339361.2489939102,6.154841757879871,0.2392060232717317,-1.4304300763208055
976,256Fm,-104550.26295808544,78.84708865105203,0.00029869191573503686,-8.11609789793928
977,65As,-0.9616234464947296,4202418.519092555,4.128957842167973e-09,-19.305240800274294
978,229At,-12.75424809402989,599346.6631312097,3.168808781402895e-08,-17.267325005422958
979,69As,-47.34617343125108,170511.17211495704,2.88995360863944e-05,-10.451685015348625
980,175Hg,-4.255444140731947,1568575.8383662512,3.2321849570309526e-10,-21.852692564114868
981,285Rg,-373.7309257173781,21998.618564118475,9.506426344208685e-07,-13.8661276237608
982,294Og,-7.829146156429669,933676.0942656258,2.218166146982026e-11,-24.531755228343826
983,247Am,-14770.718355815978,558.0638961878074,4.372956118335995e-05,-10.037486227271705
984,150Tm,-20.83556903298006,377529.0988105088,9.506426344208684e-08,-16.168712716754847
985,9B,0.7297200156195,30500085.74601044,2.5350470251223155e-26,-58.93700023062999
986,100Mo,-inf,0.0,7.07e+18,43.4023921538013
987,77Zr,-1.3123954219220568,3564945.087196025,3.168808781402895e-12,-26.477665377399138
988,123Cd,-12.13936774195809,627394.1684965065,6.65449844094608e-08,-16.52538766069358
989,55Ca,-0.6517110156586458,4990923.122074333,6.971379319086369e-10,-21.08403783104678
990,107Rh,-320.05893673351517,25676.1664475265,4.125789033386569e-05,-10.09566818265444
991,33Si,-8.340624036986556,882549.4599068703,1.958323826906989e-07,-15.446006733953357
992,231Pu,-5166.723388943451,1595.2020026213177,1.6351053312038936e-05,-11.021218239941394
993,126Sn,-3221420856835.469,2.558983462698208e-06,230000.0,12.345834587905333
994,126Rh,-2.783919781327002,2178577.5532864598,6.0207366846655e-10,-21.230641305238652
995,225Rn,-2728.001731615831,3020.724612788954,8.859989352802494e-06,-11.6339649950633
996,138I,-38.538612803218605,208493.97878634112,1.983674297158212e-07,-15.433144820310948
997,158Nd,-7.251592648263587,999026.8606837176,2.5667351129363448e-08,-17.478046036738608
998,69Ge,-16502.022659788505,499.5183530300783,0.00445471138489619,-5.413793004693059
999,189Re,-49705.894143306126,165.8434476969982,0.0027720739219712527,-5.888159530632252
1000,34Cl,0.9922436463238699,1062814183.4744937,4.837820366567799e-08,-16.844216462142196
1001,101Mo,-306.5348690755312,26805.294384393786,2.7777777777777776e-05,-10.491274217438248
1002,97Pd,-782.1402804440421,10526.291272313945,5.893984333409384e-06,-12.041578331709754
1003,101Rb,-2.0331420479731546,2717829.421983133,1.0076811924861206e-09,-20.715613994618963
1004,76As,-20156.28059850729,408.96204519006784,0.002993292265571526,-5.811381405172507
1005,231Rn,-22.685035433287215,348049.4138273494,6.33761756280579e-08,-16.57417782486301
1006,126Pd,-2.78392220185085,2178576.1596798683,1.5400410677618068e-09,-20.291456753498643
1007,141Gd,-86.65965914128816,94040.55160366069,4.4363322939640525e-07,-14.628267675807697
1008,185Bi,-4.555755234488057,1483787.9552113188,6.33761756280579e-11,-23.481933103845147
1009,151Ba,-3.607286444891921,1789244.6666030975,5.291910664942834e-09,-19.057086471988338
1010,97Y,-16.261088495903977,477580.698401019,1.1883032930260856e-07,-15.945569165440636
1011,105Sn,-149.34110599966164,54832.39360400987,1.0362004715187467e-06,-13.779949927519748
1012,249Md,-278.93129492288074,29448.521292721714,8.112150480391411e-07,-14.02473265393744
1013,87Y,-30790.88393602894,267.7186857472529,0.009103353867214236,-4.699112376522992
1014,118Xe,-1166.4082422434674,7061.42238913231,7.2248840215986e-06,-11.837979376468516
1015,39Al,-0.17121326564883357,7038481.326002411,2.4082946738662e-10,-22.14693203711281
1016,126I,-160058.64541220406,51.50306735845779,0.035400410677618066,-3.341031857847043
1017,43P,-0.29133770819070015,6383738.852159528,1.1344335437422363e-09,-20.59713239099844
1018,114Ag,-23.474760655120786,336818.930129592,1.4576520394453314e-07,-15.741268701927908
1019,183Hf,-2665.9135004726886,3091.049896284417,0.00011613050422085329,-9.060795962850424
1020,280Cn,-7.408710625171113,980359.8989789071,1.5844043907014473e-10,-22.56564237197099
1021,243Cm,-9668278305.142572,0.0008526401948729808,29.1,3.370738174177447
1022,82As,-68.09548492230911,119306.82168747595,6.05242477247953e-07,-14.317636670370371
1023,247Bk,-486032131.46616256,0.016960941773967033,1380.0,7.22983877815125
1024,227Th,-17282.895323400346,476.9505105642944,0.05117864476386037,-2.972432928400614
1025,125La,-351.81872432516514,23364.86736865523,2.0533880903490757e-06,-13.096019402064726
1026,136Cs,-798446.3130195918,10.32449175370115,0.035619438740588635,-3.334863758106395
1027,176Dy,-5.664645869556619,1236909.3362771634,1.3942758638172738e-08,-18.088305557492784
1028,77Ni,-1.3422611715911548,3519489.115483891,5.0352371536492e-09,-19.106805210862422
1029,143La,-213.62604683476485,38408.957442999104,2.6998250817552662e-05,-10.51973847859364
1030,146Ce,-5121.098383272572,1609.4112377764795,2.5648338276675032e-05,-10.57103177298119
1031,257Rf,-58.621697135596506,138264.4757710844,1.5844043907014474e-07,-15.657887092988856
1032,72Zn,-41039.105080751906,200.86602319402695,0.0053045859000684465,-5.239183568385444
1033,211Tl,-742.6528960583423,11085.229066853359,2.5667351129363448e-06,-12.872875850750518
1034,147I,-3.414615513418482,1867334.238730151,1.901285268841737e-09,-20.080735722182993
1035,161Tb,-2247769.6430193414,3.667439435885845,0.01902258726899384,-3.96212820225195
1036,169Lu,-12480.06120671938,660.4857201243082,0.003885466575404974,-5.550512205744212
1037,236Cm,-4174.2928118551745,1974.3675642649885,1.2928739828123811e-05,-11.256057831018794
1038,151Eu,-inf,0.0,4.5999999999999995e+18,42.972587977387875
1039,117Sb,-1194.3562708618824,6896.3227951209865,0.00033880903490759757,-7.990073928164146
1040,240Np,-3601.6495086698123,2288.194474427057,0.00011768955814130351,-9.047460263510304
1041,194Re,-44.00626165099503,183164.79522251902,1.5844043907014474e-07,-15.657887092988856
1042,168Ho,-1307.3271566537,6300.842000497891,5.684842953836794e-06,-12.07770705579826
1043,135In,-3.059050451371553,2030909.1492691638,3.263873044844982e-09,-19.54035129617546
1044,114Ba,-3.3982336744832855,1874289.3873195783,1.4576520394453315e-08,-18.04385379492195
1045,243Es,-235.34003455425213,34880.09432927157,7.003067406900398e-07,-14.17174739689925
1046,173Tb,-5.311023864725023,1306216.3724514446,1.267523512561158e-08,-18.18361573729711
1047,200Pt,-43008.18343659141,191.66982584519718,0.001437371663244353,-6.544939067021322
1048,267Sg,-1252.3542659236161,6577.200814775866,3.4223134839151265e-06,-12.585193778298736
1049,217Bi,-928.3280676974111,8870.454886249832,3.1212766496818513e-06,-12.677268457244912
1050,148Pm,-137574.58214946053,59.92024580408392,0.01469678302532512,-4.220126650961428
1051,136Sb,-6.73393264642871,1065895.3311213846,2.924810505234872e-08,-17.34745104990224
1052,75Rb,-61.87218272138816,131116.2161422985,6.0207366846655e-07,-14.322886026256516
1053,240Am,-1050506.6857435193,7.847217884180502,0.005795117499429614,-5.150739526394318
1054,239Pu,-8950848509.758959,0.0009209811437571329,24110.0,10.090381971175217
1055,122Tc,-2.6637953438245563,2250006.3255253606,4.119451415823763e-10,-21.610130926943555
1056,143Ba,-91.00023753467995,89603.71103311732,4.5947727330341974e-07,-14.593176355996427
1057,94Nb,-102250112432.90942,8.062155143706018e-05,20400.0,9.923290179832307
1058,127Nd,-10.933326736887912,690801.7253523598,5.7038558065252106e-08,-16.679538340520836
1059,83Nb,-14.307728477821216,538522.9239582737,1.235835424747129e-07,-15.906348452287355
1060,166Yb,-1473225.4492282853,5.59558423849491,0.00646817248459959,-5.040861670245048
1061,292Mc,-66.74138351593066,121691.67901770098,1.5844043907014474e-07,-15.657887092988856
1062,78Zr,-1.342428765211819,3519237.306791771,1.5844043907014474e-09,-20.263057278976948
1063,42Sc,-0.9745691184490818,4174866.618754016,2.1570715136765788e-08,-17.651929222863792
1064,119In,-7.206590378180882,1004505.1987672045,4.563084645220168e-06,-12.297511705846956
1065,100Rb,-2.0031150070593022,2745003.9974019653,1.625598904859685e-09,-20.23738953222837
1066,229Th,-3145156630.2369437,0.0026210340741578725,7916.0,8.976641306722456
1067,233Np,-12615.73343559803,653.383281902149,6.882652673207088e-05,-9.583921324369129
